N	2gram	Bakhtin_Pr_1	Problemy
1	и не	42	31
2	и в	38	29
3	в его	43	24
4	может быть	26	24
5	в этом	15	22
6	а не	5	22
7	в нем	15	19
8	точки зрения	8	19
9	как бы	22	19
10	для него	1	18
11	не только	9	15
12	то что	8	15
13	то же	5	14
14	не как	1	14
15	и его	16	14
16	рядом с	5	14
17	но и	9	14
18	в пределах	6	13
19	с точки	6	13
20	уже не	1	13
21	точка зрения	3	12
22	таким образом	10	12
23	как и	7	12
24	не может	27	12
25	в самом	7	10
26	этом смысле	3	10
27	из подполья	1	10
28	в то	4	10
29	только в	13	10
30	в одном	1	10
31	там где	6	10
32	все эти	5	9
33	с его	2	9
34	все же	6	9
35	это не	5	9
36	если бы	3	9
37	в единство	2	9
38	же время	3	9
39	но не	12	9
40	в романе	4	9
41	по отношению	21	8
42	что в	7	8
43	по себе	1	8
44	в каждом	2	8
45	как не	1	8
46	в том	8	8
47	что он	2	8
48	до конца	1	8
49	в своем	5	8
50	в своей	7	8
51	отношению к	19	8
52	а как	3	7
53	и на	3	7
54	за пределы	12	7
55	и как	8	7
56	но в	4	7
57	в себе	4	7
58	зрения на	1	7
59	входит в	8	7
60	с другими	3	7
61	том что	3	7
62	не в	7	7
63	вовсе не	2	7
64	она не	2	7
65	так и	5	7
66	лишь как	4	7
67	в форме	4	7
68	прежде всего	13	7
69	мира и	1	7
70	а в	6	7
71	самом деле	6	6
72	так же	1	6
73	менее всего	3	6
74	как в	4	6
75	в целом	3	6
76	в мире	3	6
77	его в	9	6
78	несмотря на	3	6
79	его целом	5	6
80	в самой	2	6
81	могут быть	5	6
82	к нему	10	6
83	на мир	2	6
84	в единстве	12	6
85	был бы	1	6
86	и потому	4	6
87	не могут	2	6
88	все это	3	6
89	о мире	1	6
90	на самом	4	5
91	это и	1	5
92	должна быть	4	5
93	он не	3	5
94	в плане	7	5
95	было бы	8	5
96	автора и	1	5
97	не становится	1	5
98	мысли и	1	5
99	или как	3	5
100	и это	3	5
101	и о	5	5
102	еще не	7	5
103	с ним	5	5
104	ничего не	6	5
105	между тем	7	5
106	творчестве достоевского	1	5
107	именно в	1	5
108	и др	8	5
109	более того	4	5
110	в творчестве	1	5
111	дело идет	2	5
112	и т	14	4
113	ивана карамазова	2	4
114	идет о	1	4
115	так чтобы	1	4
116	и самого	1	4
117	тем как	5	4
118	в едином	2	4
119	и наконец	6	4
120	бы и	1	4
121	в этой	1	4
122	перестает быть	4	4
123	человека в	2	4
124	или наконец	1	4
125	должно быть	5	4
126	но эта	1	4
127	раз и	2	4
128	как мы	7	4
129	в процессе	1	4
130	в основе	5	4
131	личности в	1	4
132	все то	3	4
133	в произведении	4	4
134	и с	17	4
135	и следовательно	1	4
136	тем что	2	4
137	что и	2	4
138	не было	2	4
139	не на	5	4
140	его как	3	4
141	но это	3	4
142	и для	11	4
143	в результате	1	4
144	они не	3	4
145	в мировоззрении	1	3
146	отношения к	6	3
147	отношении к	1	3
148	он может	2	3
149	например в	3	3
150	на материале	3	3
151	не во	2	3
152	я не	2	3
153	ни один	1	3
154	не входит	10	3
155	себе и	1	3
156	то чем	1	3
157	в художественном	20	3
158	и пр	2	3
159	кроме того	3	3
160	дано в	3	3
161	но именно	1	3
162	подобно тому	1	3
