N	2gram	Tiupa_Anal_1	StatiiOP
1	и в	18	25
2	в этом	13	24
3	в том	27	20
4	что он	3	19
5	может быть	29	19
6	что в	5	19
7	что это	1	16
8	том что	12	15
9	в этой	5	14
10	пушкина как	2	13
11	не только	15	12
12	в его	13	12
13	то что	6	12
14	в этих	1	11
15	так что	1	11
16	таким образом	3	10
17	прежде всего	6	10
18	и не	21	10
19	у него	1	9
20	но и	17	9
21	и т	3	8
22	о том	5	8
23	в своих	1	8
24	это не	6	7
25	было бы	2	7
26	в то	9	7
27	не может	22	7
28	что касается	1	7
29	точки зрения	6	7
30	место в	3	6
31	и на	5	6
32	как в	1	6
33	из этих	2	6
34	не в	14	6
35	между тем	5	6
36	только в	6	6
37	т п	3	6
38	в области	4	6
39	как бы	5	6
40	а в	9	6
41	отношения между	1	5
42	в году	1	5
43	то же	9	5
44	независимо от	1	5
45	но в	8	5
46	он не	3	5
47	ни в	4	5
48	мы имеем	6	5
49	в котором	3	5
50	потому что	2	5
51	так и	4	5
52	в них	1	5
53	с другой	4	5
54	а не	17	5
55	такого рода	5	5
56	того что	4	5
57	другой стороны	2	5
58	например в	1	4
59	в которой	2	4
60	из которых	4	4
61	в чем	1	4
62	все же	4	4
63	не было	1	4
64	и к	3	4
65	то в	2	4
66	в целом	5	4
67	на его	2	4
68	состоит в	11	4
69	лишь в	5	4
70	этом смысле	1	4
71	и тем	1	4
72	с тем	1	4
73	как и	13	4
74	а как	2	4
75	по крайней	1	4
76	с точки	4	4
77	ничего не	1	4
78	этом отношении	2	4
79	в каком	1	4
80	отличается от	2	4
81	в ней	1	4
82	и с	2	4
83	если бы	3	4
84	можно сказать	2	4
85	а также	3	4
86	к нему	3	4
87	всего в	1	4
88	в качестве	31	4
89	и др	1	4
90	в начале	2	4
91	всяком случае	1	4
92	отношение к	2	4
93	крайней мере	1	4
94	в особенности	1	4
95	действующих лиц	1	4
96	связь с	1	4
97	в течение	1	4
98	и для	1	4
99	в отдельных	1	4
100	но это	1	4
101	была бы	2	4
102	в своей	6	4
103	из этого	1	4
104	во всяком	1	4
105	я и	6	3
106	он был	1	3
107	с его	3	3
108	своего рода	3	3
109	в в	1	3
110	и наконец	1	3
111	все эти	2	3
112	всех этих	1	3
113	на этом	2	3
114	от нее	1	3
115	в другом	4	3
116	несмотря на	2	3
117	в их	5	3
118	но он	1	3
119	и более	4	3
120	тому что	1	3
121	во время	1	3
122	же время	6	3
123	б в	1	3
124	связи с	1	3
125	что все	1	3
126	нельзя не	1	3
127	со стороны	2	3
128	на вопрос	4	3
129	и что	1	3
130	по этому	1	3
131	и его	5	3
132	уже не	4	3
133	не так	1	3
134	для него	2	3
135	так как	2	3
136	как раз	1	3
137	не является	2	3
138	что для	1	3
139	одной стороны	3	3
140	в рассказе	1	3
141	что мы	3	3
142	его как	1	3
143	в связи	1	3
144	с этой	1	3
145	тем более	2	3
146	все они	1	3
147	в виде	1	3
148	в какой	2	3
149	которой я	1	3
150	это произведение	1	3
151	эту вещь	1	2
152	речь идет	1	2
153	самом деле	2	2
154	он может	2	2
155	той же	2	2
156	в сущности	6	2
157	как я	1	2
158	того же	4	2
159	царем и	1	2
160	во всех	1	2
161	тем как	1	2
162	то он	2	2
163	но как	1	2
164	только тогда	1	2
165	если в	3	2
166	не просто	2	2
167	нет и	2	2
168	что именно	2	2
169	его к	2	2
170	в самом	6	2
171	и тот	1	2
172	имеем в	1	2
173	за рамки	1	2
174	вы видите	1	2
175	не как	1	2
176	том чтобы	7	2
177	представляет собою	2	2
178	и по	2	2
179	но все	1	2
180	и может	1	2
181	то есть	11	2
182	заключается в	1	2
183	ее в	1	2
184	а с	3	2
185	он и	1	2
186	между собою	1	2
187	жизни но	2	2
188	мы не	1	2
189	такой же	2	2
190	и тогда	2	2
191	в такой	1	2
192	не столько	2	2
193	в которых	1	2
194	взгляд на	1	2
195	точку зрения	1	2
196	которые в	2	2
197	для этого	2	2
198	этих трех	1	2
199	если и	1	2
200	в отношении	1	2
201	не менее	1	2
202	дело не	3	2
203	на котором	1	2
204	тогда когда	2	2
205	одна из	1	2
206	к этим	1	2
207	никогда не	2	2
208	слова как	1	2
209	этих двух	1	2
210	х годов	2	2
211	начиная с	1	2
212	могут быть	4	2
213	к тому	7	2
214	для того	4	2
215	утверждать что	1	2
216	на это	1	2
217	должен быть	6	2
218	как мы	2	2
219	в виду	1	2
220	говорит и	2	2
221	на основе	2	2
222	или в	1	2
223	времени и	6	2
224	нас к	1	2
225	произведения как	7	2
226	внимание на	1	2
227	одного из	2	2
228	с одной	3	2
229	на что	1	2
230	и во	1	2
231	в драме	1	2
232	и только	1	2
233	все время	1	2
234	еще не	3	2
235	и ее	1	2
236	есть в	1	2
237	то и	1	2
238	во втором	1	2
239	при помощи	2	2
240	а то	1	2
241	в новом	2	2
242	мы находим	1	2
243	вовсе не	2	2
244	при всей	2	2
245	или иной	6	2
246	до сих	1	2
247	себя и	4	2
248	что не	3	2
249	з и	1	2
250	что из	2	2
251	ни на	1	2
252	вместе с	4	2
253	в рамках	3	2
254	но не	10	2
255	для искусства	1	2
256	быть не	3	2
257	этого слова	7	2
258	сих пор	1	2
259	внимания на	1	2
260	один из	2	2
261	в результате	1	2
262	все более	1	2
263	в свою	1	2
264	как известно	3	1
265	последнего в	1	1
266	за пределы	2	1
267	одним из	3	1
268	также и	2	1
269	сам по	1	1
270	и то	2	1
271	смысле слова	1	1
272	на самом	2	1
273	е годы	1	1
274	перед лицом	6	1
275	в первом	2	1
276	смысл этого	1	1
277	по преимуществу	1	1
278	и до	2	1
279	должна быть	1	1
280	собственном смысле	1	1
281	видеть в	1	1
282	элементы в	1	1
283	отношения к	2	1
284	есть не	8	1
285	принадлежит только	1	1
286	в последние	1	1
287	при анализе	1	1
288	положения в	1	1
289	вопрос о	2	1
290	совпадает с	2	1
291	на себя	2	1
292	сложнее и	1	1
293	событий и	1	1
294	мы и	1	1
295	что можно	1	1
296	решение вопроса	1	1
297	пребывания в	1	1
298	проявляется в	1	1
299	между собой	2	1
300	которое дает	2	1
301	быть в	1	1
302	является таким	1	1
303	это драма	1	1
304	определенному руслу	1	1
305	или иначе	1	1
306	а тем	1	1
307	значении этого	7	1
308	мы будем	1	1
309	в сторону	1	1
310	тех же	1	1
311	не все	2	1
312	оно дано	1	1
313	вследствие чего	1	1
314	длины в	1	1
315	что как	3	1
316	что ее	1	1
317	однако не	3	1
318	и как	5	1
319	оказывается в	2	1
320	не являются	2	1
321	более или	1	1
322	тяготеет к	1	1
323	вещи но	1	1
324	при таком	1	1
325	всего лишь	4	1
326	в литературном	1	1
327	их количество	1	1
328	представляет собой	16	1
329	бы не	2	1
330	думать что	2	1
331	в известном	1	1
332	как он	3	1
333	ответом на	1	1
334	с объективностью	1	1
335	без свидетелей	1	1
336	в нем	3	1
337	от которого	2	1
338	и больше	1	1
339	например или	1	1
340	которая является	1	1
341	не к	2	1
342	свое время	2	1
343	которого и	1	1
344	какой бы	2	1
345	одной и	1	1
346	произведение по	1	1
347	что ни	1	1
348	мышления с	1	1
349	второй в	1	1
350	а затем	1	1
351	же касается	1	1
352	бы показаться	1	1
353	была в	1	1
354	отдельных случаях	1	1
355	самим собой	2	1
356	произведения подобно	1	1
357	в последующих	1	1
358	еще одно	1	1
359	в ином	1	1
360	этом мы	1	1
361	соответствии с	2	1
362	и того	5	1
363	хх века	1	1
364	или менее	1	1
365	себя внимание	1	1
366	как по	1	1
367	и при	1	1
368	к истории	1	1
369	этому пути	1	1
370	на фоне	2	1
371	то его	1	1
372	от себя	3	1
373	могло бы	1	1
374	одном из	1	1
375	и той	1	1
376	творчества и	2	1
377	и эти	1	1
378	том же	1	1
379	бы быть	3	1
380	по себе	4	1
381	даже в	3	1
382	что выше	1	1
383	свою силу	1	1
384	вплоть до	1	1
385	не о	2	1
386	может служить	2	1
387	на него	1	1
388	предстает в	1	1
389	в деятельности	1	1
390	того чтобы	3	1
391	смысл его	3	1
392	его от	1	1
393	последние десятилетия	1	1
394	в разных	1	1
395	в самой	1	1
396	из четырех	2	1
397	ему было	1	1
398	того в	1	1
399	по своей	6	1
400	такая же	1	1
401	друг друга	1	1
402	со своим	1	1
403	за которыми	1	1
404	обращает на	1	1
405	было не	1	1
406	мы встречаем	1	1
407	уже о	1	1
408	же самое	2	1
409	под словом	1	1
410	не случайно	3	1
411	его с	1	1
412	в любых	1	1
413	той или	6	1
414	судьба человека	1	1
415	для себя	2	1
416	в театре	1	1
417	можно и	1	1
418	и о	2	1
419	вл соловьевым	1	1
420	свою очередь	1	1
421	на нем	1	1
422	говоря уже	1	1
423	здесь не	2	1
424	в ее	1	1
425	в собственном	3	1
426	это была	1	1
427	упоминаемые в	1	1
428	в произведении	5	1
429	очень существенно	1	1
430	в пределах	2	1
431	с языком	1	1
432	в классической	1	1
433	в рамки	1	1
434	как с	1	1
435	на том	1	1
436	и сам	2	1
437	по аналогии	1	1
438	те же	1	1
439	здесь как	1	1
440	особенно в	2	1
441	том как	1	1
442	разного рода	3	1
443	является в	1	1
444	о котором	1	1
445	по мере	1	1
446	с ним	4	1
447	означает что	3	1
448	образом в	1	1
449	приближается к	1	1
450	и должно	1	1
451	воли автора	1	1
452	и т.д	1	1
453	это вполне	1	1
454	чего она	1	1
455	лирической поэзии	1	1
456	его жизни	1	1
457	влияние на	1	1
458	может не	1	1
459	времени в	1	1
460	связь между	1	1
461	на отдельные	1	1
462	произведение является	1	1
463	однако с	1	1
464	анализа состоит	1	1
465	эти два	1	1
466	ним и	2	1
467	что и	3	1
468	сомнения в	1	1
469	именно в	4	1
470	которая и	1	1
471	у одного	1	1
472	он создал	1	1
473	человека как	1	1
474	известном смысле	1	1
475	стиха требует	1	1
476	в двух	2	1
477	его в	1	1
478	для понятия	1	1
479	это во-первых	1	1
480	внутреннее единство	1	1
481	ли он	2	1
482	как нечто	1	1
483	лишь одна	1	1
484	он уже	1	1
485	который в	2	1
486	самые разнообразные	1	1
487	но то	1	1
488	вопрос об	3	1
489	для всех	1	1
490	элементов не	1	1
491	с двумя	2	1
492	ничто не	2	1
493	не можем	1	1
494	вернуться к	1	1
495	поставить на	1	1
496	чрезвычайно широко	1	1
497	действующего лица	1	1
498	от других	1	1
499	в данной	1	1
500	языка но	1	1
501	из них	2	1
502	только одно	1	1
503	слова в	1	1
504	в одном	1	1
505	существенно что	1	1
506	того или	3	1
507	во всей	1	1
508	чем говорят	1	1
509	смерти и	1	1
510	представляют собой	2	1
511	в данный	1	1
512	на примере	2	1
513	представляя собою	1	1
514	а именно	3	1
515	лица в	1	1
516	было и	1	1
517	во внешней	1	1
518	говорит о	1	1
519	не говоря	2	1
520	целым рядом	1	1
521	что случилось	2	1
522	не означает	1	1
523	означало бы	1	1
524	человек в	3	1
525	долгое время	1	1
526	о чем	1	1
527	такое отношение	2	1
528	речи и	1	1
529	как говорит	2	1
530	если не	1	1
531	виде в	1	1
532	вступает в	3	1
533	нет ничего	2	1
534	в частности	19	1
535	подхода к	3	1
536	произведение на	1	1
537	требует от	1	1
538	в данном	2	1
539	искусства но	1	1
540	в той	8	1
541	смысле этого	1	1
542	тому как	3	1
543	что же	2	1
544	в литературе	4	1
545	построением а	1	1
546	такая трактовка	1	1
547	форма в	1	1
548	в состоянии	1	1
549	которое однако	1	1
550	должно быть	2	1
551	смысл в	1	1
552	и общих	1	1
553	другой такой	1	1
554	в формах	1	1
555	личность как	1	1
556	о его	1	1
557	писал в	2	1
558	однако и	1	1
559	том виде	1	1
560	это как	2	1
561	своей собственной	1	1
562	но одновременно	1	1
563	приведенному выше	1	1
564	для нас	1	1
565	особого рода	7	1
566	и все	3	1
567	собственно говоря	4	1
568	и н	1	1
569	выше определению	1	1
570	собой лишь	1	1
571	столкновения двух	1	1
572	хотя бы	3	1
573	в пушкинском	1	1
574	а о	1	1
575	но всякий	1	1
576	не знает	1	1
577	отношением к	1	1
578	понимать как	2	1
579	или иного	3	1
580	в свое	2	1
581	читателя и	1	1
582	художественного творчества	2	1
583	жизни и	1	1
584	поэтики в	1	1
585	также не	1	1
586	этой точки	1	1
587	только не	2	1
588	и эта	1	1
589	все что	1	1
590	они не	1	1
