N	3gram	Vygotskiy__2	Formalny
1	с точки зрения	10	13
2	то же время	2	8
3	в то же	2	8
4	и т д	2	8
5	более или менее	1	6
6	на самом деле	5	6
7	до сих пор	5	6
8	в свою очередь	2	6
9	не может быть	8	5
10	с одной стороны	1	4
11	во всяком случае	2	4
12	и т п	8	4
13	было бы нелепо	1	3
14	бы то ни	2	3
15	по аналогии с	1	3
16	художественное произведение как	1	2
17	во что бы	1	2
18	художественного произведения и	1	2
19	и не может	2	2
20	в зависимости от	1	2
21	сами по себе	3	2
22	как если бы	1	2
23	точки зрения их	1	2
24	и в частности	1	2
25	что бы то	1	2
26	чтобы убедиться в	1	2
27	в том чтобы	3	2
28	дело идет о	1	2
29	то ни стало	1	2
30	начала и до	2	2
31	в связи с	1	2
32	в литературном произведении	1	2
33	только на почве	1	2
34	все более и	2	2
35	более и более	2	2
36	в ее конкретном	1	2
37	того или иного	2	2
38	связи с этим	1	2
39	не только не	1	2
40	в художественном произведении	5	2
41	при таком понимании	2	2
42	друг от друга	1	2
43	точки зрения этой	1	1
44	что и до	1	1
45	того чтобы вскрыть	1	1
46	жизнь и судьба	1	1
47	литературного произведения как	1	1
48	это то что	2	1
49	состоит в том	2	1
50	в чем же	1	1
51	в ней и	1	1
52	ничего общего с	1	1
53	и может быть	1	1
54	чтобы вскрыть и	1	1
55	и в сознании	1	1
56	своих последних работах	1	1
57	в этом смысле	1	1
58	какого бы то	1	1
59	в том и	2	1
60	а не по	1	1
61	же как и	1	1
62	и во всех	1	1
63	на минуту не	1	1
64	в том что	17	1
65	в искусстве не	1	1
66	но и в	1	1
67	в этом отношении	5	1
68	вместо того чтобы	1	1
69	и без остатка	1	1
70	согласиться с тем	1	1
71	в противном случае	1	1
72	с этой точки	1	1
73	вместе с тем	1	1
74	то что было	1	1
75	мы видим что	2	1
76	подход к произведению	1	1
77	в данном случае	4	1
78	и если в	1	1
79	основываясь на этом	1	1
80	то ни было	1	1
81	ни к какому	1	1
82	в высшей степени	1	1
83	зависимости от того	1	1
84	в отличие от	1	1
85	по сравнению с	2	1
86	как материал для	1	1
87	ни на минуту	1	1
88	все эти вопросы	1	1
89	а не как	1	1
90	с другой стороны	2	1
91	так же как	4	1
92	и в том	2	1
93	том и заключается	2	1
94	иначе как в	1	1
95	по себе не	1	1
96	этой точки зрения	2	1
97	во всех своих	1	1
98	и должен быть	1	1
99	в первой главе	1	1
100	форма и содержание	1	1
101	и эстетики и	1	1
102	до тех пор	1	1
103	может и не	1	1
104	от того что	1	1
105	и заключается что	1	1
106	всего того что	1	1
107	к нему и	1	1
108	и тем самым	1	1
109	с самого начала	1	1
110	это значит что	2	1
111	нужно сказать что	1	1
112	в своих последних	1	1
113	т п в	1	1
114	у разных авторов	1	1
115	заключается в том	10	1
116	самих по себе	1	1
117	по себе но	1	1
118	не только на	1	1
119	что оно не	1	1
120	к тому что	2	1
121	художественной формы не	1	1
122	его жизнь и	1	1
123	в отношении к	3	1
124	тем не менее	4	1
125	то же что	2	1
126	закрыв глаза на	1	1
127	на то чтобы	1	1
128	выходит за пределы	1	1
129	что и в	3	1
130	мы увидим что	1	1
131	в жизни и	2	1
132	и с ее	1	1
