N	3gram	Tiupa_Lite_1	Problema
1	тем не менее	2	10
2	в том что	11	9
3	и то что	2	7
4	в связи с	4	7
5	в данном случае	4	7
6	во всяком случае	2	6
7	и в этом	1	6
8	по крайней мере	1	5
9	с другой стороны	1	5
10	не может быть	1	5
11	как раз и	1	4
12	имеется в виду	1	4
13	бы то ни	1	4
14	в то же	5	4
15	тех или иных	1	4
16	дело в том	2	3
17	можно было бы	1	3
18	то ни было	1	3
19	о том что	2	3
20	это уже не	1	2
21	только потому что	1	2
22	в чистом виде	1	2
23	с точки зрения	2	2
24	до сих пор	1	2
25	в отличие от	5	2
26	том или ином	1	2
27	и в частности	1	2
28	не только в	4	2
29	на первый взгляд	1	2
30	но только в	1	2
31	то есть от	1	2
32	этой точки зрения	3	2
33	только то что	1	2
34	ничего общего с	1	2
35	на самом деле	1	2
36	и тем самым	2	2
37	и тем более	1	2
38	и того же	1	1
39	в виду не	2	1
40	в медном всаднике	1	1
41	иметь в виду	1	1
42	теми или иными	1	1
43	герой нашего времени	1	1
44	а не в	1	1
45	как и во	1	1
46	том что он	1	1
47	в данном стихотворении	1	1
48	и не только	1	1
49	в первой главе	1	1
50	при этом в	3	1
51	из того что	2	1
52	несмотря на свою	1	1
53	перед нами не	1	1
54	а то и	1	1
55	произведение в целом	1	1
56	с этой точки	3	1
57	может быть каким	1	1
58	войне и мире	1	1
59	и тем же	1	1
60	быть каким угодно	1	1
61	с одной стороны	2	1
62	но может быть	1	1
63	но при этом	2	1
64	в евгении онегине	1	1
65	с собой а	1	1
66	на второй план	1	1
67	так или иначе	8	1
68	одним и тем	1	1
69	в целом но	2	1
70	нельзя сказать что	1	1
71	в войне и	1	1
72	имел в виду	1	1
73	нет ничего кроме	1	1
74	уже не просто	1	1
75	в полтаве и	1	1
76	в самом деле	1	1
77	ту или иную	2	1
78	только в том	2	1
79	на то что	1	1
80	одного и того	1	1
81	и в литературе	1	1
82	то в чем	1	1
83	тем более не	1	1
84	только при условии	1	1
85	к тому же	1	1
86	не нуждается в	1	1
