N	3gram	Tiupa_Hudo_2	formyVre
1	то же время	4	9
2	и т п	2	8
3	человека и его	1	7
4	в то же	4	6
5	и в то	2	5
6	для того чтобы	3	5
7	и в других	1	4
8	в том числе	1	4
9	по отношению к	7	3
10	до сих пор	2	3
11	в этом отношении	1	3
12	с самим собою	1	3
13	человека в его	1	3
14	не могло быть	1	3
15	об амуре и	1	3
16	не может быть	3	3
17	в то время	1	3
18	образ человека в	1	3
19	амуре и психее	1	3
20	но все же	1	2
21	одних и тех	1	2
22	дело в том	1	2
23	в соответствии с	3	2
24	же как и	1	2
25	как раз и	1	2
26	с точки зрения	2	2
27	жизни в ее	1	2
28	на другой день	2	2
29	том числе и	1	2
30	с самим собой	1	2
31	и тех же	1	2
32	то время как	1	2
33	так же как	2	2
34	не только в	2	2
35	с одной стороны	3	2
36	а также и	1	2
37	внешнее и внутреннее	1	2
38	с самого начала	1	2
39	той или иной	1	2
40	в том что	11	2
41	как и в	3	2
42	к тому же	2	2
43	на том что	1	1
44	чужой жизни как	1	1
45	да и в	1	1
46	зрения на мир	1	1
47	самим собою в	1	1
48	следа в жизни	1	1
49	том что в	3	1
50	в самом деле	3	1
51	характер это не	1	1
52	в это время	1	1
53	в значительной степени	1	1
54	человек с которым	1	1
55	человеческой жизни и	1	1
56	в самом начале	1	1
57	на внешнее и	1	1
58	в данном случае	2	1
59	человека в ее	1	1
60	в один ряд	1	1
61	и все его	1	1
62	если бы эти	1	1
63	и в этом	2	1
64	своей жизни в	1	1
65	особенно в его	1	1
66	все более и	1	1
67	отношения к себе	1	1
68	в этом и	2	1
69	и в том	1	1
70	для него всегда	1	1
71	уже одно это	2	1
72	и все же	1	1
73	так громко что	1	1
74	оставляет места для	1	1
75	та или иная	1	1
76	в этом случае	1	1
77	и т.п в	1	1
78	о том что	7	1
79	к чужой жизни	3	1
80	и в самом	1	1
81	ни с чем	1	1
82	более и более	1	1
83	жизни в то	1	1
84	дело не только	2	1
85	своей личности и	1	1
86	не оставляет места	1	1
87	никакого следа в	1	1
88	в жизни и	1	1
89	в своей жизни	1	1
