N	2gram	Bakhtin_Pr_2	Hudozhes
1	в мире	3	23
2	то есть	50	18
3	и не	42	16
4	не только	16	15
5	и в	45	15
6	в том	8	15
7	может быть	18	13
8	в частности	1	13
9	при этом	2	12
10	и его	8	12
11	а в	3	12
12	но не	6	11
13	в этом	20	11
14	в себе	5	11
15	то же	5	10
16	по отношению	8	10
17	как бы	15	10
18	так и	3	10
19	а не	10	10
20	отношению к	8	10
21	но и	15	10
22	точки зрения	19	9
23	в его	22	9
24	себя в	2	8
25	в душе	1	8
26	я и	3	7
27	отличие от	1	7
28	но в	6	7
29	в отличие	1	7
30	в то	5	7
31	или иной	3	7
32	с другой	1	7
33	с его	8	6
34	отношение к	8	6
35	том что	7	6
36	не в	8	6
37	в основе	2	6
38	же время	3	6
39	в ее	3	6
40	приводит к	1	6
41	не может	24	6
42	что в	6	6
43	в их	4	5
44	более или	1	5
45	в самом	13	5
46	то что	5	5
47	не предполагает	1	5
48	ни в	2	5
49	художественного творчества	1	5
50	тем самым	2	5
51	могут быть	4	5
52	той или	3	5
53	с ее	3	5
54	можно сказать	2	5
55	того что	3	5
56	и одновременно	2	5
57	только в	9	5
58	уже не	6	5
59	и т.п	6	5
60	между ними	4	5
61	другой стороны	1	5
62	или менее	1	5
63	в нем	20	5
64	героя и	7	5
65	отношения к	2	4
66	мы имеем	2	4
67	место в	1	4
68	говорить о	1	4
69	еще не	9	4
70	а только	2	4
71	как к	2	4
72	хотя и	2	4
73	и как	2	4
74	порядка в	1	4
75	он не	9	4
76	в другом	1	4
77	самим собой	1	4
78	в слове	1	4
79	в этих	4	4
80	в своей	6	4
81	личности в	3	4
82	и т.д	3	4
83	входит в	9	4
84	в форме	2	4
85	во времени	1	4
86	для него	9	4
87	со стороны	4	4
88	прежде всего	11	4
89	а на	2	4
90	не знает	4	4
91	как это	2	4
92	например в	2	4
93	к тому	1	4
94	сказать что	5	4
95	художественного произведения	1	3
96	того же	1	3
97	авторской позиции	5	3
98	и ее	7	3
99	в целом	5	3
100	в виду	2	3
101	герой не	2	3
102	в художественном	3	3
103	и к	2	3
104	в которой	2	3
105	лишь в	2	3
106	его в	3	3
107	это не	3	3
108	этом смысле	5	3
109	к области	1	3
110	как и	14	3
111	одного и	2	3
112	несет в	1	3
113	с точки	9	3
114	но он	1	3
115	тем не	1	3
116	их в	7	3
117	автора и	2	3
118	в отношении	1	3
119	не менее	2	3
120	в русской	2	3
121	как раз	6	3
122	потому что	8	3
123	в произведении	5	3
124	в пределах	4	3
125	так в	1	3
126	к его	1	3
127	если бы	2	3
128	произведения как	1	3
129	и что	2	3
130	что он	7	3
131	к нему	11	3
132	во всей	1	3
133	и того	1	3
134	человека с	2	3
135	оказывается в	1	3
136	не слияние	1	3
137	в области	2	3
138	далеко не	4	3
139	в рассказе	3	3
140	не на	4	3
141	человеческой жизни	2	3
142	была бы	3	3
143	о чем	1	3
144	в данном	1	3
145	в той	3	3
146	в точке	5	3
147	и для	2	3
148	таким образом	11	3
149	в свою	1	3
150	в таком	3	3
151	таком случае	1	2
152	человека и	2	2
153	это и	1	2
154	идет о	2	2
155	собою в	1	2
156	в году	1	2
157	жанровой традиции	1	2
158	совпадает с	1	2
159	принадлежит к	1	2
160	я не	6	2
161	весь целиком	1	2
162	во мне	1	2
163	и на	7	2
164	причастности к	1	2
165	в чем	2	2
166	но как	2	2
167	не входит	2	2
168	свою жизнь	2	2
169	не все	1	2
170	человеческих отношений	2	2
171	за пределы	5	2
172	сама по	5	2
173	в своем	5	2
174	все эти	4	2
175	в нашем	2	2
176	бы не	3	2
177	в этой	1	2
178	с их	4	2
179	но на	2	2
180	вследствие этого	1	2
181	к герою	5	2
182	не как	6	2
183	мире на	1	2
184	этом мире	1	2
185	на этом	1	2
186	ни был	1	2
187	могла бы	1	2
188	об этом	3	2
189	времени в	1	2
190	по себе	8	2
191	в них	4	2
192	несмотря на	1	2
193	ведет к	2	2
194	с другими	7	2
195	и некоторые	2	2
196	от себя	1	2
197	и более	2	2
198	том и	1	2
199	вовсе не	7	2
200	даже в	6	2
201	связей с	1	2
202	тому что	1	2
203	одна из	3	2
204	и притом	1	2
205	не является	3	2
206	художественной литературы	1	2
207	числе и	2	2
208	для себя	3	2
209	и о	2	2
210	того чтобы	1	2
211	здесь не	2	2
212	самим собою	1	2
213	тем или	1	2
214	и сам	3	2
215	высказывания и	1	2
216	что может	1	2
217	или в	2	2
218	с самим	2	2
219	с человеком	1	2
220	о том	3	2
221	к действительности	2	2
222	русской литературе	2	2
223	однако с	1	2
224	именно в	3	2
225	а именно	3	2
226	говорит в	1	2
227	в литературе	6	2
228	одного сознания	6	2
229	жизнь личности	2	2
230	мире и	1	2
231	с одной	1	2
232	из которого	2	2
233	есть в	8	2
234	и др	4	2
235	за пределами	1	2
236	что сама	1	2
237	одно из	1	2
238	слова в	4	2
239	и прежде	2	2
240	в одном	6	2
241	для меня	2	2
242	при всей	1	2
243	у него	6	2
244	для того	1	2
245	на почве	4	2
246	а с	3	2
247	себя и	2	2
248	в художественной	2	2
249	нового времени	3	2
250	равной степени	1	2
251	позиция автора	4	2
252	превращается в	4	2
253	мир все	1	2
254	в сторону	2	2
255	о себе	3	2
256	так же	5	2
257	и особенно	2	2
258	и потому	6	2
259	как в	4	2
260	из которых	2	2
261	и по	2	2
262	для понимания	2	2
263	жизни в	2	2
264	в контексте	2	2
265	и позволяет	1	2
266	во всех	4	2
267	для такого	1	2
268	для автора	4	2
269	мира и	1	2
270	тем более	1	2
271	с ним	8	2
272	в равной	1	2
273	отношении к	1	2
274	одной из	2	2
275	в романе	3	2
276	в иной	1	2
277	том числе	2	2
278	этого в	1	1
279	неотделима от	1	1
280	в сфере	2	1
281	же как	4	1
282	и через	2	1
283	переходит к	1	1
284	разрушение этого	1	1
285	их сознания	1	1
286	бы для	1	1
287	же по	1	1
288	и есть	1	1
289	то в	1	1
290	этого мира	2	1
291	здесь и	2	1
292	от своей	1	1
293	характерное для	1	1
294	о тебе	1	1
295	отношения между	1	1
296	достоевского в	4	1
297	из его	1	1
298	можно лишь	1	1
299	др в	1	1
300	в зависимости	3	1
301	сливается с	4	1
302	той же	1	1
303	есть не	1	1
304	рядом в	1	1
305	предсказать помимо	1	1
306	случае это	1	1
307	из своих	2	1
308	не была	1	1
309	в литературном	1	1
310	в сущности	7	1
311	и со	2	1
312	никогда не	17	1
313	не знают	2	1
314	смотря на	1	1
315	зависимости от	3	1
316	в каждой	1	1
317	литературы является	1	1
318	проявляется в	2	1
319	не от	1	1
320	необходимая для	1	1
321	на них	2	1
322	между собой	1	1
323	позицию по	1	1
324	в преступлении	2	1
325	связи между	1	1
326	суда над	1	1
327	жизнь мою	1	1
328	художественного внимания	1	1
329	наличие у	1	1
330	ивана карамазова	4	1
331	с собою	1	1
332	замысла и	1	1
333	само же	1	1
334	друг от	2	1
335	что они	3	1
336	на основе	2	1
337	в произведениях	3	1
338	в истории	2	1
339	мере в	1	1
340	в центре	1	1
341	не входят	1	1
342	от друга	2	1
343	от автора	4	1
344	о жизни	1	1
345	авторская позиция	3	1
346	перед нами	4	1
347	что по	1	1
348	нему как	2	1
349	самом начале	3	1
350	и свою	2	1
351	что входит	2	1
352	от этого	1	1
353	выхода его	1	1
354	бы и	3	1
355	всего романа	2	1
356	европейского романа	3	1
357	из этих	1	1
358	тоже не	2	1
359	само оно	1	1
360	говорит не	1	1
361	имеем в	2	1
362	ее как	1	1
363	на то	2	1
364	в случае	1	1
365	на его	5	1
366	образ его	1	1
367	что она	4	1
368	в мир	1	1
369	и иные	1	1
370	в статье	1	1
371	время и	1	1
372	мире по	1	1
373	к миру	1	1
374	одному из	1	1
375	все это	5	1
376	по ту	1	1
377	мир как	2	1
378	необходимо для	1	1
379	ни были	1	1
380	на земле	1	1
381	свое время	2	1
382	чтобы в	1	1
383	и предполагает	1	1
384	подобно тому	2	1
385	его можно	1	1
386	или иных	1	1
387	автор видит	1	1
388	бы они	1	1
389	подход к	2	1
390	что все	3	1
391	его характера	1	1
392	проблема взаимоотношений	1	1
393	бы быть	2	1
394	а по	1	1
395	сознание не	1	1
396	не с	1	1
397	и внутренне	2	1
398	а как	4	1
399	художественный образ	1	1
400	это было	2	1
401	его личности	2	1
402	платона и	1	1
403	было бы	4	1
404	и героя	1	1
405	он ни	1	1
406	не совпадает	1	1
407	зрения и	1	1
408	и одна	1	1
409	лишь на	2	1
410	как объекты	1	1
411	в жизни	3	1
412	особое отношение	1	1
413	рядом с	3	1
414	на второй	1	1
415	пределы всего	1	1
416	автору и	1	1
417	его сознании	1	1
418	он и	4	1
419	определение личности	1	1
420	диалогической природы	4	1
421	же я	1	1
422	и становится	2	1
423	свою вненаходимость	1	1
424	от своего	1	1
425	или точнее	1	1
426	лежат в	1	1
427	идея или	1	1
428	в котором	7	1
429	к предмету	1	1
430	на каждом	1	1
431	в условиях	2	1
432	от его	2	1
433	об отсутствии	1	1
434	значение для	3	1
435	для данного	1	1
436	друг другу	1	1
437	можно подсмотреть	1	1
438	по крайней	2	1
439	в прошлом	1	1
440	не могли	1	1
441	в конце	4	1
442	произведения в	1	1
443	с такими	2	1
444	реплики и	1	1
445	мы встречаемся	1	1
446	между людьми	1	1
447	здесь невозможно	1	1
448	но для	1	1
449	не имеет	3	1
450	на котором	1	1
451	к этим	1	1
452	личности совершается	1	1
453	героев и	1	1
454	подлинная жизнь	3	1
455	но только	2	1
456	действующие лица	1	1
457	себе самом	3	1
458	каждый из	1	1
459	нельзя не	1	1
460	того и	1	1
461	казалось бы	1	1
462	только и	1	1
463	в самой	3	1
464	точке этого	2	1
465	самом произведении	1	1
466	своей природе	1	1
467	ему и	1	1
468	и теперь	1	1
469	связи с	1	1
470	сюжет в	1	1
471	из того	1	1
472	не по	3	1
473	входят в	1	1
474	как будто	1	1
475	здесь остается	1	1
476	и оценки	1	1
477	внутренне не	1	1
478	него но	1	1
