N	2gram	Propp_Isto_4	VeschiIm
1	не есть	2	49
2	т е	18	42
3	не может	6	33
4	не только	15	31
5	может быть	14	29
6	и не	9	28
7	и в	26	26
8	вещи и	1	24
9	то что	16	24
10	и есть	2	23
11	и т	27	21
12	т д	24	20
13	а не	6	20
14	не просто	4	18
15	есть только	3	17
16	что я	2	16
17	и следовательно	1	15
18	что она	3	14
19	только в	3	14
20	по себе	2	13
21	и что	5	13
22	того что	2	13
23	и то	6	12
24	есть не	1	12
25	все же	9	12
26	что это	2	12
27	было бы	2	12
28	но и	12	12
29	сказать что	2	12
30	а и	1	11
31	таким образом	10	11
32	что же	1	11
33	то же	8	10
34	есть нечто	1	10
35	в ней	1	10
36	как бы	3	10
37	потому что	6	10
38	уже не	5	10
39	что мы	3	10
40	предполагает что	1	9
41	и с	5	9
42	в том	3	9
43	что не	1	9
44	прежде всего	1	9
45	есть явление	1	9
46	что иное	3	8
47	с ее	1	8
48	иное как	3	8
49	в себе	2	8
50	на то	3	8
51	и это	1	8
52	ничего не	5	8
53	но это	3	8
54	не что	3	8
55	в этом	7	7
56	его в	9	7
57	том что	3	7
58	в то	1	7
59	со своим	1	7
60	указывает на	4	7
61	как с	1	7
62	в свете	3	7
63	себя в	2	7
64	и их	2	7
65	так как	9	7
66	как раз	1	7
67	и пр	11	7
68	е в	3	7
69	есть и	2	7
70	со стороны	1	6
71	что они	6	6
72	и как	5	6
73	но в	5	6
74	есть ли	1	6
75	одно и	1	6
76	точки зрения	1	6
77	но если	1	6
78	с ним	1	6
79	она не	3	6
80	ясно что	1	6
81	и только	5	6
82	так что	2	6
83	если мы	1	6
84	относится к	3	6
85	когда мы	1	6
86	быть только	1	6
87	в результате	1	6
88	жизни и	1	6
89	что в	14	6
90	это и	5	5
91	и тут	1	5
92	на себя	4	5
93	в чем	1	5
94	но не	5	5
95	как к	1	5
96	должна быть	2	5
97	же это	2	5
98	вообще не	1	5
99	содержит в	2	5
100	это не	5	5
101	с тем	2	5
102	не в	5	5
103	тем не	2	5
104	не менее	2	5
105	одна из	2	5
106	у нас	2	5
107	должны быть	1	5
108	если бы	2	5
109	для этого	1	5
110	другими словами	2	5
111	еще не	6	5
112	или не	1	5
113	с этой	2	5
114	а в	8	5
115	мы не	1	4
116	так чтобы	1	4
117	то это	5	4
118	во всех	1	4
119	независимо от	1	4
120	его на	4	4
121	с этим	2	4
122	в своем	2	4
123	однако не	1	4
124	и мы	1	4
125	как и	7	4
126	и более	3	4
127	что есть	2	4
128	смысле и	1	4
129	о том	4	4
130	с другой	4	4
131	что и	9	4
132	быть и	1	4
133	этот вопрос	2	4
134	то и	1	4
135	из них	2	4
136	тем что	5	4
137	и даже	4	4
138	как же	1	4
139	в данном	3	4
140	в отдельности	2	4
141	с полной	1	4
142	и все	2	4
143	от того	2	4
144	явление и	1	4
145	о смысле	1	4
146	между ними	3	4
147	и всем	1	3
148	к другому	1	3
149	если я	1	3
150	мы имеем	7	3
151	вопрос о	4	3
152	только это	2	3
153	но даже	1	3
154	момент в	1	3
155	орудие не	1	3
156	ее как	1	3
157	в нем	2	3
158	перестает быть	1	3
159	подобно тому	1	3
160	на этом	2	3
161	по смыслу	1	3
162	и тогда	1	3
163	в своей	4	3
164	все это	2	3
165	их в	7	3
166	между прочим	2	3
167	и другое	1	3
168	тогда когда	1	3
169	ее с	1	3
170	в основе	1	3
171	к ней	1	3
172	ему не	1	3
173	к себе	3	3
174	к тому	1	3
175	на это	2	3
176	можно и	1	3
177	так и	10	3
178	можно сказать	1	3
179	один из	1	3
180	мы видим	6	3
181	тот же	1	3
182	что он	10	3
183	но как	1	3
184	но то	1	3
185	только на	1	3
186	в одном	5	3
187	отношение к	2	3
188	даже и	2	3
189	никогда не	2	3
190	эти две	1	3
191	а с	1	3
192	вместе с	6	3
193	что именно	1	3
194	тому как	1	3
195	к пониманию	1	3
196	она может	1	3
197	она уже	1	3
198	бы в	1	3
199	и ни	1	3
200	тем более	1	3
201	хотя бы	2	3
202	как это	3	2
203	переход от	1	2
204	из его	1	2
205	мы уже	5	2
206	той же	1	2
207	к чему	1	2
208	как мы	5	2
209	но она	1	2
210	себе что	1	2
211	мы будем	1	2
212	а только	1	2
213	не все	1	2
214	тогда как	4	2
215	себе и	1	2
216	тут же	2	2
217	наряду с	3	2
218	как в	7	2
219	же название	1	2
220	когда он	6	2
221	что на	2	2
222	образом и	1	2
223	приводит к	1	2
224	и если	3	2
225	он не	7	2
226	прочим и	1	2
227	в силу	5	2
228	и вот	2	2
229	или другое	1	2
230	но все	5	2
231	в одну	2	2
232	а затем	3	2
233	и может	1	2
234	об этом	7	2
235	на все	1	2
236	на этой	1	2
237	себя не	1	2
238	и тем	2	2
239	ни в	2	2
240	но уже	1	2
241	и уже	1	2
242	не мог	3	2
243	она сама	1	2
244	знает и	2	2
245	жизнь и	1	2
246	и эти	1	2
247	тому что	1	2
248	бы на	1	2
249	на него	3	2
250	это совершенно	1	2
251	и относится	1	2
252	и его	10	2
253	это уже	2	2
254	никуда не	2	2
255	однако это	1	2
256	не потому	1	2
257	у меня	1	2
258	ли вы	1	2
259	данном случае	3	2
260	шла речь	1	2
261	это для	3	2
262	с собой	5	2
263	мог бы	1	2
264	том как	2	2
265	является в	1	2
266	в виду	1	2
267	на вопрос	3	2
268	основе своей	1	2
269	и во	2	2
270	еще более	1	2
271	что только	1	2
272	и наличие	1	2
273	или его	1	2
274	в качестве	7	2
275	как нечто	3	2
276	и они	2	2
277	мы получим	1	2
278	не из	1	2
279	его и	2	2
280	же они	1	2
281	мы можем	6	2
282	не случайно	2	2
283	не говорит	2	2
284	о которых	1	2
285	в особенности	2	2
286	на ее	1	2
287	или иначе	1	2
288	не годится	4	2
289	в параллель	1	2
290	превращается в	7	2
291	ничем не	1	2
292	именно так	1	2
293	о чем	3	2
294	в частности	2	2
295	а потом	1	2
296	в более	1	2
297	ни к	1	2
298	к ее	1	2
299	это все	1	2
300	является и	3	2
301	это так	1	2
302	а я	1	2
303	в своих	1	2
304	так же	18	2
305	так но	1	1
306	эта новая	1	1
307	говорили о	1	1
308	но нечто	1	1
309	же как	13	1
310	связана с	2	1
311	с кем	1	1
312	своей основной	1	1
313	что дает	1	1
314	на ступени	1	1
315	было то	1	1
316	между двумя	12	1
317	чего не	1	1
318	не хочет	2	1
319	что эти	1	1
320	не имеют	1	1
321	выражается в	1	1
322	все те	1	1
323	тогда я	1	1
324	требует этого	1	1
325	в зависимости	1	1
326	явление он	1	1
327	бы уже	1	1
328	что если	1	1
329	и бессмысленное	1	1
330	вообще хотя	1	1
331	именно к	1	1
332	он как	1	1
333	наличие в	1	1
334	время как	1	1
335	и заставляет	1	1
336	уже в	2	1
337	предстает как	1	1
338	теперь на	1	1
339	и самого	1	1
340	и на	2	1
341	между собой	1	1
342	суждение о	1	1
343	думая что	1	1
344	ними в	1	1
345	то мы	2	1
346	могло быть	1	1
347	и и	3	1
348	есть более	1	1
349	только тогда	3	1
350	если в	1	1
351	а вместо	1	1
352	совершенно ясно	2	1
353	в наиболее	1	1
354	из таких	2	1
355	которые не	1	1
356	в истории	2	1
357	мы наметили	1	1
358	эта связь	5	1
359	что как	1	1
360	этой стороны	2	1
361	перед нами	3	1
362	хотя и	2	1
363	и к	1	1
364	ясно и	1	1
365	еще на	1	1
366	итак чтобы	1	1
367	все эти	3	1
368	отчасти и	1	1
369	в этой	2	1
370	еще один	2	1
371	имеет никакого	1	1
372	зависимости от	1	1
373	как он	6	1
374	но на	1	1
375	не могла	1	1
376	доказывать что	1	1
377	и стало	1	1
378	главным образом	2	1
379	при этом	3	1
380	силой и	1	1
381	действительно есть	1	1
382	он должен	3	1
383	не к	2	1
384	не как	1	1
385	том чтобы	1	1
386	поле и	2	1
387	их из	1	1
388	из него	1	1
389	его от	2	1
390	и по	5	1
