N	2gram	Losev_Prob_5	EvropaiC
1	таким образом	13	32
2	в том	12	31
3	и в	30	24
4	том что	17	20
5	все эти	2	19
6	не может	5	18
7	то что	18	17
8	может быть	7	15
9	все же	9	15
10	точки зрения	10	13
11	самом деле	2	12
12	в своем	11	12
13	до сих	2	12
14	в этом	17	12
15	сих пор	2	12
16	с этим	1	11
17	между тем	2	11
18	все это	1	11
19	по отношению	2	10
20	так и	7	10
21	из себя	1	10
22	как бы	6	10
23	отношению к	2	10
24	все что	2	10
25	того же	4	9
26	на то	2	9
27	при этом	4	9
28	как и	7	9
29	в результате	7	9
30	что в	5	9
31	в самом	5	8
32	чем у	1	8
33	с точки	8	8
34	не в	7	8
35	ясно что	4	8
36	так же	5	8
37	и все	9	8
38	на самом	1	7
39	из этих	1	7
40	в силу	5	7
41	не менее	5	7
42	по существу	2	7
43	того чтобы	2	7
44	по своей	2	7
45	к тому	2	7
46	о том	12	7
47	и что	6	7
48	что он	7	7
49	для того	3	7
50	но и	13	7
51	и не	12	7
52	о котором	3	7
53	из этого	4	7
54	еще не	3	6
55	и на	6	6
56	что касается	3	6
57	в этой	10	6
58	несмотря на	6	6
59	и при	1	6
60	с ним	3	6
61	что и	6	6
62	того что	3	6
63	только в	9	6
64	так что	11	6
65	так как	6	6
66	мы можем	5	6
67	с другой	6	6
68	вместе с	7	6
69	в европе	2	6
70	у них	1	6
71	из всех	2	5
72	и к	4	5
73	но в	9	5
74	в которой	5	5
75	что это	1	5
76	в себе	4	5
77	тому же	1	5
78	не только	18	5
79	и если	1	5
80	но все	4	5
81	не будет	2	5
82	и с	5	5
83	его в	6	5
84	между собою	1	5
85	и без	2	5
86	в то	4	5
87	как будто	3	5
88	в его	12	5
89	потому что	13	5
90	и их	5	5
91	у него	11	5
92	именно в	3	5
93	далеко не	4	5
94	ничем не	1	5
95	другой стороны	6	5
96	и для	6	5
97	и от	1	5
98	к этому	2	5
99	в такой	1	4
100	и то	5	4
101	то же	2	4
102	мы уже	1	4
103	что его	3	4
104	отношение к	2	4
105	хотя и	8	4
106	он не	3	4
107	всех этих	1	4
108	мало того	1	4
109	факт что	2	4
110	из них	2	4
111	в их	1	4
112	оказывается что	4	4
113	тем не	5	4
114	из которых	1	4
115	что эта	1	4
116	связи с	7	4
117	и сейчас	2	4
118	в дальнейшем	7	4
119	никогда не	7	4
120	все прочие	1	4
121	в народе	1	4
122	и у	5	4
123	если мы	1	4
124	в виде	10	4
125	не так	4	4
126	в конце	8	4
127	в области	2	4
128	а с	4	4
129	конце концов	6	4
130	тот факт	1	4
131	не могут	2	4
132	мы должны	1	4
133	хотя бы	2	4
134	состоит из	1	4
