N	3gram	Bakhtin_Fr_3	formyVre
1	то же время	6	9
2	как мы уже	5	8
3	в то же	6	6
4	в связи с	4	5
5	для того чтобы	3	5
6	вполне понятно что	1	4
7	и в других	2	4
8	как раз в	2	4
9	в том числе	3	4
10	мы уже указывали	1	4
11	по отношению к	2	3
12	до сих пор	4	3
13	в этом отношении	2	3
14	может быть только	1	3
15	до нас в	1	3
16	прежде всего необходимо	3	3
17	мы уже говорили	3	3
18	не может быть	2	3
19	между этими двумя	1	3
20	и в сущности	1	2
21	но все же	1	2
22	дело в том	1	2
23	как мы видим	1	2
24	мы уже сказали	1	2
25	и в особенности	1	2
26	также и в	1	2
27	и до конца	5	2
28	как раз и	1	2
29	с точки зрения	1	2
30	в мировой литературе	3	2
31	в отличие от	3	2
32	в строгом смысле	1	2
33	но и в	2	2
34	том числе и	2	2
35	и др в	1	2
36	и в частности	1	2
37	в xvii веке	1	2
38	может быть и	1	2
39	по сравнению с	2	2
40	романа в основе	1	2
41	и во всей	2	2
42	в их целом	1	2
43	в точном смысле	1	2
44	в его целом	1	2
45	все то что	2	2
46	а также и	3	2
47	жизни то есть	1	2
48	связи с этим	1	2
49	в ее целом	1	2
50	с самого начала	1	2
51	но все эти	1	2
52	и прежде всего	3	2
53	той или иной	2	2
54	в том что	1	2
55	как и в	2	2
56	в другом месте	1	1
57	на площади он	1	1
58	на том что	1	1
59	до наших дней	2	1
60	в той или	2	1
61	играют громадную роль	1	1
62	в дальнейшем в	1	1
63	том что в	1	1
64	прежде всего на	1	1
65	прежде всего в	1	1
66	имеем в виду	1	1
67	и до сих	1	1
68	связан и с	1	1
69	здесь прежде всего	1	1
70	в средние века	1	1
71	в том же	2	1
72	этот образ и	2	1
73	с ним у	1	1
74	потому что не	1	1
75	же время он	1	1
76	существенное отношение к	2	1
77	они не могут	1	1
78	на первый план	1	1
79	в сущности все	1	1
80	в той же	4	1
81	как мы увидим	1	1
82	на виду у	1	1
83	как раз наиболее	1	1
84	что в нем	1	1
85	здесь только на	1	1
86	в последующие периоды	1	1
87	или иной степени	1	1
88	и это очень	1	1
89	большую роль в	1	1
90	в значительной мере	1	1
91	мы еще вернемся	4	1
92	вместе с ними	1	1
93	включает в себя	1	1
94	в частности у	1	1
95	важное значение имеет	1	1
96	остановимся прежде всего	1	1
97	тесно переплетаются между	1	1
98	в значительной степени	2	1
99	в особенности в	1	1
100	в данном случае	2	1
101	но в то	4	1
102	таким образом и	1	1
103	мы остановимся здесь	1	1
104	смысле этого слова	1	1
105	моменты в романе	1	1
106	и в этом	1	1
107	же время оно	1	1
108	характер носит и	1	1
109	во всяком случае	1	1
110	здесь как мы	1	1
111	вовсе не являются	1	1
112	в новое время	1	1
113	и еще не	1	1
114	в основе этого	2	1
115	и в ранних	1	1
116	этого мира в	1	1
117	во всех этих	1	1
118	с одной из	1	1
119	сих пор не	1	1
120	нельзя забывать что	1	1
121	резко отличный от	1	1
122	узком смысле слова	1	1
123	то есть все	1	1
124	в свою очередь	1	1
125	прямое отношение к	1	1
126	в этом случае	1	1
127	о том что	2	1
128	связи с рабле	1	1
129	и в самом	1	1
130	в этих условиях	1	1
131	средние века и	1	1
132	или во всяком	1	1
133	мы имеем в	1	1
134	еще вернемся в	2	1
135	еще и в	1	1
136	неразрывно связаны с	1	1
137	и на весь	1	1
138	в последнем счете	1	1
139	в них не	1	1
140	в высшей степени	1	1
141	так и по	1	1
142	есть все то	1	1
