N	2gram	Bakhtin_Pr_5	RusskieA
1	и в	35	29
2	том что	3	22
3	в том	5	22
4	что в	6	22
5	как бы	31	18
6	в других	1	15
7	и другие	1	14
8	так как	4	13
9	может быть	14	13
10	во время	5	12
11	в этом	14	11
12	как и	18	11
13	одна из	1	11
14	в этот	2	10
15	не только	10	10
16	и с	12	10
17	все это	14	10
18	во многих	1	9
19	о том	2	9
20	в некоторых	1	9
21	а в	7	9
22	его в	4	8
23	или на	1	8
24	но и	14	8
25	как в	5	7
26	данном случае	1	7
27	мы видели	2	7
28	или в	2	7
29	мы не	1	6
30	еще не	7	6
31	и на	6	6
32	при этом	2	6
33	таким образом	7	6
34	того чтобы	1	6
35	в деревне	1	6
36	на нее	2	6
37	для того	1	6
38	с тем	3	6
39	вместе с	2	6
40	на ивана	1	6
41	в данном	1	6
42	этом случае	1	6
43	же в	1	6
44	должна была	2	5
45	но не	6	5
46	но в	19	5
47	это не	3	5
48	не может	18	5
49	к вам	1	5
50	потому что	8	5
51	для этого	2	5
52	и что	6	5
53	будто бы	2	5
54	то что	10	5
55	с ней	1	5
56	к этому	1	5
57	то же	15	4
58	вопрос о	2	4
59	на них	7	4
60	видели что	1	4
61	не все	1	4
62	что по	1	4
63	уже не	3	4
64	в другие	1	4
65	их в	2	4
66	том же	1	4
67	а затем	2	4
68	в них	4	4
69	далеко не	1	4
70	в которых	2	4
71	не в	10	4
72	к нему	13	4
73	так что	5	4
74	то и	1	4
75	в виде	7	4
76	из них	3	4
77	а не	4	4
78	о чем	1	4
79	так же	7	4
80	и все	15	4
81	и через	1	3
82	в ее	3	3
83	что это	4	3
84	все эти	3	3
85	в этой	1	3
86	главным образом	1	3
87	чтобы на	1	3
88	подобно тому	2	3
89	и по	2	3
90	на этом	2	3
91	и других	1	3
92	с другими	2	3
93	в эту	4	3
94	в этих	2	3
95	в котором	3	3
96	в отличие	2	3
97	но он	4	3
98	она не	1	3
99	в таких	1	3
100	и после	1	3
101	и другой	1	3
102	как мы	8	3
103	нас к	1	3
104	должно было	1	3
105	во всех	3	3
106	а именно	1	3
107	того что	3	3
108	что здесь	1	3
109	как например	1	3
110	между тем	4	3
111	в качестве	1	3
112	или даже	1	3
113	за ним	2	3
114	руки и	1	3
115	друг друга	2	3
116	отличие от	2	3
117	тем что	4	3
118	а наоборот	1	3
119	до конца	4	3
120	или с	1	3
121	тому как	2	3
122	и от	3	3
123	было бы	3	3
124	одним из	1	2
125	мы здесь	1	2
126	и то	5	2
127	на самом	9	2
128	в стороне	1	2
129	это и	3	2
130	так чтобы	4	2
131	но она	1	2
132	не совсем	1	2
133	это означало	1	2
134	с одной	1	2
135	ее к	1	2
136	а он	3	2
137	с этим	3	2
138	ней в	1	2
139	все же	8	2
140	и как	2	2
141	них как	1	2
142	та же	4	2
143	в которой	2	2
144	чтобы они	1	2
145	характер в	1	2
146	из мертвых	1	2
147	здесь мы	1	2
148	об этом	1	2
149	из нее	1	2
150	должно быть	3	2
151	так в	2	2
152	в своей	4	2
153	в их	1	2
154	тем не	1	2
155	была не	1	2
156	не менее	2	2
157	как можно	2	2
158	что с	2	2
159	в то	11	2
160	о них	2	2
161	никогда не	4	2
162	того в	1	2
163	к ней	2	2
164	во всем	4	2
165	связи с	1	2
166	кроме того	1	2
167	что на	2	2
168	когда мы	1	2
169	говорит о	2	2
170	в виду	3	2
171	то время	1	2
172	можно было	2	2
173	мы приведем	1	2
174	еще в	4	2
175	жизнь и	2	2
176	образом в	1	2
177	с другим	13	2
178	в глаза	5	2
179	после того	1	2
180	с другой	4	2
181	все в	1	2
182	в приведенных	1	2
183	связь между	1	2
184	вся эта	1	2
185	что и	3	2
186	в форме	3	2
187	в г	1	2
188	в него	3	2
189	в самый	2	2
190	он есть	2	2
191	один из	1	2
192	сразу же	1	2
193	совсем не	3	2
194	и дело	1	2
195	этот вопрос	1	2
196	и ее	1	2
197	иной характер	2	2
198	где они	1	2
199	есть в	1	2
200	живого человека	1	2
201	или просто	1	2
202	каждый из	2	2
203	ее на	1	2
204	здесь в	2	2
205	человека а	1	2
206	а с	3	2
207	прежде всего	12	2
208	и пр	1	2
209	там где	7	2
210	из которых	1	2
211	как средство	1	2
212	с этой	2	2
213	человека который	1	2
214	пока еще	2	2
215	под названием	1	2
216	и для	8	2
217	следующий за	2	2
218	за этим	1	2
219	и при	1	2
220	из этого	2	2
221	в своих	1	2
222	это в	2	2
223	а между	3	1
224	ту же	1	1
225	принимает форму	3	1
226	отношение к	6	1
227	показать что	2	1
228	в приведенном	1	1
229	здесь и	1	1
230	и приведенных	1	1
231	женщины и	1	1
232	и до	1	1
233	в нашу	1	1
234	что эти	1	1
235	очень много	1	1
236	с таким	2	1
237	сливается с	4	1
238	мы уже	8	1
239	например в	2	1
240	она в	2	1
241	уверен что	2	1
242	совпадает с	2	1
243	говорить о	3	1
244	их с	1	1
245	один пример	1	1
246	то это	1	1
247	сторону этой	1	1
248	в ней	2	1
249	что каждый	1	1
250	и иначе	1	1
251	на нем	1	1
252	проявляет себя	1	1
253	что его	2	1
254	себе несколько	1	1
255	их так	1	1
256	еще далеко	1	1
257	одно мгновение	1	1
258	же на	1	1
259	ее до	1	1
260	не входит	1	1
261	к слову	2	1
262	ответ на	1	1
263	нет и	4	1
264	что они	6	1
265	так бы	1	1
266	отнюдь не	1	1
267	несколько раз	2	1
268	независимо от	1	1
269	некоторое время	1	1
270	в своем	2	1
271	в различные	1	1
272	в одних	1	1
273	перед нами	1	1
274	хотя и	2	1
275	когда он	3	1
276	и наконец	7	1
277	всего как	1	1
278	увидим что	2	1
279	в санях	1	1
280	в самом	6	1
281	вопрос почему	1	1
282	уже в	3	1
283	он в	4	1
284	или во	1	1
285	что так	1	1
286	тому же	3	1
287	ее как	3	1
288	как он	2	1
289	но на	4	1
290	не могла	1	1
291	же но	2	1
292	и если	1	1
293	вообще не	2	1
294	не следует	1	1
295	в нем	16	1
296	в статье	1	1
297	плачут и	1	1
298	так сказать	2	1
299	образом на	1	1
300	всех этих	2	1
301	он должен	1	1
302	на третий	1	1
303	только в	6	1
304	в нее	1	1
305	именно это	1	1
306	но все	4	1
307	это конечно	1	1
308	по его	1	1
309	что все	2	1
310	почти каждый	1	1
311	значение в	1	1
312	круг в	1	1
313	в другом	12	1
314	на все	1	1
315	а как	2	1
316	знает что	3	1
317	входит в	1	1
318	того или	1	1
319	любом месте	1	1
320	известно что	1	1
321	по всему	1	1
322	только одно	1	1
323	нет в	3	1
324	не ушла	1	1
325	для чего	1	1
326	домой и	1	1
327	такой же	3	1
328	остается в	1	1
329	их на	1	1
330	можно найти	1	1
331	или точнее	1	1
332	таким же	1	1
333	как все	2	1
334	в такой	4	1
335	не удастся	2	1
336	его мнению	1	1
337	еще с	1	1
338	как символ	3	1
339	своего рода	2	1
340	человеком и	1	1
341	но эта	2	1
342	только для	1	1
343	но они	1	1
344	однако в	2	1
345	что этот	1	1
346	на всю	2	1
347	и очень	1	1
348	стоит в	1	1
349	i в	1	1
350	считает что	1	1
351	дело в	1	1
352	на него	5	1
353	в основе	1	1
354	это еще	1	1
355	когда уже	1	1
356	к тебе	1	1
357	есть уже	1	1
358	ничего не	3	1
359	именно с	1	1
360	по своей	2	1
361	такая же	2	1
362	и его	14	1
363	же он	1	1
364	так например	1	1
365	которое не	1	1
366	как будто	4	1
367	этом отношении	1	1
368	не является	1	1
369	и выводы	1	1
370	верны но	1	1
371	от их	1	1
372	и веселья	1	1
373	него на	2	1
374	на того	1	1
375	чтобы сделать	1	1
376	все не	1	1
377	и другим	1	1
378	для его	2	1
379	кто же	2	1
380	оно не	1	1
381	здесь еще	2	1
382	в применении	1	1
383	и это	5	1
384	и которая	1	1
385	стояли у	1	1
386	себе в	1	1
387	совпадают с	1	1
388	свою очередь	1	1
389	всем этим	2	1
390	здесь не	1	1
391	говорит и	1	1
392	не могу	3	1
393	без всякого	2	1
394	затем его	1	1
395	в особенности	1	1
396	через три	1	1
397	в пределах	11	1
398	приводит к	2	1
