N	2gram	Trubetskoy_1	FransuaR
1	и в	23	41
2	то есть	2	20
3	таким образом	31	19
4	в этом	12	15
5	как и	9	14
6	и все	7	14
7	то же	4	13
8	все эти	19	13
9	в этой	6	13
10	мы уже	4	12
11	в его	5	12
12	в себе	5	11
13	как мы	2	11
14	в том	30	11
15	прежде всего	3	11
16	так и	10	10
17	в то	6	10
18	никто не	2	10
19	все это	11	10
20	в своем	10	9
21	не в	8	9
22	же время	2	9
23	и его	1	9
24	в качестве	1	9
25	но и	9	9
26	что в	8	9
27	но в	4	8
28	в конце	4	8
29	то что	18	8
30	и от	5	8
31	по существу	6	8
32	в нем	3	7
33	вовсе не	2	7
34	в них	2	7
35	как бы	10	7
36	и не	8	7
37	и до	3	6
38	о том	7	6
39	мы видим	1	6
40	только в	6	6
41	это не	3	6
42	есть в	2	6
43	для него	2	6
44	у него	5	6
45	все они	5	6
46	как в	1	5
47	и к	5	5
48	не только	7	5
49	на этом	2	5
50	мы видели	2	5
51	точки зрения	13	5
52	того как	1	5
53	потому что	9	5
54	всего в	1	5
55	и это	3	5
56	в ней	3	5
57	к нему	2	5
58	на одном	2	5
59	и у	4	5
60	уже в	1	5
61	что и	7	5
62	вместе с	6	5
63	так же	8	5
64	и для	6	5
65	а в	3	5
66	к этому	5	5
67	на место	1	4
68	в сущности	2	4
69	и на	6	4
70	хотя и	4	4
71	целый ряд	4	4
72	и наконец	3	4
73	та же	3	4
74	что это	5	4
75	он не	3	4
76	при виде	2	4
77	на земле	3	4
78	но все	5	4
79	и с	5	4
80	на этой	2	4
81	должно быть	4	4
82	том что	19	4
83	одна из	2	4
84	ничего не	1	4
85	рядом с	1	4
86	в виду	2	4
87	в одну	4	4
88	из одного	2	4
89	сверху вниз	1	4
90	уже говорили	1	4
91	может быть	16	4
92	в более	1	4
93	было бы	3	4
94	мира в	1	4
95	к жизни	1	4
96	конце концов	4	4
97	все что	9	4
98	том числе	1	4
99	например в	1	3
100	он может	1	3
101	из самых	1	3
102	с точки	8	3
103	той же	1	3
104	я не	2	3
105	с ее	2	3
106	во всех	10	3
107	совсем не	1	3
108	кроме того	1	3
109	его к	1	3
110	от этого	1	3
111	и те	2	3
112	при этом	9	3
113	но именно	1	3
114	и по	3	3
115	в мире	6	3
116	его в	5	3
117	несмотря на	6	3
118	в своей	1	3
119	таким же	3	3
120	и благодаря	1	3
121	в их	4	3
122	оказывается что	5	3
123	тем самым	3	3
124	сам он	1	3
125	в отношении	1	3
126	не имеет	1	3
127	тем что	1	3
128	как о	1	3
129	все то	2	3
130	свою очередь	2	3
131	можно было	1	3
132	за то	1	3
133	что у	2	3
134	иногда в	1	3
135	все его	2	3
136	это была	1	3
137	что он	7	3
138	поэтому и	1	3
139	по этому	2	3
140	из них	5	3
141	и их	5	3
142	так как	7	3
143	не было	2	3
144	ничем не	4	3
145	для этой	1	3
146	в руках	1	3
147	не может	17	3
148	и потому	3	3
149	но этот	1	3
150	такой же	2	3
151	не подлежит	3	3
152	с ними	2	3
153	в свою	2	3
154	не знает	2	3
155	того же	9	3
156	жизни и	2	3
157	и другие	1	3
158	и эта	1	3
159	как нечто	1	2
160	ту же	2	2
161	также и	2	2
162	и то	4	2
163	на самом	7	2
164	и так	2	2
165	оно было	1	2
166	все те	1	2
167	из всех	5	2
168	есть не	1	2
169	мы не	1	2
170	развития человечества	2	2
171	что между	1	2
172	в которой	5	2
173	но по	3	2
174	по адресу	1	2
175	не совсем	1	2
176	же что	2	2
177	и самого	1	2
178	еще не	5	2
179	в которых	2	2
180	время в	1	2
181	с его	1	2
182	а следовательно	1	2
183	а только	1	2
184	по отношению	9	2
185	отношение к	4	2
186	в течение	4	2
187	перед нами	1	2
188	более или	7	2
189	рассказ о	1	2
190	и еще	1	2
191	и вот	1	2
192	одно и	1	2
193	что все	5	2
194	и может	3	2
195	это было	1	2
196	с этим	11	2
197	далеко не	5	2
198	которой он	1	2
199	числе и	1	2
200	такою же	1	2
201	в этих	3	2
202	весьма часто	2	2
203	или менее	7	2
204	образом и	2	2
205	этой новой	1	2
206	их в	2	2
207	том и	2	2
208	на всю	1	2
209	теперь я	1	2
210	каждого нового	1	2
211	дело в	1	2
212	и сама	1	2
213	в процессе	2	2
214	вперед в	1	2
215	особый характер	1	2
216	следовательно и	1	2
217	в области	4	2
218	не знаем	1	2
219	к тому	8	2
220	они и	1	2
221	не есть	2	2
222	должен быть	1	2
223	правда не	1	2
224	в себя	2	2
225	с самого	1	2
226	роль в	1	2
227	на том	2	2
228	о тех	1	2
229	никогда не	4	2
230	жизнь и	3	2
231	в разных	3	2
232	находится в	1	2
233	и т.д	4	2
234	другими словами	2	2
235	в значительной	1	2
236	вся эта	1	2
237	бы в	3	2
238	во всей	1	2
239	еще более	1	2
240	прыжки и	1	2
241	того что	6	2
242	на которой	1	2
243	тот же	3	2
244	и ее	2	2
245	для всех	1	2
246	уже не	1	2
247	только на	1	2
248	свидетельствует о	1	2
249	и других	2	2
250	и со	1	2
251	отношению к	9	2
252	одном уровне	1	2
253	связаны с	1	2
254	именно в	5	2
255	те кто	1	2
256	а на	1	2
257	до конца	1	2
258	а не	1	2
259	в связи	3	2
260	горизонтальную плоскость	1	2
261	из которых	4	2
262	направление в	1	2
263	в человеке	1	2
264	не осталось	1	2
265	по своему	5	2
266	в данном	3	2
267	в состоянии	4	2
268	они так	1	2
269	в результате	9	2
270	о котором	7	2
271	у них	6	2
272	и как	1	2
273	с ним	6	2
274	ни было	2	2
275	почти ничего	2	2
276	благодаря этому	1	2
277	нас не	1	2
278	во всяком	2	2
279	и наиболее	1	1
280	от этой	1	1
281	одним из	4	1
282	к их	1	1
283	он считает	2	1
284	в такой	4	1
285	самом деле	12	1
286	тех же	2	1
287	это и	1	1
288	всех названных	1	1
289	между всеми	1	1
290	между двумя	5	1
291	в первом	1	1
292	смысл этого	1	1
293	ведь и	1	1
294	должна быть	5	1
295	во-первых потому	1	1
296	по его	2	1
297	а как	1	1
298	материал ее	1	1
299	на эти	1	1
300	почти все	2	1
301	себя свою	1	1
302	так чтобы	2	1
303	время как	1	1
304	предшествующих поколений	2	1
305	а во-вторых	1	1
306	бы ни	1	1
307	но даже	3	1
308	и государство	1	1
309	меньше чем	2	1
310	он сам	1	1
311	иное как	1	1
312	себя а	1	1
313	быть в	1	1
314	эти вещи	1	1
315	жизни с	1	1
316	только после	1	1
317	не без	2	1
318	наиболее совершенным	1	1
319	но не	2	1
320	к которой	3	1
321	этих ценностей	1	1
322	него все	1	1
323	тогда как	6	1
324	некоторые черты	1	1
325	себе и	1	1
326	трудно видеть	1	1
327	отличие от	3	1
328	земле в	1	1
329	друг от	6	1
330	что они	2	1
331	проникает все	1	1
332	в истории	3	1
333	в центре	1	1
334	что во	1	1
335	что именно	1	1
336	которое на	1	1
337	все остальные	1	1
338	все же	13	1
339	однако не	1	1
340	нами в	1	1
341	себе на	1	1
342	не являются	1	1
343	увидим что	1	1
344	часть этого	1	1
345	в самом	8	1
346	не приходится	1	1
347	ступени развития	5	1
348	дело однако	1	1
349	он в	1	1
350	тому же	6	1
351	в нашем	3	1
352	то обстоятельство	1	1
353	еще один	1	1
354	другом случае	1	1
355	сливаются в	1	1
356	но на	2	1
357	не могла	1	1
358	вследствие этого	2	1
359	которую им	1	1
360	века к	1	1
361	после этого	1	1
362	о которой	2	1
363	силой и	1	1
364	том чтобы	2	1
365	характер в	1	1
366	и убеждения	1	1
367	том же	4	1
368	в каждом	1	1
369	странах как	1	1
370	не будет	5	1
371	часть его	1	1
372	и иметь	1	1
373	в совершенно	3	1
374	правильнее было	1	1
375	таком же	2	1
376	традиции и	1	1
377	как к	5	1
378	уже знаем	1	1
379	он есть	1	1
380	намека на	1	1
381	и тем	1	1
382	данном случае	3	1
383	ведь в	1	1
384	признаку их	2	1
385	в жизни	3	1
386	в ином	1	1
387	по всему	1	1
388	этого не	1	1
389	с тем	2	1
390	со своими	2	1
391	и уже	2	1
392	мире есть	1	1
393	бороться с	4	1
394	с такой	1	1
395	чем в	3	1
396	и создают	1	1
397	наука в	1	1
398	и некоторые	2	1
399	ряде других	1	1
400	народа и	1	1
401	берет только	1	1
402	на первый	2	1
403	к первому	1	1
404	не так	4	1
405	же процесса	1	1
406	и при	6	1
407	которую мы	1	1
408	как все	1	1
409	и без	5	1
410	всяком случае	2	1
411	в котором	2	1
412	мы говорили	7	1
413	представление о	3	1
414	большей степени	1	1
415	мысли и	1	1
416	знаем что	8	1
417	что я	1	1
418	признать что	3	1
419	культура и	1	1
420	в силу	7	1
421	что тот	1	1
422	из области	1	1
423	эта не	1	1
424	в корне	1	1
425	как от	1	1
426	уже сказали	1	1
427	даже в	3	1
428	при помощи	3	1
429	бы их	1	1
430	она не	2	1
431	самого начала	1	1
432	на котором	1	1
433	ее с	1	1
434	на него	2	1
435	в основе	2	1
436	заключалось в	1	1
437	этого явления	2	1
438	другой только	1	1
439	близкий к	1	1
440	определенные и	1	1
441	только когда	1	1
442	таким путем	1	1
443	более что	1	1
444	все члены	1	1
445	по своей	7	1
446	за исключением	1	1
447	это слово	1	1
448	со своим	1	1
449	связи с	4	1
450	мы бы	1	1
451	в сознании	6	1
452	не по	1	1
453	его направление	1	1
454	уже и	3	1
455	образом здесь	2	1
456	что на	1	1
457	чем объясняется	1	1
458	может показаться	1	1
459	у нас	3	1
460	начиная с	1	1
461	не могут	4	1
462	он и	1	1
463	есть только	1	1
464	этой истории	3	1
465	и всех	1	1
466	в других	1	1
467	и развития	1	1
468	что его	4	1
469	является одним	1	1
470	два момента	1	1
471	скорее в	1	1
472	с такою	1	1
473	всех существ	1	1
474	как с	1	1
475	этот путь	1	1
476	ничего общего	3	1
477	и ничем	1	1
478	некоторой степени	1	1
479	развития культуры	7	1
480	от друга	6	1
481	на нем	1	1
482	нечто само	1	1
483	здесь не	1	1
484	сфере жизни	1	1
485	зрелом возрасте	1	1
486	нами выше	1	1
487	мысль о	1	1
488	на той	1	1
489	говорили что	1	1
490	так в	1	1
491	в дальнейшем	2	1
492	различие между	1	1
493	и которую	1	1
494	котором мы	1	1
495	по этой	1	1
496	не трудно	1	1
497	чем у	8	1
498	жизни он	1	1
499	именно этот	1	1
500	же духе	1	1
501	никто и	1	1
502	образом в	3	1
503	в таком	4	1
504	все дело	1	1
505	каждый раз	1	1
506	именно потому	2	1
507	на все	5	1
508	тех кто	5	1
509	в другом	2	1
510	и та	1	1
511	язык и	1	1
512	и что	8	1
513	в различных	1	1
514	образом мы	1	1
515	все в	2	1
516	принуждены будем	1	1
517	эти познания	1	1
518	образом все	1	1
519	том или	1	1
520	и всю	1	1
521	течение его	1	1
522	от них	1	1
523	этому поводу	1	1
524	всех сил	1	1
525	с нами	1	1
526	ко всей	1	1
527	для той	1	1
528	подлежит сомнению	3	1
529	в другой	1	1
530	них в	2	1
531	человеческого рода	2	1
532	в ту	2	1
533	у всех	1	1
534	в лучшем	1	1
535	для самого	2	1
536	концов в	1	1
537	видим что	1	1
538	к которому	1	1
539	борьбы за	2	1
540	что только	2	1
541	каждого человека	2	1
542	этот вопрос	2	1
543	признак и	1	1
544	во всем	3	1
545	которой мы	2	1
546	сказали что	3	1
547	еще и	1	1
548	те которые	1	1
549	очень много	3	1
550	между тем	12	1
551	на которые	1	1
552	наоборот все	1	1
553	играет роль	1	1
554	с которыми	2	1
555	по другим	1	1
556	так что	5	1
557	на такой	1	1
558	если мы	4	1
559	в виде	4	1
560	что по	3	1
561	этому вопросу	1	1
562	во втором	2	1
563	который как	1	1
564	одно из	3	1
565	в порядок	1	1
566	к ним	2	1
567	до некоторой	1	1
568	или ином	1	1
569	к той	2	1
570	ее на	1	1
571	само собой	1	1
572	даже и	1	1
573	возможно что	1	1
574	и даже	1	1
575	этих новых	1	1
576	о своей	1	1
577	и из	2	1
578	как у	3	1
579	или о	1	1
580	по тем	2	1
581	до элементов	1	1
582	все народы	2	1
583	всех странах	1	1
584	так когда	1	1
585	один из	1	1
586	обстоятельство что	1	1
587	выше всех	1	1
588	когда же	1	1
589	ближе к	3	1
590	за каждым	1	1
591	именно поэтому	1	1
592	ее начало	2	1
593	мы находим	1	1
594	нет ничего	1	1
595	в частности	2	1
596	него в	2	1
597	не были	1	1
598	и особенно	2	1
599	эта идея	1	1
600	чтобы и	1	1
601	общего с	2	1
602	одну общую	1	1
603	необходимо во-первых	1	1
604	детей это	1	1
605	в тех	3	1
606	и там	1	1
607	в тот	1	1
608	из этой	2	1
609	многих других	2	1
610	в каждую	1	1
611	мы сказали	3	1
612	с этой	3	1
613	стремятся к	1	1
614	сейчас же	3	1
615	в гораздо	2	1
616	оба они	1	1
617	культуры с	2	1
618	и таким	1	1
619	между прочим	2	1
620	в начале	2	1
621	же самое	1	1
622	ни для	2	1
623	и где	2	1
624	будем признать	1	1
625	чтобы каждый	1	1
626	в одно	2	1
627	культуры и	9	1
628	элементы в	1	1
629	подобные им	1	1
630	от него	3	1
631	с уже	2	1
632	тем более	3	1
633	находим в	1	1
634	по пути	1	1
635	прямой линии	4	1
636	этим он	1	1
637	всех тех	2	1
638	всякий смысл	1	1
