N	2gram	Vygotskiy__3	Problemy
1	и в	38	43
2	и не	10	29
3	может быть	19	23
4	как бы	14	22
5	не может	7	18
6	как и	8	14
7	но и	5	14
8	и т	14	13
9	в этом	13	13
10	точки зрения	16	13
11	что он	11	13
12	в нем	4	12
13	в одном	8	12
14	не только	12	11
15	не в	12	11
16	и на	6	10
17	но в	3	10
18	как мы	7	10
19	в его	5	10
20	в сущности	10	9
21	еще не	1	9
22	он не	6	9
23	никогда не	4	9
24	т п	5	9
25	то же	10	8
26	для него	2	8
27	с точки	9	8
28	и его	6	8
29	или в	5	8
30	перед нами	8	7
31	в самом	25	7
32	к себе	2	7
33	в то	3	7
34	в другом	5	7
35	до сих	6	7
36	а не	7	7
37	о себе	1	7
38	что же	2	7
39	сих пор	5	7
40	то что	35	7
41	и наконец	2	6
42	так сказать	5	6
43	при этом	4	6
44	не как	1	6
45	в этих	2	6
46	здесь не	3	6
47	на свой	1	6
48	в том	25	6
49	что ж	1	6
50	в котором	6	6
51	у него	4	6
52	и все	10	6
53	ну что	1	5
54	самом деле	21	5
55	нам кажется	1	5
56	и он	1	5
57	но не	1	5
58	хотя и	1	5
59	в себе	4	5
60	тон и	1	5
61	все эти	4	5
62	на то	16	5
63	таким образом	12	5
64	и с	1	5
65	было бы	12	5
66	в слове	1	5
67	это слово	1	5
68	у меня	1	5
69	в речи	3	5
70	о том	6	5
71	никак не	7	5
72	и что	18	5
73	слов и	2	5
74	мы увидим	12	5
75	так что	8	5
76	вовсе не	8	5
77	в той	5	5
78	все это	3	5
79	бы в	3	5
80	а в	7	5
81	и до	1	4
82	мы не	5	4
83	так чтобы	1	4
84	я не	5	4
85	с его	1	4
86	во всех	4	4
87	отличие от	1	4
88	там где	6	4
89	в своем	5	4
90	т д	4	4
91	в них	3	4
92	далеко не	3	4
93	должно быть	1	4
94	в своей	5	4
95	в отличие	1	4
96	но он	2	4
97	у тургенева	1	4
98	их в	2	4
99	я для	1	4
100	в самой	4	4
101	или как	1	4
102	к тому	6	4
103	и это	8	4
104	в словах	1	4
105	из одного	3	4
106	по мере	1	4
107	этот вопрос	1	4
108	только в	4	4
109	в стиле	1	4
110	ни одного	1	4
111	так как	6	4
112	как раз	8	4
113	одном слове	1	4
114	с другой	7	4
115	до конца	2	4
116	то есть	15	4
117	не могут	2	4
118	рассказ в	3	4
119	но это	3	4
120	в результате	1	4
121	между ними	1	4
122	совершенно не	5	4
123	что в	20	4
124	себя как	2	3
125	должна быть	5	3
126	рассказ и	4	3
127	мы уже	7	3
128	той же	2	3
129	что если	4	3
130	в виду	4	3
131	здесь нет	1	3
132	он был	3	3
133	мы будем	1	3
134	что так	2	3
135	в одной	2	3
136	кроме того	1	3
137	когда он	4	3
138	и к	3	3
139	более или	1	3
140	только на	1	3
141	тому же	1	3
142	реакции на	2	3
143	есть конечно	1	3
144	это не	1	3
145	в жизни	1	3
146	кажется что	1	3
147	а за	1	3
148	такой же	2	3
149	или менее	1	3
150	и их	1	3
151	в их	1	3
152	образом и	2	3
153	не должна	2	3
154	даже в	1	3
155	этих трех	1	3
156	она не	6	3
157	на два	1	3
158	на него	1	3
159	того и	1	3
160	ничего не	2	3
161	уже говорили	3	3
162	но при	1	3
163	он с	1	3
164	в себя	1	3
165	можно было	1	3
166	так и	1	3
167	не за	1	3
168	даны в	1	3
169	если бы	14	3
170	и даже	4	3
171	с ним	2	3
172	и здесь	6	3
173	между тем	7	3
174	что и	4	3
175	и только	3	3
176	здесь в	2	3
177	и следовательно	2	3
178	его в	3	3
179	тот же	3	3
180	и ее	2	3
181	со всеми	2	3
182	есть в	2	3
183	уже не	2	3
184	в виде	2	3
185	тем что	3	3
186	этот второй	3	3
187	к самому	2	3
188	по своим	1	3
189	себя и	1	3
190	в рассказе	1	3
191	он и	1	3
192	ни на	1	3
193	рассказа в	1	3
194	по существу	2	3
195	все же	8	3
196	и для	4	3
197	в эту	2	3
198	это все	1	3
199	в романе	1	3
200	другой стороны	5	3
201	того же	3	3
202	в последнем	1	3
203	есть и	1	3
204	а между	1	2
205	отношения к	2	2
206	положение в	1	2
207	для построения	1	2
208	чтобы не	1	2
209	из его	1	2
210	и о	3	2
211	время как	4	2
212	на себя	1	2
213	то это	2	2
214	себе что	1	2
215	в каждой	1	2
216	но конечно	1	2
217	как если	3	2
218	он говорит	6	2
219	в сторону	1	2
220	с собою	1	2
221	отношение к	1	2
222	к третьему	1	2
223	как в	4	2
224	с этим	8	2
225	как нам	1	2
226	и слова	1	2
227	целый ряд	2	2
228	и как	8	2
229	его к	2	2
230	в первом	1	2
231	та же	3	2
232	что это	10	2
233	в целом	4	2
234	момент его	1	2
235	же слово	1	2
236	бы не	3	2
237	из этих	3	2
238	нами в	2	2
239	на одну	1	2
240	и еще	1	2
241	что рассказ	2	2
242	что тут	1	2
243	одно и	3	2
244	но все	1	2
245	а затем	1	2
246	конечно в	3	2
247	из них	6	2
248	знает что	1	2
249	рассказу и	2	2
250	ни в	3	2
251	одна и	1	2
252	в тоне	1	2
253	мы с	1	2
254	автора и	2	2
255	том что	14	2
256	и при	1	2
257	что такое	1	2
258	в такой	3	2
259	почти не	1	2
260	в рассказ	1	2
261	в которых	6	2
262	мысли и	1	2
263	но эта	1	2
264	что этот	4	2
265	и то	8	2
266	в повести	1	2
267	а вот	1	2
268	и очень	2	2
269	дело в	1	2
270	от чужого	1	2
271	того как	3	2
272	одна из	4	2
273	и всегда	2	2
274	и эта	1	2
275	что на	1	2
276	у нас	2	2
277	сюжета в	1	2
278	лежит в	2	2
279	я сам	1	2
280	отличается от	1	2
281	указывает на	6	2
282	это я	1	2
283	здесь мы	4	2
284	и самое	1	2
285	в конце	2	2
286	всего этого	2	2
287	не могу	2	2
288	говорили что	1	2
289	то время	2	2
290	что у	7	2
291	это вовсе	1	2
292	для этого	2	2
293	в глаза	2	2
294	же нет	1	2
295	автор как	1	2
296	в форме	1	2
297	для определенного	1	2
298	и всякое	1	2
299	тело и	1	2
300	того что	4	2
301	быть и	1	2
302	и так	1	2
303	здесь с	2	2
304	конечно не	4	2
305	если мы	6	2
306	то и	3	2
307	в поэзии	1	2
308	ведь это	1	2
309	и та	2	2
310	может служить	7	2
311	мы можем	7	2
312	дело и	1	2
313	каждый из	1	2
314	именно как	1	2
315	он это	1	2
316	как же	2	2
317	а с	2	2
318	что не	3	2
319	превращается в	1	2
320	он только	1	2
321	него не	1	2
322	так же	2	2
323	и особенно	1	2
324	ним как	1	2
325	по своему	4	2
326	в первой	2	2
327	с тобой	1	2
328	для понимания	1	2
329	например в	2	2
330	этого слова	2	2
331	чем эти	1	2
332	своей жизни	2	2
333	так ли	2	2
334	рассказа и	2	2
335	между собой	2	2
336	то будет	1	2
337	для автора	1	2
338	человек и	1	2
339	для нас	8	2
340	бы он	1	2
341	еще более	1	2
342	хотя бы	2	2
343	отношении к	1	2
344	не есть	1	2
345	с теми	3	2
346	сказать что	4	2
347	была бы	2	2
348	нет но	1	2
349	мере усиления	1	2
350	ее в	4	2
351	в своих	4	2
352	каждое слово	1	2
353	который не	4	2
354	значение в	1	2
355	в таком	3	2
356	во всяком	2	2
357	в движение	1	1
358	относится и	1	1
359	художественного произведения	1	1
360	конечно во	1	1
361	на самом	2	1
362	он может	2	1
363	это и	1	1
364	так у	1	1
365	эта идеальная	1	1
366	и есть	1	1
367	между двумя	1	1
368	поэтому он	1	1
369	все те	2	1
370	и больше	2	1
371	к рассказу	1	1
372	чтобы эта	1	1
373	в поэтический	1	1
374	одним из	1	1
375	их и	1	1
376	есть не	1	1
377	всего того	2	1
378	усиливается и	1	1
379	второй смысл	1	1
380	это совершенно	1	1
381	же как	1	1
382	до крайности	4	1
383	дан в	1	1
384	из своих	1	1
385	стиля в	1	1
386	смысл ее	1	1
387	он как	1	1
388	и стиль	1	1
389	и тем	3	1
390	на тему	3	1
391	за одним	1	1
392	сложнее и	1	1
393	и заставляет	3	1
394	героев в	2	1
395	бы сказать	1	1
396	он получает	1	1
397	которого здесь	1	1
398	а другие	1	1
399	это возможно	1	1
400	от себя	1	1
401	в сюжете	1	1
402	это имеет	2	1
403	то мы	1	1
404	и главное	1	1
405	одним словом	2	1
406	с одной	6	1
407	но как	2	1
408	с самой	2	1
409	силы и	1	1
410	которую она	1	1
411	в общем	2	1
412	для всякой	1	1
413	уже как	2	1
414	нет и	1	1
415	другое и	2	1
416	из важнейших	1	1
417	что автор	2	1
418	заключено в	2	1
419	в собственном	1	1
420	идет о	4	1
421	материалом для	2	1
422	дело идет	1	1
423	что действительно	1	1
424	которой они	1	1
425	что как	3	1
426	она как	1	1
427	от нашего	1	1
428	в мысли	1	1
429	стиля и	1	1
430	увидим что	9	1
431	о самом	1	1
432	вот на	1	1
433	стороны мы	1	1
434	к чему	6	1
435	благодаря этому	2	1
436	в этой	13	1
437	все слова	1	1
438	п с	1	1
439	не могла	2	1
440	всеми остальными	1	1
441	а вовсе	2	1
442	все они	2	1
443	и если	6	1
444	место он	1	1
445	что она	16	1
