N	2gram	Tiupa_Narr_2	Formalny
1	и не	14	30
2	вовсе не	2	28
3	и в	13	27
4	может быть	10	25
5	не может	8	24
6	так и	9	21
7	и его	3	19
8	в этом	13	18
9	таким образом	5	18
10	а не	17	17
11	самом деле	3	16
12	точки зрения	5	16
13	то же	4	15
14	в нем	5	15
15	в процессе	2	15
16	между ними	1	15
17	на самом	2	14
18	как и	4	14
19	с точки	2	14
20	не в	8	12
21	если бы	4	12
22	и т	2	11
23	в самом	2	11
24	в жизни	6	11
25	и от	1	11
26	не могут	1	10
27	место в	5	10
28	но и	15	10
29	в действительности	1	9
30	не только	26	9
31	так же	2	9
32	отнюдь не	4	8
33	с помощью	1	8
34	как бы	6	8
35	при этом	14	8
36	входит в	1	8
37	ни в	1	8
38	как мы	1	8
39	только в	11	8
40	как раз	3	8
41	то что	8	8
42	и все	4	8
43	что в	4	8
44	тем же	1	7
45	не менее	4	7
46	же время	3	7
47	потому что	2	7
48	между тем	3	7
49	в его	6	7
50	в том	14	7
51	все это	1	7
52	в то	5	7
53	здесь и	1	6
54	еще не	2	6
55	но в	6	6
56	все эти	3	6
57	в своей	4	6
58	всяком случае	1	6
59	и теперь	1	6
60	произведения как	1	6
61	все время	1	6
62	было бы	2	6
63	в литературе	4	6
64	что он	5	6
65	с другой	5	6
66	более того	1	6
67	вместе с	1	6
68	в данном	10	6
69	все же	6	6
70	и для	3	6
71	бы в	2	6
72	хотя бы	2	6
73	в своих	2	6
74	во всяком	1	6
75	в зависимости	1	5
76	зависимости от	1	5
77	но не	3	5
78	в одной	1	5
79	что именно	1	5
80	так сказать	3	5
81	без исключения	1	5
82	того чтобы	3	5
83	сводится к	9	5
84	в направлении	2	5
85	если же	1	5
86	в ней	2	5
87	что они	3	5
88	никогда не	6	5
89	в плоскости	1	5
90	связи с	1	5
91	большинстве случаев	1	5
92	и их	1	5
93	т п	2	5
94	лишь для	1	5
95	тем что	1	5
96	и потому	1	5
97	тому как	2	5
98	что же	1	5
99	не является	4	5
100	в результате	2	5
101	мы не	2	4
102	как в	5	4
103	и как	1	4
104	в целом	3	4
105	подобно тому	2	4
106	данном случае	6	4
107	в ее	4	4
108	в слове	3	4
109	том что	13	4
110	она не	1	4
111	к тому	9	4
112	роль в	2	4
113	о том	5	4
114	его смысла	2	4
115	в большинстве	1	4
116	только на	2	4
117	литературного произведения	1	4
118	для того	1	4
119	со стороны	6	4
120	прежде всего	6	4
121	в связи	1	4
122	как это	4	4
123	да и	3	4
124	слова и	1	4
125	между собой	3	4
126	обстоит дело	1	4
127	в романе	1	4
128	из этого	1	4
129	жизни и	4	4
130	они не	2	4
131	одним из	1	3
132	же как	2	3
133	того же	1	3
134	должна быть	2	3
135	той же	2	3
136	мы и	1	3
137	в виду	1	3
138	в которых	1	3
139	столь же	2	3
140	время в	1	3
141	во всех	1	3
142	бы и	1	3
143	что это	4	3
144	в себе	8	3
145	вследствие этого	2	3
146	не следует	3	3
147	и с	1	3
148	те же	2	3
149	высказывание в	1	3
150	это не	3	3
151	и тем	5	3
152	ее в	1	3
153	раз и	1	3
154	в этих	1	3
155	высказывания как	2	3
156	никаких оснований	1	3
157	от его	2	3
158	и более	2	3
159	по отношению	5	3
160	тому что	3	3
161	между людьми	1	3
162	случае в	1	3
163	между жизнью	1	3
164	в основе	1	3
165	для нас	2	3
166	ничто не	1	3
167	этом отношении	3	3
168	же самое	1	3
169	оно не	2	3
170	реальной действительности	1	3
171	ясно что	1	3
172	еще в	1	3
173	жизнь и	1	3
174	никак не	3	3
175	и что	2	3
176	можно сказать	6	3
177	их в	1	3
178	в него	2	3
179	дело с	2	3
180	в какой	4	3
181	уже не	4	3
182	в конце	4	3
183	не о	1	3
184	у нас	2	3
185	не на	1	3
186	на фоне	2	3
187	к его	3	3
188	в той	5	3
189	того что	6	3
190	отношению к	5	3
191	о нем	3	3
192	жизни в	6	3
193	может и	1	3
194	сказать что	3	3
195	имеет место	2	3
196	героя в	6	3
197	отношения к	1	2
198	в такой	1	2
199	он может	2	2
200	это и	1	2
201	к другому	2	2
202	отношения между	2	2
203	в котором	5	2
204	с таким	2	2
205	одним и	1	2
206	говорить о	2	2
207	в полной	1	2
208	так называемые	1	2
209	проявляется в	1	2
210	и сами	1	2
211	с его	3	2
212	жизни с	2	2
213	в отвлечении	1	2
214	в сторону	1	2
215	в общем	1	2
216	очевидно что	1	2
217	отличие от	5	2
218	за пределы	1	2
219	чем же	1	2
220	данный момент	1	2
221	в своем	6	2
222	стороны и	1	2
223	и понимаем	1	2
224	не являются	2	2
225	то в	1	2
226	бы не	1	2
227	из этих	2	2
228	в этой	4	2
229	как он	2	2
230	жизнью и	2	2
231	что она	2	2
232	внутренней речи	3	2
233	из виду	1	2
234	на жизнь	1	2
235	какой бы	1	2
236	что ни	1	2
237	на этом	1	2
238	лишь с	1	2
239	оно становится	1	2
240	на протяжении	5	2
241	этом смысле	1	2
242	он является	3	2
243	не понимают	1	2
244	исходили из	1	2
245	том как	2	2
246	таким же	1	2
247	то его	1	2
248	не от	1	2
249	в отличие	5	2
250	внешнего и	1	2
251	важно не	2	2
252	к одной	1	2
253	однако в	2	2
254	в отношении	1	2
255	как о	2	2
256	дело не	1	2
257	принадлежат к	1	2
258	одна из	3	2
259	и притом	1	2
260	в единство	1	2
261	не могло	2	2
262	только не	2	2
263	вытекает из	1	2
264	находятся в	1	2
265	и лишь	1	2
266	тем не	5	2
267	в каком	1	2
268	в истолковании	1	2
269	с ее	1	2
270	но при	4	2
271	здесь не	2	2
272	в пределе	1	2
273	если они	1	2
274	это только	1	2
275	ничего не	6	2
276	в самой	1	2
277	или на	1	2
278	и своей	1	2
279	и во	1	2
280	что и	2	2
281	от этих	1	2
282	человека как	1	2
283	может иметь	1	2
284	говорит в	1	2
285	в формах	1	2
286	именно на	1	2
287	не можем	1	2
288	и внутреннего	2	2
289	является не	1	2
290	в данной	1	2
291	и социально	1	2
292	содержание и	1	2
293	случае с	1	2
294	внутреннего мира	1	2
295	лишь к	1	2
296	и даже	3	2
297	или иной	3	2
298	в области	2	2
299	к которому	2	2
300	действующих лиц	3	2
301	связано с	1	2
302	превращается в	2	2
303	новые формы	1	2
304	отвлечении от	1	2
305	нет никаких	1	2
306	но оно	1	2
307	но уже	1	2
308	с такой	1	2
309	быть только	1	2
310	а к	3	2
311	но это	2	2
312	ни для	2	2
313	но для	2	2
314	сознания и	1	2
315	мы должны	1	2
316	не утрачивая	1	2
317	одной из	1	2
318	героя и	2	2
319	в последнем	1	2
320	к этому	1	2
321	в таком	3	2
322	между художественным	1	1
323	не иначе	1	1
324	не должны	1	1
325	в движение	1	1
326	таком случае	1	1
327	рассматривать в	1	1
328	нового высказывания	1	1
329	обстоятельств и	1	1
330	между двумя	1	1
331	от своей	1	1
332	слова является	1	1
333	собой но	1	1
334	ведь и	1	1
335	все те	2	1
336	видеть в	1	1
337	нельзя назвать	1	1
338	со своей	2	1
339	не происходит	2	1
340	есть не	1	1
341	ему принадлежат	1	1
342	мы имеем	3	1
343	и последующих	1	1
344	нам в	3	1
345	не была	1	1
346	всех без	1	1
347	это сделать	1	1
348	а для	1	1
349	ему в	2	1
350	пространство и	2	1
351	так а	3	1
352	жизни это	1	1
353	общения в	1	1
354	в каждой	2	1
355	это время	1	1
356	так или	1	1
357	свою ценностную	1	1
358	не имел	1	1
359	установку на	1	1
360	это действительно	1	1
361	события в	1	1
362	как у	4	1
363	другого человека	2	1
364	два явления	1	1
365	не входит	1	1
366	мировоззрение настроение	1	1
367	себе и	2	1
368	не просто	1	1
369	же обстоит	1	1
370	произведения могут	1	1
371	определяется не	1	1
372	из таких	1	1
373	его развертывание	1	1
374	и нет	1	1
