1	и т д	8	15
2	с точки зрения	2	8
3	сама по себе	2	7
4	в том что	9	6
5	не потому что	1	6
6	о том что	7	4
7	одно и то	1	4
8	в связи с	1	4
9	то или иное	2	4
10	только тогда когда	4	4
11	с другой стороны	5	4
12	только то что	1	4
13	и то же	1	4
14	как будто бы	2	3
15	может быть в	1	3
16	что иное как	1	3
17	в таком случае	2	3
18	принять во внимание	1	3
19	не что иное	1	3
20	не может не	1	3
21	сами по себе	1	3
22	по себе не	2	3
23	в самом деле	7	3
24	то время как	5	3
25	не может быть	8	3
26	ни в каком	1	3
27	можно сказать что	1	3
28	в то время	5	3
29	и в частности	1	2
30	до сих пор	3	2
31	от того что	2	2
32	с самого начала	1	2
33	тогда когда оно	1	2
34	не могут быть	1	2
35	и т п	15	2
36	то же самое	2	2
37	в широком смысле	1	2
38	с первого взгляда	1	2
39	тем не менее	2	2
40	а потом уже	1	2
41	в зависимости от	5	2
42	потому что он	2	2
43	не только в	1	2
44	так как это	1	2
45	во всяком случае	6	2
46	само по себе	5	2
47	более или менее	2	2
48	не в состоянии	3	2
49	ни в какой	3	2
50	д и т	1	2
51	та или иная	1	2
52	т д и	1	2
53	вовсе не есть	1	2
54	если принять во	1	2
55	может быть только	1	2
56	том что она	3	1
57	т д все	1	1
58	могут и не	1	1
59	искусства ни в	1	1
60	а не ее	1	1
61	по себе а	2	1
62	в том как	1	1
63	в последнее время	2	1
64	одной стороны и	1	1
65	в этом смысле	2	1
66	и не быть	1	1
67	и то что	1	1
68	не могу не	1	1
69	мы никогда не	4	1
70	бросается в глаза	1	1
71	есть искусство и	1	1
72	так же и	1	1
73	того и другого	1	1
74	с тем чтобы	1	1
75	в одинаковой мере	2	1
76	в конце концов	3	1
77	поэзия как и	1	1
78	и в этом	1	1
79	в поэзии и	1	1
80	по сравнению с	1	1
81	не только о	1	1
82	и процессов в	1	1
83	так как они	2	1
84	же и в	1	1
85	к выводу что	1	1
86	могут быть в	1	1
87	к тому же	1	1
88	в это время	1	1
89	в этом отношении	2	1
90	д все это	1	1
91	речь идет о	1	1
92	не то что	1	1
93	не в том	5	1
94	несмотря на все	1	1
95	до тех пор	1	1
96	в том и	2	1
97	на задний план	1	1
98	что на самом	1	1
99	тех пор пока	1	1
100	это и не	1	1
101	в нем не	1	1
102	приводит к тому	1	1
103	точно так же	3	1
104	самой своей природе	1	1
105	по самому существу	3	1
106	независимо от того	1	1
107	с одной стороны	5	1
108	на самом деле	2	1
109	по себе слово	1	1
110	есть прежде всего	1	1
111	что и в	2	1
112	ту или иную	1	1
113	и в том	1	1
114	все равно что	1	1
115	но это только	1	1
116	во внимание что	1	1
117	вопрос о том	1	1
118	сказать что здесь	1	1
119	дело не в	1	1
120	по самой своей	1	1
121	есть ли подлинно	1	1
122	подобно тому как	5	1
123	все время дело	1	1
124	я хочу сказать	1	1
125	никем еще не	1	1
126	как и всякая	1	1
127	вместе с тем	2	1
128	и вместе с	1	1
129	когда мы говорим	1	1
130	том что он	1	1
131	который должен быть	1	1
132	надо сказать что	3	1
133	это и есть	1	1
134	же как и	1	1
135	того что она	1	1
136	новой точки зрения	1	1
137	заключается в том	6	1
138	так же как	4	1
139	нет никакой возможности	1	1
