N	2gram	Tiupa_Anal_3	KulturaY
1	потому что	1	25
2	и в	18	23
3	не только	22	20
4	в том	9	19
5	в этом	14	18
6	и не	12	16
7	было бы	3	15
8	может быть	9	15
9	точки зрения	3	14
10	все эти	2	12
11	если бы	1	12
12	у нас	1	12
13	в самом	5	12
14	но в	2	11
15	том что	12	11
16	того чтобы	1	11
17	по себе	4	10
18	а не	9	10
19	что в	9	10
20	самом деле	2	9
21	вопрос о	1	9
22	в сущности	5	9
23	хотя бы	1	9
24	то что	2	9
25	вовсе не	1	9
26	для того	1	9
27	не может	2	9
28	с точки	2	8
29	не в	6	8
30	иными словами	1	8
31	в качестве	12	8
32	уже не	5	8
33	прежде всего	5	8
34	с другой	7	8
35	все же	4	7
36	в силу	1	7
37	не менее	4	7
38	но и	13	7
39	с помощью	1	7
40	другой стороны	5	7
41	то же	3	6
42	и на	4	6
43	но не	7	6
44	в этой	6	6
45	да и	2	6
46	это не	2	6
47	тем не	2	6
48	по крайней	4	6
49	между тем	5	6
50	крайней мере	4	6
51	этот вопрос	1	6
52	вопроса о	2	6
53	слова в	1	6
54	что не	3	6
55	что мы	2	6
56	мы имеем	5	5
57	я не	1	5
58	зависимости от	1	5
59	еще не	6	5
60	не следует	1	5
61	и вот	2	5
62	об этом	2	5
63	лишь в	5	5
64	несмотря на	2	5
65	и здесь	2	5
66	не могут	1	5
67	приводит к	4	5
68	в его	7	5
69	один из	2	5
70	тот же	1	5
71	что он	4	5
72	только в	2	5
73	всяком случае	2	5
74	само по	1	5
75	там где	2	5
76	вместе с	2	5
77	как это	3	5
78	этого слова	2	5
79	все это	3	5
80	этом смысле	1	5
81	таким образом	4	5
82	во всяком	2	5
83	в зависимости	1	4
84	говорить о	3	4
85	в данном	4	4
86	со стороны	9	4
87	отнюдь не	4	4
88	перед нами	4	4
89	хотя и	2	4
90	бы и	2	4
91	на то	1	4
92	в нем	2	4
93	так и	14	4
94	должно быть	1	4
95	свою речь	1	4
96	своего рода	8	4
97	в то	3	4
98	на себе	1	4
99	ничего не	3	4
100	что на	1	4
101	к тому	6	4
102	и о	1	4
103	в пределах	4	4
104	могут быть	2	4
105	можно сказать	4	4
106	мы знаем	1	4
107	в конце	5	4
108	в них	2	4
109	в особенности	3	4
110	не было	3	4
111	в связи	1	4
112	как бы	10	4
113	в результате	5	4
114	сказать что	2	4
115	к этому	3	4
116	того же	5	3
117	это и	2	3
118	не все	1	3
119	как в	3	3
120	с этим	3	3
121	всего лишь	8	3
122	так в	3	3
123	в статье	1	3
124	он не	6	3
125	всех этих	1	3
126	ни были	1	3
127	и по	2	3
128	что она	2	3
129	еще одно	1	3
130	о которых	2	3
131	слова не	1	3
132	казалось бы	1	3
133	слова как	1	3
134	же время	3	3
135	и его	13	3
136	связи с	1	3
137	уже о	1	3
138	как мы	1	3
139	в ней	2	3
140	здесь не	3	3
141	а в	10	3
142	те же	2	3
143	для этого	1	3
144	сводится к	2	3
145	никак не	1	3
146	а также	2	3
147	что и	5	3
148	в форме	2	3
149	того что	1	3
150	есть в	1	3
151	уже в	3	3
152	же в	2	3
153	у него	1	3
154	как раз	7	3
155	тем что	2	3
156	указание на	2	3
157	или иначе	1	3
158	именно в	3	3
159	в соответствии	2	3
160	на фоне	1	3
161	из которых	1	3
162	живет и	1	3
163	этом отношении	3	3
164	но это	1	3
165	не знает	1	3
166	совершенно не	2	3
167	к этой	1	3
168	гораздо более	2	3
169	также что	1	2
170	речь идет	1	2
171	отношения к	2	2
172	и потому	2	2
173	на самом	1	2
174	и есть	1	2
175	тем же	1	2
176	по преимуществу	2	2
177	и до	1	2
178	в году	3	2
179	той же	5	2
180	что между	1	2
181	что если	1	2
182	становится что	1	2
183	бы сказать	1	2
184	так или	1	2
185	в широком	1	2
186	мы будем	1	2
187	конечном счете	2	2
188	ответ на	3	2
189	очевидно что	2	2
190	отличие от	2	2
191	что они	3	2
192	в своем	4	2
193	что касается	3	2
194	могли бы	2	2
195	от этого	1	2
196	и у	1	2
197	при этом	11	2
198	не как	2	2
199	свое время	2	2
200	состоит в	4	2
201	в одну	1	2
202	здесь мы	1	2
203	могла бы	2	2
204	в другом	1	2
205	того или	1	2
206	заключается в	1	2
207	данном случае	3	2
208	же образом	1	2
209	рядом с	1	2
210	с тем	2	2
211	как и	14	2
212	не всегда	3	2
213	а если	1	2
214	и еще	1	2
215	бы на	1	2
216	и сейчас	1	2
217	в своей	1	2
218	таким же	1	2
219	никаких оснований	1	2
220	особенности же	1	2
221	в их	6	2
222	в отличие	2	2
223	есть явление	1	2
224	для данного	1	2
225	тем самым	4	2
226	в современном	1	2
227	не должно	3	2
228	в устах	1	2
229	как можно	1	2
230	дело не	3	2
231	образом в	1	2
232	под этим	1	2
233	в самой	1	2
234	и приводит	1	2
235	за ними	1	2
236	и далее	1	2
237	очень часто	1	2
238	оно не	1	2
239	свою очередь	4	2
240	говоря уже	1	2
241	роль в	3	2
242	что у	1	2
243	отсюда и	1	2
244	мы могли	1	2
245	одного из	1	2
246	как у	1	2
247	в конечном	2	2
248	нуждается в	2	2
249	в глазах	2	2
250	а именно	1	2
251	тех пор	2	2
252	с ними	1	2
253	сколь бы	1	2
254	с одной	2	2
255	большинстве случаев	1	2
256	не говорит	1	2
257	никогда не	5	2
258	и даже	8	2
259	на примере	2	2
260	еще и	3	2
261	обратить внимание	1	2
262	превращается в	1	2
263	на этот	1	2
264	за год	1	2
265	однако и	3	2
266	он и	3	2
267	в частности	12	2
268	в той	2	2
269	за рамки	1	2
270	как будто	1	2
271	ли не	4	2
272	с этой	1	2
273	этом случае	1	2
274	между прочим	1	2
275	и для	2	2
276	и от	2	2
277	всякого рода	1	2
278	и все	2	2
279	не более	2	2
280	мы должны	1	2
281	будто бы	1	2
282	все они	2	2
283	нам не	2	2
284	в свою	5	2
285	не говоря	1	2
286	только как	1	2
287	или иного	1	2
288	в свое	2	2
289	себе не	1	2
290	в своих	1	2
291	по поводу	3	2
292	сам по	1	1
293	и без	3	1
294	утверждение что	1	1
295	получает в	1	1
296	мере в	2	1
297	думал о	1	1
298	едва ли	3	1
299	по его	3	1
300	есть не	2	1
301	мы не	3	1
302	на первом	1	1
303	превратилась в	1	1
304	себе чтобы	1	1
305	именно те	1	1
306	совпадает с	1	1
307	что иное	1	1
308	этим словом	1	1
309	мы и	1	1
310	и он	2	1
311	революции в	1	1
312	фактам но	1	1
313	мог бы	1	1
314	принадлежит и	1	1
315	он был	1	1
316	на них	1	1
317	иное как	1	1
318	столь же	4	1
319	время в	1	1
320	нейтральное к	1	1
321	с его	8	1
322	то мы	1	1
323	как правило	5	1
324	но как	3	1
325	дело обстоит	1	1
326	свою жизнь	2	1
327	по отношению	7	1
328	в общем	2	1
329	уже как	1	1
330	говорилось выше	1	1
331	сама по	2	1
332	так что	1	1
333	и первый	1	1
334	лицом к	1	1
335	идет о	1	1
336	не видно	2	1
337	русского и	1	1
338	в рамках	3	1
339	независимо от	1	1
340	из уст	1	1
341	как к	2	1
342	этом же	1	1
343	такое слово	1	1
344	и как	4	1
345	говорит что	1	1
346	что по	4	1
347	ничего более	1	1
348	по пути	4	1
349	до тех	1	1
350	и к	4	1
351	рука не	1	1
352	и продолжая	1	1
353	то в	2	1
354	в себя	2	1
355	в целом	3	1
356	из этих	3	1
357	во многих	1	1
358	но без	1	1
359	в известном	1	1
360	в себе	2	1
361	тому же	3	1
362	не могла	2	1
363	в случае	5	1
364	кухни и	1	1
365	роли в	3	1
366	частности и	1	1
367	весьма своеобразное	1	1
368	мы можем	2	1
369	первой части	1	1
370	в принципе	2	1
371	до которой	2	1
372	однако он	1	1
373	том чтобы	1	1
374	на жизнь	1	1
375	какой бы	1	1
376	одной и	2	1
377	но дело	1	1
378	способен лишь	1	1
379	в каждом	3	1
380	не будет	3	1
381	борьбы и	1	1
382	того кто	1	1
383	связанных с	1	1
384	есть одна	1	1
385	будто в	1	1
386	а по	1	1
387	этой традиции	1	1
388	который и	1	1
389	на почве	1	1
390	нет в	1	1
391	далеко не	4	1
392	смысл которого	1	1
393	в слове	5	1
394	потому и	1	1
395	на таких	1	1
396	к коллективному	1	1
397	и становится	1	1
398	но я	1	1
399	лишь одну	1	1
400	в следующем	1	1
401	этому же	1	1
402	место в	1	1
403	далее в	1	1
404	от себя	1	1
405	и той	2	1
406	в одном	4	1
407	однако в	5	1
408	ничего предосудительного	1	1
409	бы быть	1	1
410	для нее	1	1
411	грамматическая форма	1	1
412	даже в	2	1
413	а вот	2	1
414	так называемого	1	1
415	случае мы	1	1
416	а а	5	1
417	но еще	1	1
418	уст в	1	1
419	дело в	2	1
420	одна из	2	1
421	до сих	1	1
422	самого по	1	1
423	для всего	1	1
424	оно есть	1	1
425	возвращение в	1	1
426	при котором	1	1
427	во всем	3	1
428	ему и	1	1
429	же смысл	1	1
430	не нуждается	1	1
431	выдумка и	1	1
432	в стиле	1	1
433	тем это	1	1
434	к анекдоту	2	1
435	когда мы	2	1
436	с явным	1	1
437	далеко за	1	1
438	русской классической	1	1
439	значительной степени	2	1
440	принципиально нового	1	1
441	в наши	1	1
442	указывает на	3	1
443	не есть	4	1
444	все еще	1	1
445	слова с	1	1
446	а ее	1	1
447	пор как	1	1
448	в университете	1	1
449	то она	1	1
450	с ее	3	1
451	и выступает	1	1
452	всего этого	1	1
453	говорит и	3	1
454	будем иметь	1	1
455	в ее	3	1
456	традиции по	1	1
457	с языком	1	1
458	это путь	1	1
459	лучше было	1	1
460	природе своей	1	1
461	соответствии со	2	1
462	имею в	1	1
463	не с	2	1
464	здесь как	1	1
465	по природе	1	1
466	и прочих	1	1
467	раз не	1	1
468	а все	1	1
469	поэтому в	2	1
