N	2gram	Potebnia_M_3	PoTuStor
1	может быть	28	17
2	и в	30	16
3	в этом	10	9
4	и проч	16	9
5	таким образом	14	9
6	мы можем	3	9
7	прежде всего	3	9
8	и с	2	8
9	точки зрения	2	8
10	и его	4	8
11	не может	6	8
12	с его	1	7
13	не только	21	7
14	в сознание	7	7
15	сказать что	5	7
16	я и	3	6
17	самом деле	2	6
18	конечно не	1	6
19	при этом	3	6
20	с точки	1	6
21	и это	4	6
22	для него	9	6
23	еще не	5	5
24	в чем	3	5
25	отношение к	2	5
26	все эти	1	5
27	сознание и	1	5
28	до сознания	1	5
29	что такое	2	5
30	только для	1	5
31	ни в	2	5
32	как бы	3	5
33	на самом	1	4
34	и ее	1	4
35	и на	3	4
36	и наконец	2	4
37	но в	1	4
38	в этой	2	4
39	в нем	9	4
40	и может	3	4
41	его в	3	4
42	в один	4	4
43	мысли и	2	4
44	все это	4	4
45	как мы	7	4
46	с самого	1	4
47	так и	11	4
48	но мы	2	4
49	можно сказать	3	4
50	в его	4	4
51	а потому	6	4
52	с ними	1	4
53	только в	21	4
54	так как	13	4
55	и даже	2	4
56	но и	19	4
57	и не	15	4
58	и все	3	4
59	все что	4	4
60	если б	5	3
61	отношения к	1	3
62	тех же	1	3
63	едва ли	1	3
64	во всех	1	3
65	и есть	3	3
66	и как	5	3
67	и теперь	6	3
68	и вот	1	3
69	их в	2	3
70	с сознанием	2	3
71	том что	18	3
72	во время	2	3
73	сих пор	3	3
74	в одном	2	3
75	по крайней	5	3
76	и притом	2	3
77	до сих	3	3
78	чем не	1	3
79	и оно	3	3
80	те же	6	3
81	представлений и	1	3
82	на язык	1	3
83	с другими	5	3
84	крайней мере	5	3
85	в том	32	3
86	только на	3	3
87	мы знаем	1	3
88	даже не	1	3
89	в области	2	3
90	для сознания	4	3
91	но оно	6	3
92	вместе с	12	3
93	и потому	4	3
94	могут быть	3	3
95	что в	17	3
96	в этих	1	3
97	а в	12	3
98	то что	18	3
99	между ними	1	3
100	только как	5	3
101	жизни и	2	3
102	во всяком	1	3
103	нам кажется	2	2
104	в самом	8	2
105	мы уже	2	2
106	мы не	9	2
107	и о	2	2
108	из сказанного	2	2
109	говорить о	3	2
110	того же	1	2
111	и говорить	1	2
112	на них	1	2
113	из этих	9	2
114	совсем не	1	2
115	но как	2	2
116	нет и	1	2
117	за пределы	2	2
118	с этим	6	2
119	что это	4	2
120	он не	4	2
121	и по	4	2
122	то же	23	2
123	по своему	2	2
124	и мы	2	2
125	было бы	9	2
126	в жизни	1	2
127	кажется что	1	2
128	в них	5	2
129	как и	10	2
130	между собою	6	2
131	потому и	1	2
132	это нечто	1	2
133	на первый	1	2
134	в своей	2	2
135	знаем что	1	2
136	не менее	5	2
137	сводится к	1	2
138	здесь же	1	2
139	понятия и	2	2
140	что на	1	2
141	в каком	5	2
142	все то	1	2
143	не могут	5	2
144	что оно	11	2
145	не будет	3	2
146	только то	1	2
147	быть может	3	2
148	для этого	1	2
149	и вообще	3	2
150	с ним	6	2
151	находится в	1	2
152	не существовало	1	2
153	о том	2	2
154	другими словами	1	2
155	и содержание	2	2
156	для нас	20	2
157	какое значение	1	2
158	что и	13	2
159	один из	4	2
160	образов и	2	2
161	мы видим	2	2
162	что он	6	2
163	есть в	3	2
164	с нею	2	2
165	не можем	3	2
166	если мы	1	2
167	в начале	3	2
168	в душе	10	2
169	для меня	4	2
170	к ним	1	2
171	при всей	1	2
172	у него	2	2
173	и т.п	1	2
174	оно не	4	2
175	себя и	4	2
176	что не	8	2
177	не на	1	2
178	что мы	8	2
179	в одно	3	2
180	так же	3	2
181	в область	1	2
182	чувства и	3	2
183	к следующему	1	2
184	с этой	2	2
185	в свое	2	2
186	в систему	1	2
187	но это	6	2
188	и таким	1	2
189	это последнее	2	2
190	не существует	3	2
191	сознания и	1	2
192	в голову	1	2
193	ни было	1	2
194	не есть	17	2
195	все остальные	3	2
196	не знает	3	2
197	есть и	1	2
198	а может	1	2
199	ее в	1	2
200	к этому	3	2
201	можно назвать	1	2
202	говоря о	4	1
203	человека и	5	1
204	мы здесь	1	1
205	все остальное	1	1
206	и то	8	1
207	мыслей чувств	1	1
208	сам язык	1	1
209	личной жизни	1	1
210	он может	1	1
211	словами и	1	1
212	это и	2	1
213	собою два	1	1
214	самый предмет	2	1
215	далее и	2	1
216	явления и	1	1
217	когда человек	1	1
218	что эти	1	1
219	собою в	1	1
220	ребенок еще	1	1
221	его не	1	1
222	со всех	1	1
223	что между	1	1
224	что если	1	1
225	мир не	1	1
226	вопрос о	1	1
227	оно есть	3	1
228	как я	1	1
229	из того	2	1
230	же что	6	1
231	всех сторон	1	1
232	в ней	8	1
233	было до	1	1
234	он был	1	1
235	столь же	4	1
236	его отношение	1	1
237	бы то	1	1
238	при объяснении	2	1
239	одним словом	2	1
240	но не	7	1
241	заметим что	1	1
242	не входит	1	1
243	право на	1	1
244	что они	2	1
245	только путем	1	1
246	в море	1	1
247	первый взгляд	1	1
248	же с	6	1
249	общего с	1	1
250	от содержания	1	1
251	дает нам	3	1
252	некоторое время	1	1
253	все же	2	1
254	хотя и	1	1
255	когда он	1	1
256	из сознания	1	1
257	что по	2	1
258	его к	2	1
259	увидим что	1	1
260	чувствами и	1	1
261	от этого	2	1
262	к чему	1	1
263	уже не	6	1
264	та же	2	1
265	под ним	2	1
266	сказать о	1	1
267	кажется уже	1	1
268	мы чувствуем	1	1
269	как он	1	1
270	во многих	1	1
271	человек не	2	1
272	на его	2	1
273	что она	3	1
274	не следует	5	1
275	главным образом	1	1
276	время и	2	1
277	но именно	1	1
278	единство в	1	1
279	именно то	2	1
280	даже тогда	2	1
281	есть та	1	1
282	идеи и	2	1
283	образом и	3	1
284	в корне	1	1
285	но вместе	4	1
286	свое время	1	1
287	из него	2	1
288	подобно тому	2	1
289	мы обыкновенно	1	1
