N	4gram	Bakhtin_Pr_2	FransuaR
1	в том числе и	1	7
2	в той или иной	3	5
3	той или иной форме	1	4
4	в большей или меньшей	1	4
5	большей или меньшей степени	1	4
6	дело в том что	1	2
7	мы уже говорили что	2	2
8	как мы уже говорили	1	2
9	и не может быть	1	1
10	что с точки зрения	1	1
11	и до сих пор	1	1
12	существенные различия между ними	1	1
13	в том что он	1	1
14	но в то же	3	1
15	мы остановимся лишь на	1	1
16	той или иной степени	1	1
17	по себе никогда не	1	1
18	никогда не может стать	1	1
19	вовсе не входит в	1	1
20	и до настоящего времени	1	1
21	неотделимы друг от друга	1	1
22	с точки зрения всякой	1	1
23	в то же время	5	1
24	и в большинстве случаев	2	1
25	остановимся прежде всего на	1	1
