N	4gram	Bakhtin_fo_2	FransuaR
1	в то же время	4	10
2	мы уже говорили что	1	5
3	и в то же	2	5
4	до сих пор еще	1	4
5	между вещами и явлениями	1	3
6	но в то же	1	2
7	в том числе и	2	2
8	брата жана и панурга	1	2
9	может быть и речи	1	1
10	as сказал грангузье подразумевая	1	1
11	он не был бы	1	1
12	grand tu as сказал	1	1
13	этому первому слову сказанному	1	1
14	тела и телесной жизни	1	1
15	и вместе с тем	1	1
16	у тебя здоровая que	1	1
17	глотку по этому первому	1	1
18	подразумевая глотку по этому	1	1
19	как мы уже сказали	3	1
20	сказал грангузье подразумевая глотку	1	1
21	бузина а в киеве	1	1
22	но он не был	1	1
23	какая же у тебя	1	1
24	que grand tu as	1	1
25	в огороде бузина а	1	1
26	в той или иной	1	1
27	по этому первому слову	1	1
28	огороде бузина а в	1	1
29	слову сказанному отцом ребенка	1	1
30	грангузье подразумевая глотку по	1	1
31	а в киеве дядька	1	1
32	как мы уже говорили	1	1
33	сказанному отцом ребенка и	1	1
34	тебя здоровая que grand	1	1
35	не может быть и	1	1
36	здоровая que grand tu	1	1
37	же у тебя здоровая	1	1
38	мы встречаем ту же	1	1
39	tu as сказал грангузье	1	1
40	первому слову сказанному отцом	1	1
41	отцом ребенка и назвали	1	1
