N	2gram	Vygotskiy__1	Mirosoze
1	может быть	14	30
2	не только	16	29
3	и в	23	28
4	не может	12	28
5	но и	14	25
6	а не	3	25
7	он не	5	24
8	в этом	17	20
9	не было	1	18
10	у него	1	17
11	не в	4	16
12	потому что	6	16
13	в ней	1	15
14	в своей	4	15
15	человека и	3	14
16	никогда не	2	14
17	до конца	1	14
18	в нем	1	13
19	и это	3	12
20	в самом	7	11
21	для него	2	11
22	и не	9	11
23	в своем	3	10
24	было бы	4	10
25	что в	14	10
26	прежде всего	10	10
27	что он	7	10
28	был бы	2	10
29	и потому	2	10
30	и все	5	10
31	с тем	7	9
32	и его	6	9
33	в его	14	9
34	к человеку	1	9
35	в котором	4	8
36	но не	4	8
37	но в	5	7
38	в себе	6	7
39	в конце	2	7
40	в самой	1	7
41	того что	15	7
42	и на	8	6
43	в которой	3	6
44	лишь в	6	6
45	в этой	7	6
46	ведет к	1	6
47	только в	6	6
48	вместе с	9	6
49	все это	6	6
50	человек и	1	6
51	в том	24	6
52	это не	1	5
53	в самую	1	5
54	как и	14	5
55	то что	17	5
56	у человека	1	5
57	и я	2	5
58	смысле слова	3	4
59	отношения к	3	4
60	или к	1	4
61	есть не	2	4
62	за пределы	2	4
63	привести к	1	4
64	чем у	1	4
65	не к	2	4
66	должен был	1	4
67	в них	2	4
68	в этих	2	4
69	точки зрения	26	4
70	в их	3	4
71	в которых	3	4
72	человека но	1	4
73	есть путь	1	4
74	она не	3	4
75	что и	1	4
76	хотел бы	1	4
77	в середине	1	4
78	значит что	1	4
79	один из	2	4
80	уже не	2	4
81	уже в	3	4
82	а в	2	4
83	тем что	6	4
84	и вместе	1	4
85	с этой	6	4
86	его не	3	3
87	с его	4	3
88	с этим	6	3
89	когда он	2	3
90	бы и	2	3
91	и еще	1	3
92	и вот	2	3
93	на этом	2	3
94	заключает в	1	3
95	и с	9	3
96	в жизни	1	3
97	для них	1	3
98	мир в	1	3
99	не мог	1	3
100	том что	21	3
101	но если	1	3
102	не имеет	2	3
103	ничего не	3	3
104	только свобода	1	3
105	природы в	1	3
106	к тому	4	3
107	этот путь	1	3
108	в ее	2	3
109	с собой	2	3
110	учение о	3	3
111	только и	1	3
112	все его	1	3
113	социальной среды	1	3
114	одно из	2	3
115	так как	7	3
116	что человек	1	3
117	я хочу	1	3
118	о себе	1	3
119	ко всем	3	3
