N	2gram	Tiupa_Anal_1	Problemy
1	и в	18	43
2	и не	21	29
3	может быть	29	23
4	как бы	5	22
5	не может	22	18
6	в пределах	2	16
7	как и	13	14
8	но и	17	14
9	и т	3	13
10	в этом	13	13
11	точки зрения	6	13
12	что он	3	13
13	в нем	3	12
14	в одном	1	12
15	слова в	1	12
16	не только	15	11
17	не в	14	11
18	по себе	4	11
19	и на	5	10
20	но в	8	10
21	как мы	2	10
22	в его	13	10
23	прежде всего	6	10
24	в сущности	6	9
25	еще не	3	9
26	он не	3	9
27	никогда не	2	9
28	т п	3	9
29	то же	9	8
30	лишь в	5	8
31	для него	2	8
32	с точки	4	8
33	и его	5	8
34	с самим	1	8
35	или в	1	8
36	перед нами	1	7
37	в самом	6	7
38	к себе	1	7
39	в то	9	7
40	и сам	2	7
41	в другом	4	7
42	в него	1	7
43	до сих	1	7
44	а не	17	7
45	о себе	1	7
46	что же	2	7
47	сих пор	1	7
48	то что	6	7
49	и наконец	1	6
50	при этом	12	6
51	не как	1	6
52	в этих	1	6
53	здесь не	2	6
54	на свой	1	6
55	о нем	3	6
56	в том	27	6
57	что ж	1	6
58	в котором	3	6
59	у него	1	6
60	в речь	2	6
61	и все	3	6
62	сам по	1	5
63	самом деле	2	5
64	чужих слов	1	5
65	но не	10	5
66	по отношению	6	5
67	хотя и	1	5
68	в себе	11	5
69	все эти	2	5
70	да и	1	5
71	таким образом	3	5
72	и с	2	5
73	было бы	2	5
74	самим собою	1	5
75	о том	5	5
76	и что	1	5
77	же время	6	5
78	к нему	3	5
79	слов и	1	5
80	мы увидим	1	5
81	так что	1	5
82	вовсе не	2	5
83	в той	8	5
84	а в	9	5
85	на фоне	2	5
86	отношению к	5	5
87	и до	2	4
88	а как	2	4
89	мы не	1	4
90	слово о	1	4
91	я не	1	4
92	с его	3	4
93	во всех	1	4
94	отличие от	6	4
95	в произведении	5	4
96	же не	1	4
97	в них	1	4
98	далеко не	6	4
99	между собою	1	4
100	должно быть	2	4
101	во время	1	4
102	в своей	6	4
103	в отличие	6	4
104	но он	1	4
105	их в	1	4
106	том же	1	4
107	авторских интенций	1	4
108	в самой	1	4
109	с другом	1	4
110	к тому	7	4
111	по мере	1	4
112	только в	6	4
113	так как	2	4
114	как раз	1	4
115	с другой	4	4
116	более того	3	4
117	то есть	11	4
118	не могут	3	4
119	друг с	1	4
120	рассказ в	1	4
121	но это	1	4
122	в результате	1	4
123	между ними	1	4
124	речи и	1	4
125	совершенно не	1	4
126	что в	5	4
127	себя как	1	3
128	также и	2	3
129	должна быть	1	3
130	обойтись без	1	3
131	мы уже	1	3
132	той же	2	3
133	в виду	1	3
134	обращен к	1	3
135	он был	1	3
136	он сам	1	3
137	художественном творчестве	1	3
138	мы будем	1	3
139	за пределы	2	3
140	в художественном	3	3
141	и к	3	3
142	более или	1	3
143	только на	1	3
144	тому же	4	3
145	самим собой	2	3
146	это не	6	3
147	такой же	2	3
148	или менее	1	3
149	в их	5	3
150	в диалоге	1	3
151	зрения и	1	3
152	даже в	3	3
153	этих трех	1	3
154	в отношении	1	3
155	на него	1	3
156	того и	3	3
157	ничего не	1	3
158	слова как	1	3
159	во всем	1	3
160	для другого	1	3
161	могут быть	4	3
162	той или	6	3
163	не менее	1	3
164	но при	1	3
165	в себя	6	3
166	так и	4	3
167	если бы	3	3
168	и даже	1	3
169	с ним	4	3
170	в различных	1	3
171	между тем	5	3
172	что и	3	3
173	и только	1	3
174	другого в	3	3
175	наконец в	1	3
176	здесь в	1	3
177	в формах	1	3
178	его в	1	3
179	тот же	1	3
180	том или	3	3
181	и ее	1	3
182	себя в	6	3
183	от автора	1	3
184	есть в	1	3
185	уже не	4	3
186	в виде	1	3
187	к самому	1	3
188	или иной	6	3
189	себя и	4	3
190	в рассказе	1	3
191	он и	1	3
192	ни на	1	3
193	все же	4	3
194	и для	1	3
195	сознания и	1	3
196	в романе	1	3
197	не знает	1	3
198	другой стороны	2	3
199	того же	4	3
200	героя в	2	3
201	же нам	1	2
202	я и	6	2
203	отношения к	2	2
204	человека и	1	2
205	самый предмет	1	2
206	и о	2	2
207	вопрос о	2	2
208	на себя	2	2
209	бы ни	2	2
210	слова о	1	2
211	мы и	1	2
212	и сами	1	2
213	быть в	1	2
214	как если	1	2
215	в сторону	1	2
216	герой не	1	2
217	отношение к	2	2
218	как в	1	2
219	которому оно	1	2
220	как нам	1	2
221	и как	5	2
222	его к	2	2
223	в точке	1	2
224	ведь я	1	2
225	в первом	2	2
226	та же	1	2
227	что это	1	2
228	в целом	5	2
229	бы не	2	2
230	из этих	2	2
231	романа но	1	2
232	отношение между	1	2
233	как он	3	2
234	к миру	1	2
235	могут оказаться	2	2
236	на том	1	2
237	внутренней речи	5	2
238	одно и	1	2
239	но все	1	2
240	а затем	1	2
241	из них	2	2
242	входит в	1	2
243	ни в	4	2
244	одна и	1	2
245	для чего	2	2
246	художественного творчества	2	2
247	автора и	3	2
248	том что	12	2
249	и при	1	2
250	в такой	1	2
251	что говорит	1	2
252	в которых	1	2
253	и другого	4	2
254	и то	2	2
255	раз и	1	2
256	одна из	1	2
257	в процессе	2	2
258	его собственного	1	2
259	его речи	1	2
260	и является	2	2
261	и эта	1	2
262	сюжета в	1	2
263	в категориях	2	2
264	отличается от	2	2
265	но к	2	2
266	здесь мы	1	2
267	для себя	2	2
268	нашей работы	1	2
269	не могу	2	2
270	особенно в	2	2
271	диалог с	1	2
272	мы наблюдаем	1	2
273	что может	1	2
274	времени и	6	2
275	для этого	2	2
276	произведения как	7	2
277	его жизни	1	2
278	автор как	1	2
279	того что	4	2
280	этом смысле	1	2
281	быть и	1	2
282	одного сознания	1	2
283	не входит	1	2
284	то и	1	2
285	имеется и	1	2
286	а то	1	2
287	его и	2	2
288	и та	2	2
289	может служить	2	2
290	ничего что	1	2
291	каждый из	2	2
292	и сознание	1	2
293	с другим	4	2
294	а с	3	2
295	и др	1	2
296	что не	3	2
297	превращается в	1	2
298	него не	1	2
299	и особенно	1	2
300	ним как	1	2
301	по своему	1	2
302	если оно	1	2
303	например в	1	2
304	этого слова	7	2
305	установки и	1	2
306	высказывания и	1	2
307	между собой	2	2
308	оглядывается на	1	2
309	человек и	1	2
310	для нас	1	2
311	в литературной	1	2
312	хотя бы	3	2
313	ни было	4	2
314	не есть	8	2
315	среди других	1	2
316	была бы	2	2
317	ее в	1	2
318	в своих	1	2
319	который не	1	2
320	в таком	3	2
321	во всяком	1	2
322	подошли к	1	1
323	смысле слова	1	1
324	же человек	1	1
325	предполагает что	1	1
326	таком случае	3	1
327	художественного произведения	5	1
328	на самом	2	1
329	он может	2	1
330	не одного	1	1
331	в чужой	1	1
332	и должны	1	1
333	и есть	3	1
334	раз во	1	1
335	между двумя	3	1
336	как необходимый	1	1
337	подхода к	3	1
338	все те	1	1
339	собственном смысле	1	1
340	и больше	1	1
341	видеть в	1	1
342	одним из	3	1
343	есть не	8	1
344	для достижения	1	1
345	о способах	1	1
346	при анализе	1	1
347	положения в	1	1
348	случае это	2	1
349	внутреннюю структуру	1	1
350	ни единого	1	1
351	он как	1	1
352	есть нечто	1	1
353	принадлежит к	1	1
354	и тем	1	1
355	сложнее и	1	1
356	героев в	1	1
357	меньшей степени	1	1
358	литературы и	1	1
359	заключенных в	1	1
360	это возможно	1	1
361	от себя	3	1
362	бы то	3	1
363	служит для	1	1
364	в сюжете	1	1
365	тем как	1	1
366	иного рода	2	1
367	установкой на	2	1
368	с одной	3	1
369	то он	2	1
370	но как	1	1
371	если в	3	1
372	художественное задание	1	1
373	в новом	2	1
374	нет и	2	1
375	учение о	1	1
376	в собственном	3	1
377	вследствие чего	1	1
378	в рамках	3	1
379	одном из	1	1
380	без другого	2	1
381	как образ	1	1
382	что действительно	1	1
383	что как	3	1
384	художественного видения	3	1
385	однако не	3	1
386	я к	1	1
387	о самом	1	1
388	точкой зрения	1	1
389	что достоевский	1	1
390	бы с	1	1
391	другого как	1	1
392	другим чужим	1	1
393	в нашем	3	1
394	которые в	2	1
395	в этой	5	1
396	сознания с	1	1
397	героя к	2	1
398	а вовсе	1	1
399	все они	1	1
400	но прежде	1	1
401	рассказе и	1	1
402	а скорее	1	1
403	одному из	2	1
404	из этой	1	1
405	высказывания на	1	1
406	читателя в	2	1
407	или иному	1	1
408	не к	2	1
409	собой не	2	1
410	что ни	1	1
411	и по	2	1
412	на этом	2	1
413	его можно	1	1
414	такая постановка	1	1
415	однако в	3	1
416	не бывает	1	1
417	от нее	1	1
418	не следует	4	1
419	этом последнем	1	1
420	слова не	1	1
421	то ни	3	1
422	что все	1	1
423	в мире	8	1
424	и внутренняя	1	1
425	проблема взаимоотношений	1	1
426	говорить не	1	1
427	с целью	2	1
428	а этот	1	1
429	за собою	1	1
430	с другими	4	1
431	как к	2	1
432	который и	1	1
433	деле в	2	1
434	по природе	3	1
435	и иных	1	1
436	я все	1	1
437	литературном произведении	1	1
438	произведении и	1	1
439	в ином	1	1
440	и романа	1	1
441	части нашей	1	1
442	все равно	1	1
443	с иной	1	1
444	в ее	1	1
445	не всегда	4	1
446	и уже	1	1
447	несмотря на	2	1
448	о чем	1	1
449	и тогда	2	1
450	остается в	1	1
451	же я	1	1
452	часть вторая	2	1
453	несет в	1	1
454	к мысли	1	1
455	ему во	1	1
456	от своего	2	1
457	речи от	1	1
458	не становится	2	1
459	произведения или	1	1
460	целого но	1	1
461	она в	1	1
462	в авторском	1	1
463	точку зрения	1	1
464	остается вне	1	1
465	его уже	1	1
466	при условии	1	1
467	по крайней	1	1
468	и эти	1	1
469	том и	2	1
470	человека но	1	1
471	высказывания в	1	1
472	а от	1	1
473	того о	1	1
474	как может	1	1
475	друг друга	1	1
476	тогда когда	2	1
477	себя свою	1	1
478	в основе	6	1
479	сознания как	1	1
480	приходится прибегать	1	1
481	он указывает	1	1
482	того чтобы	3	1
483	это еще	1	1
484	только не	2	1
485	нельзя не	1	1
486	и соответственно	4	1
487	при наличии	3	1
488	этих двух	1	1
489	по своей	6	1
490	прибегать к	1	1
491	связи с	1	1
492	к какому-нибудь	1	1
493	в сознании	2	1
494	что речь	1	1
495	только с	1	1
496	для непосредственного	1	1
497	результат тот	1	1
498	не от	1	1
499	на того	1	1
500	же самое	2	1
501	числе и	1	1
502	всего в	1	1
503	не способен	1	1
504	его с	1	1
505	служить и	1	1
506	перед его	1	1
507	на это	1	1
508	но сама	1	1
509	где он	1	1
510	особый тип	1	1
511	решается в	1	1
512	но по	1	1
513	не всякая	1	1
514	как не	1	1
515	лучше сказать	1	1
516	в классической	1	1
517	в рамки	1	1
518	если они	1	1
519	человека он	1	1
520	от бытия	1	1
521	те же	1	1
522	всегда говорит	1	1
523	не с	4	1
524	сознаний в	1	1
525	здесь как	1	1
526	произведения не	1	1
527	же эти	1	1
528	еще в	2	1
529	является в	1	1
530	в диалог	1	1
531	которая в	3	1
532	высказывание в	1	1
533	определенным образом	1	1
534	чего она	1	1
535	за пределами	2	1
536	но мы	1	1
537	на что	1	1
538	я которое	1	1
539	можно сказать	2	1
540	может не	1	1
541	я как	1	1
542	от него	1	1
543	на всех	1	1
544	адресата к	1	1
545	его смысла	1	1
546	в драме	1	1
547	этих слов	1	1
548	и во	1	1
549	во втором	1	1
550	крайней мере	1	1
551	отношения являются	1	1
552	романа в	2	1
553	человека как	1	1
554	может иметь	2	1
555	она может	3	1
556	большей или	4	1
557	на которой	1	1
558	один из	2	1
559	оно и	1	1
560	в какой	2	1
561	то в	2	1
562	ему и	1	1
563	он уже	1	1
564	всяком случае	1	1
565	но то	1	1
566	душевной жизни	2	1
567	в качестве	31	1
568	вопроса о	3	1
569	со своим	1	1
570	иной форме	1	1
571	существенное для	1	1
572	процессе его	1	1
573	или даже	1	1
574	в данной	1	1
575	за ним	1	1
576	на своего	1	1
577	возможно в	1	1
578	ни с	3	1
579	как справедливо	3	1
580	эти три	1	1
581	синтаксических и	1	1
582	как их	1	1
583	мы находим	1	1
584	сами по	2	1
585	я в	3	1
586	при всей	2	1
587	не о	2	1
588	второй части	1	1
589	не случайно	3	1
590	к чужой	1	1
591	не говорит	1	1
592	во всей	1	1
593	как будто	3	1
594	или ином	3	1
595	и позволяют	1	1
596	одного только	1	1
597	не было	1	1
598	социальной ситуации	1	1
599	были бы	1	1
600	не до	1	1
601	одной стороны	3	1
602	и т.п	5	1
603	или иначе	1	1
604	каждом из	2	1
605	не обязательно	1	1
