N	4gram	Vygotskiy__7	Komedia
1	в то время как	2	2
2	с точки зрения того	1	1
3	сомнения в том что	1	1
4	для того чтобы показать	1	1
5	с этой точки зрения	4	1
6	то же самое что	2	1
7	и там и здесь	1	1
8	в этом случае в	2	1
9	для того чтобы в	1	1
10	с самого начала не	1	1
11	с одной стороны и	3	1
12	который в свою очередь	1	1
13	в том числе и	1	1
14	с точки зрения самого	2	1
15	состоит в том что	3	1
16	но вместе с тем	1	1
17	в том что она	2	1
18	как и всякий другой	1	1
19	следует рассматривать не как	1	1
20	несмотря на то что	1	1
