N	3gram	Vinokur_St_2	FransuaR
1	то же время	1	6
2	в то же	1	6
3	до сих пор	5	4
4	в той же	1	4
5	в связи с	1	4
6	на самом деле	1	3
7	в том числе	1	3
8	в отличие от	2	3
9	для того чтобы	5	3
10	говорит об этом	2	2
11	в своем романе	1	2
12	по отношению к	1	2
13	находим и в	1	2
14	в этом отношении	9	2
15	как раз в	2	2
16	в значительной степени	2	2
17	века и в	2	2
18	по сравнению с	1	2
19	поэтому и в	1	2
20	в данном случае	1	2
21	о том что	11	2
22	в том же	2	2
23	как мы видели	1	2
24	в другом месте	2	1
25	существенно связан с	1	1
26	но как раз	1	1
27	имея в виду	1	1
28	том что в	2	1
29	дело в том	4	1
30	в комментариях к	1	1
31	и в особенности	1	1
32	в настоящее время	1	1
33	чем он думал	1	1
34	в этом случае	1	1
35	с точки зрения	2	1
36	бы то ни	2	1
37	вместо того чтобы	1	1
38	об этом в	1	1
39	за то что	2	1
40	большую роль в	1	1
41	и в области	1	1
42	в том чтобы	1	1
43	и тем же	1	1
44	то ни было	2	1
45	в высшей степени	1	1
46	и в этом	2	1
47	то что он	2	1
48	в последних двух	1	1
49	во всяком случае	3	1
50	полным правом можно	1	1
51	настоящее время можно	1	1
52	с другой стороны	3	1
53	одним и тем	1	1
54	в свое время	1	1
55	вряд ли можно	1	1
56	заключается в том	1	1
57	и вместе с	1	1
58	в свою очередь	1	1
59	что в ней	1	1
60	в одном из	3	1
61	с самого начала	3	1
62	на иностранные языки	1	1
63	выхода в свет	4	1
64	можно судить по	1	1
65	с полным правом	1	1
66	и др в	1	1
67	но все же	2	1
68	но также и	1	1
69	в том что	16	1
70	и в другом	1	1
71	внимание только на	1	1
