N	2gram	Losev_Vlad_3	StatiiOP
1	и в	40	25
2	в этом	16	24
3	в том	18	20
4	что он	5	19
5	может быть	8	19
6	тем что	5	19
7	что в	17	19
8	что это	9	16
9	том что	18	15
10	в этой	8	14
11	не только	25	12
12	в его	14	12
13	то что	28	12
14	в этих	2	11
15	так что	14	11
16	таким образом	11	10
17	прежде всего	10	10
18	и не	25	10
19	у него	24	9
20	но и	18	9
21	все это	1	8
22	о том	11	8
23	как например	2	8
24	это было	3	8
25	в своих	7	8
26	из его	1	7
27	с этим	2	7
28	это не	3	7
29	было бы	4	7
30	в то	7	7
31	не может	14	7
32	что касается	2	7
33	точки зрения	13	7
34	место в	1	6
35	и на	6	6
36	как в	1	6
37	из этих	3	6
38	интересно что	2	6
39	не в	3	6
40	только в	13	6
41	в конце	12	6
42	в россии	3	6
43	как бы	3	6
44	а в	7	6
45	как на	3	6
46	в году	10	5
47	то же	4	5
48	независимо от	3	5
49	говорит что	1	5
50	но в	4	5
51	на то	4	5
52	он не	8	5
53	об этом	6	5
54	на почве	2	5
55	ни в	10	5
56	мы имеем	3	5
57	в котором	4	5
58	потому что	11	5
59	и это	6	5
60	так и	6	5
61	в них	1	5
62	отметить что	1	5
63	с другой	5	5
64	а не	8	5
65	такого рода	4	5
66	того что	7	5
67	другой стороны	2	5
68	например в	1	4
69	в которой	2	4
70	время как	2	4
71	из которых	1	4
72	в чем	3	4
73	точка зрения	1	4
74	в общем	1	4
75	относится к	1	4
76	все же	4	4
77	не было	5	4
78	и к	2	4
79	то в	6	4
80	в целом	2	4
81	лишь в	1	4
82	этом смысле	3	4
83	и тем	3	4
84	в жизни	2	4
85	с тем	7	4
86	как и	7	4
87	у нас	5	4
88	с точки	6	4
89	ничего не	5	4
90	этом отношении	2	4
91	в каком	4	4
92	отличается от	3	4
93	в ней	5	4
94	и с	9	4
95	если бы	3	4
96	можно сказать	1	4
97	а также	8	4
98	к нему	3	4
99	мы видим	1	4
100	всего в	1	4
101	в качестве	3	4
102	и др	1	4
103	в начале	2	4
104	всяком случае	3	4
105	то время	4	4
106	xix века	6	4
107	он говорит	1	4
108	в течение	4	4
109	это есть	10	4
110	что здесь	3	4
111	в смысле	6	4
112	и для	3	4
113	но это	6	4
114	сказать что	12	4
115	в своей	9	4
116	из этого	2	4
117	во всяком	3	4
118	я и	1	3
119	он хотел	1	3
120	по мнению	4	3
121	он был	2	3
122	с его	2	3
123	в в	2	3
124	кроме того	6	3
125	в творчестве	1	3
126	что по	1	3
127	и наконец	2	3
128	все эти	5	3
129	и если	7	3
130	что этот	3	3
131	в другом	2	3
132	о которых	2	3
133	несмотря на	7	3
134	в их	2	3
135	но он	1	3
136	и более	2	3
137	на эти	2	3
138	тому что	4	3
139	во время	1	3
140	же время	2	3
141	это слово	1	3
142	связи с	2	3
143	и здесь	6	3
144	эти темы	1	3
145	что все	7	3
146	со стороны	2	3
147	на вопрос	1	3
148	и что	8	3
149	по этому	3	3
150	нельзя сказать	3	3
151	у которого	1	3
