N	3gram	Losev_Dial_4	VeschiIm
1	и т д	15	20
2	не может быть	6	18
3	это значит что	7	17
4	что иное как	8	8
5	не что иное	8	8
6	т д и	3	7
7	т е в	2	7
8	д и т	2	7
9	от всего прочего	1	6
10	может быть только	1	6
11	по крайней мере	7	6
12	не есть ни	9	6
13	в том что	9	6
14	на то что	3	6
15	вещи с ее	2	6
16	в чем же	2	5
17	содержит в себе	1	5
18	есть не что	5	5
19	в свою очередь	2	5
20	тем не менее	2	5
21	т е не	2	4
22	с точки зрения	9	4
23	и то что	1	4
24	имя не может	1	4
25	не есть только	1	4
26	что не есть	1	4
27	не только в	1	4
28	то же время	6	4
29	от того что	2	4
30	в то же	6	4
31	не есть просто	3	4
32	подобно тому как	4	3
33	что она есть	4	3
34	и не только	1	3
35	и в то	2	3
36	сам по себе	2	3
37	это значило бы	1	3
38	из того что	1	3
39	в собственном смысле	2	3
40	то и другое	2	3
41	значило бы что	1	3
42	само по себе	4	3
43	что это –	1	3
44	сама по себе	5	3
45	что в результате	1	2
46	необходимо не только	1	2
47	не может не	1	2
48	по смыслу своему	2	2
49	можно сказать что	1	2
50	это так то	1	2
51	этой точки зрения	2	2
52	уже не может	1	2
53	дело в том	1	2
54	но это значит	1	2
55	как бы ни	1	2
56	о том как	2	2
57	быть не просто	1	2
58	ничто не мешает	1	2
59	уже не есть	1	2
60	в основе своей	1	2
61	с этой точки	2	2
62	на себе следы	1	2
63	и в частности	2	2
64	ни о каком	1	2
65	в данном случае	1	2
66	того что именно	3	2
67	можно говорить о	1	2
68	и – мы	1	2
69	уже не просто	1	2
70	е в сущности	1	2
71	что же такое	1	2
72	в нем нет	1	2
73	что оно есть	2	2
74	вы говорите что	1	2
75	если это так	1	2
76	ни с чем	1	2
77	что это есть	3	2
78	и даже не	1	2
79	ни от чего	2	2
80	нечто третье что	1	2
81	никакого отношения к	2	2
82	это не есть	4	2
83	так или иначе	1	2
84	зависит только от	1	1
85	что на нем	1	1
86	я мог бы	1	1
87	мы не есть	2	1
88	вы знаете что	2	1
89	но что это	1	1
90	– в свете	2	1
91	оба эти момента	1	1
92	сознания и бытия	2	1
93	тот же самый	1	1
94	представим себе что	2	1
95	качестве одного из	1	1
96	имеется в виду	3	1
97	есть также и	1	1
98	то что я	1	1
99	что она не	1	1
100	должна быть обязательно	1	1
101	только потому что	1	1
102	нечто совершенно несводимое	1	1
103	себя и что	1	1
104	смысла и не	1	1
105	заключается не в	1	1
106	и пр но	1	1
107	только лишь как	1	1
108	все это –	4	1
109	т е абсолютная	1	1
110	а не в	1	1
111	могло не быть	1	1
112	это было бы	1	1
113	т е прежде	1	1
114	своего существования и	1	1
115	который уже не	1	1
116	было бы уже	1	1
117	делает не что	1	1
118	в этом смысле	4	1
119	есть прежде всего	3	1
120	в себе не	1	1
121	образ вещи с	1	1
122	между собою и	1	1
123	того или другого	2	1
124	сказали мы есть	1	1
125	должно было бы	1	1
126	но ясно что	1	1
127	и есть не	1	1
128	в этом случае	1	1
129	кантовского субъективизма и	1	1
130	и вот когда	1	1
131	диалектически это значит	1	1
132	от всякого инобытия	1	1
133	на первый план	1	1
134	что с точки	1	1
135	с какой стороны	1	1
136	и не может	1	1
137	в сущности в	1	1
138	в зависимости от	1	1
139	мы переходим к	1	1
140	в той же	1	1
141	как только вещь	1	1
142	для религиозного сознания	1	1
143	и значит что	1	1
144	оно и есть	2	1
145	так как мы	1	1
146	также и то	1	1
147	не есть и	1	1
148	не имеет никакого	2	1
149	потому что существует	1	1
150	в себе и	1	1
151	– мы получим	1	1
152	ни с какой	1	1
153	знания и бытия	1	1
154	е прежде всего	1	1
155	должна быть не	1	1
156	так чтобы они	1	1
157	том что тут	1	1
158	что мы уже	1	1
159	и это –	1	1
160	себе не содержит	1	1
161	слово слово –	1	1
162	что существуют только	1	1
163	как же вы	1	1
164	тем или другим	2	1
165	не будучи в	1	1
166	это и значит	1	1
167	д все это	1	1
168	и не в	1	1
169	и что это	1	1
170	есть то что	5	1
171	все же это	1	1
172	и тем не	1	1
173	она должна быть	1	1
174	хотя бы и	2	1
175	свой смысл и	1	1
176	нет ровно ничего	1	1
177	жизни и т	1	1
178	смысл т е	1	1
179	но в то	2	1
180	не может уже	1	1
181	не просто как	1	1
182	т е надо	1	1
183	я не стану	1	1
184	и есть само	1	1
185	мы не знаем	1	1
186	и этого мало	1	1
187	прежде всего сама	1	1
188	в конце концов	1	1
189	будучи в состоянии	1	1
190	мы будем говорить	1	1
191	же это и	1	1
192	же это не	1	1
193	и в этом	3	1
194	то что именно	1	1
195	тех или других	3	1
196	или по крайней	3	1
197	и как бы	1	1
198	если она есть	1	1
199	по природе своей	1	1
200	т е на	1	1
201	не в том	4	1
202	с тем или	1	1
203	в каком случае	1	1
204	в качестве одного	1	1
205	отнюдь не всегда	1	1
206	тогда когда уже	1	1
207	только так что	1	1
208	другими словами логическая	1	1
209	т д все	2	1
210	знание и не	1	1
211	не входя в	1	1
212	ни на что	2	1
213	с другой стороны	1	1
214	вещь от всего	1	1
215	речь идет о	1	1
216	именно находится в	1	1
217	есть и проявление	1	1
218	тем более не	3	1
219	есть ни просто	1	1
220	я называю эту	1	1
221	ни в каком	4	1
222	и бытия но	1	1
223	ясно что это	3	1
224	о каком бытии	1	1
225	с этим инобытием	1	1
226	вовсе не есть	1	1
227	но также и	1	1
228	в подлинном смысле	1	1
229	и тут мы	1	1
230	и вместе с	1	1
231	это и есть	4	1
232	должна быть и	1	1
233	во всех языках	1	1
234	это – только	1	1
235	имя имя есть	1	1
236	– никак не	1	1
237	о том что	1	1
238	что уже не	1	1
239	– в том	1	1
240	хотя бы в	1	1
241	не только не	1	1
242	и ее смысл	1	1
243	таково что оно	1	1
244	вопрос о том	1	1
245	и прежде всего	1	1
246	и это и	2	1
247	но все же	1	1
248	имеет под собой	2	1
249	не говорит о	3	1
250	нужно сказать что	1	1
251	для того чтобы	5	1
252	сущность и явление	1	1
253	мы имеем а	1	1
254	они – не	2	1
255	что оно не	2	1
256	допустим что мы	1	1
257	вещей и не	1	1
258	мы видим что	2	1
259	не значит что	1	1
260	вобрать в себя	1	1
261	мы сказали что	1	1
262	тех или иных	1	1
263	в отношении к	1	1
264	имеет никакого отношения	2	1
265	она есть прежде	1	1
266	от вещей и	1	1
267	она есть нечто	1	1
268	если бы было	1	1
269	т д в	1	1
270	только тогда когда	4	1
271	один путь –	1	1
272	мы еще не	1	1
273	она не есть	3	1
