N	4gram	Vygotskiy__1	KulturaY
1	и тем не менее	1	4
2	и т п в	1	2
3	в том случае если	1	2
4	с этой точки зрения	4	2
5	и т п но	1	2
6	и в самом деле	2	2
7	уже не может быть	1	2
8	точно так же как	1	2
9	т д и т	1	1
10	в той мере в	1	1
11	дело не в том	1	1
12	в таких словах как	1	1
13	только в том случае	1	1
14	в том или ином	1	1
15	не что иное как	1	1
16	в том что мы	1	1
17	том случае если бы	1	1
18	само по себе не	1	1
19	что само по себе	1	1
20	одной и той же	3	1
21	состоит в том что	1	1
22	все дело в том	1	1
23	не в том чтобы	2	1
24	но для того чтобы	1	1
25	одном и том же	1	1
26	в широком смысле слова	1	1
27	дело в том что	1	1
28	что это действительно так	1	1
29	и т п эта	1	1
30	до тех пор пока	1	1
31	той мере в какой	1	1
32	и т д и	1	1
33	а если так то	1	1
34	в то время как	5	1
35	и т п все	2	1
36	станем на точку зрения	1	1
37	заключается в том что	3	1
38	несмотря на то что	2	1
39	что на самом деле	1	1
