N	2gram	Tiupa_Teor_1	formyVre
1	и в	18	50
2	то есть	12	33
3	в романе	3	32
4	в этом	8	25
5	в нем	4	24
6	частной жизни	2	23
7	и его	8	16
8	в литературе	2	16
9	прежде всего	2	15
10	как мы	1	14
11	и не	13	14
12	в его	6	13
13	вовсе не	3	13
14	как раз	2	13
15	по существу	1	12
16	так и	10	12
17	человека и	1	11
18	то же	7	11
19	таким образом	3	11
20	может быть	17	11
21	и как	2	10
22	но в	9	10
23	времени и	2	10
24	с его	5	9
25	все эти	2	9
26	роль в	2	9
27	не только	16	9
28	в то	6	9
29	же время	5	9
30	в том	16	9
31	в конце	2	9
32	в особенности	1	9
33	и др	1	9
34	того же	3	8
35	и на	1	8
36	в самом	4	8
37	ни в	2	8
38	жизни в	2	8
39	но и	9	8
40	и их	1	8
41	как и	4	8
42	для себя	1	7
43	времени в	2	7
44	не было	1	7
45	в условиях	1	7
46	героя и	5	7
47	например в	1	6
48	между двумя	3	6
49	во всех	1	6
50	как в	5	6
51	лишь в	6	6
52	это не	2	6
53	и того	3	6
54	в их	2	6
55	так как	1	6
56	с ее	3	6
57	в ее	5	6
58	связи с	1	6
59	в жизни	2	6
60	у него	1	6
61	то что	3	6
62	человеческой жизни	1	6
63	в частности	16	6
64	не может	4	6
65	так же	2	6
66	в результате	1	6
67	отношению к	4	5
68	и до	1	5
69	еще не	4	5
70	но не	9	5
71	этого типа	1	5
72	отнюдь не	3	5
73	не в	7	5
74	он не	3	5
75	значение в	1	5
76	с самим	1	5
77	жизни но	2	5
78	одного и	3	5
79	в основе	3	5
80	того чтобы	1	5
81	точки зрения	9	5
82	не могло	2	5
83	только и	1	5
84	могут быть	4	5
85	в пределах	5	5
86	если бы	3	5
87	хронотоп в	3	5
88	до нас	1	5
89	в пространстве	2	5
90	для того	1	5
91	в связи	1	5
92	что в	9	5
93	и другие	2	5
94	и то	2	4
95	и это	2	4
96	этого мира	1	4
97	для других	1	4
98	в своем	4	4
99	то время	1	4
100	раз в	1	4
101	но на	1	4
102	время и	1	4
103	в них	2	4
104	том что	9	4
105	потому что	3	4
106	здесь не	1	4
107	было и	1	4
108	жизнь и	1	4
109	могло быть	2	4
110	только в	6	4
111	между этими	1	4
112	в хронотопе	1	4
113	и т.п	4	4
114	в присутствии	2	4
115	в той	2	4
116	своей жизни	2	4
117	все это	2	4
118	между собой	3	4
119	и для	2	4
120	том числе	2	4
121	отношения к	2	3
122	жизни поэтому	1	3
123	по преимуществу	4	3
124	есть не	1	3
125	в сущности	1	3
126	в виду	5	3
127	по отношению	4	3
128	реального исторического	1	3
129	хотя и	3	3
130	со своей	3	3
131	в себе	9	3
132	и те	1	3
133	вследствие этого	1	3
134	при этом	12	3
135	одно и	1	3
136	его в	2	3
137	входит в	1	3
138	с другими	5	3
139	и дает	1	3
140	между ними	4	3
141	в этих	3	3
142	в отношении	3	3
143	но эта	1	3
144	их в	3	3
145	жизни не	1	3
146	не могут	2	3
147	героев и	1	3
148	к тому	2	3
149	самим собою	2	3
150	в порядке	3	3
151	что и	2	3
152	во всей	1	3
153	в форме	2	3
154	один из	2	3
155	мы видим	1	3
156	одной из	2	3
157	во времени	3	3
158	и ее	3	3
159	с одной	2	3
160	в качестве	24	3
161	только на	1	3
162	в одном	2	3
163	с мотивом	1	3
164	именно в	3	3
165	себя и	1	3
166	что не	1	3
167	только к	1	3
168	более того	1	3
169	с тем	1	3
170	а не	9	3
171	мира в	1	3
172	в одно	2	3
173	на фоне	2	3
174	вместе с	2	3
175	и потому	2	3
176	или в	3	3
177	ни к	3	3
178	а в	13	3
179	не знает	3	3
180	сказать что	3	3
181	имеет место	2	3
182	они не	1	3
183	также и	1	2
184	обычно в	1	2
185	же как	1	2
186	здесь и	1	2
187	к другому	1	2
188	к нашим	1	2
189	которыми он	1	2
190	той же	1	2
191	жизни по	1	2
192	вопрос о	1	2
193	но она	2	2
194	принадлежит к	3	2
195	на себя	2	2
196	момент в	1	2
197	на них	1	2
198	в широком	1	2
199	в чем	1	2
200	совсем не	1	2
201	а только	3	2
202	не входит	1	2
203	происходит в	1	2
204	в центре	1	2
205	не входят	1	2
206	для всех	1	2
207	встречи с	1	2
208	с их	2	2
209	и к	3	2
210	имеет в	2	2
211	в целом	3	2
212	момент его	1	2
213	в нашем	4	2
214	как бы	5	2
215	всей его	1	2
216	поэтому оно	1	2
217	уже не	4	2
218	этом мире	2	2
219	и по	2	2
220	но дело	1	2
221	что все	1	2
222	об этом	2	2
223	самим собой	3	2
224	было бы	1	2
225	на почве	4	2
226	нет в	1	2
227	рядом с	1	2
228	все моменты	1	2
229	автора и	1	2
230	места в	1	2
231	для него	2	2
232	в своей	6	2
233	он должен	2	2
234	с точки	3	2
235	место в	5	2
236	в отличие	6	2
237	но он	3	2
238	друг другу	1	2
239	том же	1	2
240	по себе	1	2
241	дело в	2	2
242	никогда не	4	2
243	того и	1	2
244	в самой	2	2
245	идиллический хронотоп	1	2
246	и является	2	2
247	мире и	2	2
248	в каком	1	2
249	все то	1	2
250	числе и	1	2
251	той или	1	2
252	оно не	1	2
253	но по	1	2
254	здесь также	1	2
255	и иные	1	2
256	те же	1	2
257	здесь как	1	2
258	ту же	1	2
259	или иной	4	2
260	в глаза	2	2
261	а также	6	2
262	в значительной	1	2
263	на основе	2	2
264	во втором	3	2
265	полноту и	1	2
266	того что	4	2
267	разного рода	1	2
268	быть и	2	2
269	есть в	2	2
270	если мы	2	2
271	никто не	2	2
272	с этими	1	2
273	отношение к	5	2
274	к ним	1	2
275	отличие от	6	2
276	тем что	1	2
277	лишь один	2	2
278	и даже	2	2
279	с другой	7	2
280	не обязательно	1	2
281	далеко не	2	2
282	судьбы здесь	1	2
283	еще и	1	2
284	соответствии с	2	2
285	в соответствии	3	2
286	одной стороны	2	2
287	принадлежит не	1	2
288	других для	1	2
289	жизнь в	1	2
290	пространственных и	1	2
291	с помощью	1	2
292	и временных	1	2
293	к своему	1	2
294	в данном	8	2
295	к жизни	2	2
296	в это	1	2
297	слова и	1	2
298	в более	1	2
299	не является	4	2
300	в мировой	1	2
301	она же	1	2
302	ее в	2	2
303	личности и	4	2
304	была бы	3	2
305	совершенно не	1	2
306	в свою	3	2
307	в которой	2	2
308	можно назвать	1	2
309	и наиболее	1	1
310	я и	2	1
311	одним из	2	1
312	начинается с	1	1
313	связана с	1	1
314	в христианском	1	1
315	идет о	1	1
316	временных примет	1	1
317	тем же	1	1
318	жизни ее	1	1
319	иметь место	1	1
320	собою в	1	1
321	со всех	1	1
322	на вещи	1	1
323	и конечно	1	1
324	мы имеем	7	1
325	бы в	1	1
326	при анализе	1	1
327	только другим	1	1
328	и последующих	1	1
329	именно к	1	1
330	развернуть в	1	1
331	этим определяется	1	1
332	на себе	1	1
333	не вполне	2	1
334	это отношение	3	1
335	я не	2	1
336	как я	1	1
337	из того	1	1
338	что можно	3	1
339	о судьбе	1	1
340	всех сторон	1	1
341	роман и	2	1
342	служит для	1	1
343	место слияние	1	1
344	данном случае	5	1
345	и читателей	1	1
346	но как	1	1
347	свою жизнь	2	1
348	вступают в	1	1
349	типов но	1	1
350	времени то	1	1
351	внешних и	1	1
352	и я	1	1
353	и поэтому	1	1
354	независимо от	1	1
355	данный момент	2	1
356	человеческого бытия	2	1
357	родного дома	1	1
358	свой порядок	1	1
359	о жизни	1	1
360	перед нами	2	1
361	переживания и	1	1
362	могли бы	2	1
363	по пути	3	1
364	и сам	1	1
365	котором как	1	1
366	самом начале	2	1
367	а перед	1	1
368	моменты быта	1	1
369	и свою	1	1
370	сливается с	1	1
371	из жизни	1	1
372	что это	1	1
373	специфическом значении	3	1
374	есть для	1	1
375	из этих	3	1
376	которые в	1	1
377	в этой	3	1
378	это тот	1	1
379	частности с	1	1
380	имеем в	3	1
381	на то	1	1
382	не могла	1	1
383	в повседневном	1	1
384	образ его	1	1
385	не следует	4	1
386	он ни	1	1
387	игра с	1	1
388	литературных произведений	5	1
389	с нашим	1	1
390	образа в	1	1
391	его можно	1	1
392	с чем	1	1
393	встречаются в	1	1
394	в большой	1	1
395	без исключения	4	1
396	не бывает	1	1
397	началась и	1	1
398	значительной степени	1	1
399	здесь мы	1	1
400	могла бы	2	1
401	в мире	19	1
402	особенности в	1	1
403	это было	2	1
404	и приходит	1	1
405	особенно в	1	1
406	и непосредственное	1	1
407	ко второму	1	1
408	ближе к	1	1
409	жизни что	1	1
410	она и	1	1
411	на второй	1	1
412	жизни героя	1	1
413	когда я	1	1
414	нигде не	1	1
415	на одну	1	1
416	должно быть	1	1
417	и некоторые	2	1
418	которым человек	1	1
419	таким же	1	1
420	не становится	1	1
421	не столько	1	1
422	говорил о	1	1
423	оно стало	1	1
424	внешним то	1	1
425	своего рода	7	1
426	не путем	1	1
427	значение для	1	1
428	широком и	1	1
429	единство и	1	1
430	и внутренних	1	1
431	образом и	1	1
432	теми же	1	1
433	и более	1	1
434	с такими	1	1
435	не должно	1	1
436	произведений искусства	2	1
437	связей с	1	1
438	это случается	1	1
439	том специфическом	1	1
440	случае в	1	1
441	включен в	1	1
442	до известной	2	1
443	в таких	1	1
444	она не	1	1
445	виду что	1	1
446	дело не	2	1
447	и сама	1	1
448	и политического	1	1
449	та или	1	1
450	все без	1	1
451	слияние пространственных	1	1
452	из древнейших	1	1
453	в русском	1	1
454	своей природе	2	1
455	по своей	3	1
456	события частной	1	1
457	жизни как	4	1
458	даже самая	2	1
459	входят в	1	1
460	с которой	1	1
461	у нас	2	1
462	в момент	2	1
463	ни был	2	1
464	поэтому не	1	1
465	и такие	1	1
466	в совокупности	1	1
467	отличается от	2	1
468	в осмысленном	1	1
469	его с	1	1
470	себя только	1	1
471	механический характер	1	1
472	в каждом	1	1
473	приобретают в	1	1
474	такова в	1	1
475	было возможно	1	1
476	существенное значение	1	1
477	внутренний хронотоп	2	1
478	свою очередь	2	1
479	его поступки	1	1
480	к какой	1	1
481	в организации	2	1
482	в себя	3	1
483	степени и	1	1
484	не возникает	1	1
485	так в	4	1
486	приводит к	5	1
487	свободу и	1	1
488	в другом	3	1
489	с собой	1	1
490	из всего	1	1
491	собой в	1	1
492	одном и	1	1
493	высшая форма	1	1
494	вошел в	1	1
495	быть или	1	1
496	с человеком	1	1
497	и вещи	1	1
498	и здесь	2	1
499	в состав	6	1
500	тех кто	1	1
501	и т.д	3	1
502	о том	1	1
503	нашем случае	2	1
504	все прочие	3	1
505	мотивами в	1	1
506	не ту	1	1
507	к простому	1	1
508	мира а	1	1
509	мы понимаем	1	1
510	или иная	1	1
511	путь к	1	1
512	на ее	1	1
513	лишь путем	1	1
514	осмысленном и	1	1
515	и только	1	1
516	наконец в	1	1
517	также в	1	1
518	человека как	1	1
519	аффектов и	1	1
520	и мир	1	1
521	тот же	1	1
522	ряд произведений	1	1
523	и роман	1	1
524	природой и	1	1
525	что он	1	1
526	что даже	1	1
527	целого и	1	1
528	должен быть	1	1
529	я для	1	1
530	их не	1	1
531	жить и	2	1
532	на мир	1	1
533	по этому	1	1
534	судьба или	1	1
535	чаще всего	1	1
536	человека с	2	1
537	что из	1	1
538	себя в	6	1
539	так что	1	1
540	с нею	1	1
541	в большинстве	2	1
542	за пределами	5	1
543	является не	1	1
544	основе его	1	1
545	конкретном целом	1	1
546	или даже	4	1
547	из них	1	1
548	ведь это	1	1
549	и жизненной	1	1
550	при всей	1	1
551	человек как	1	1
552	и конкретном	1	1
553	ее на	1	1
554	на деле	2	1
555	в данный	2	1
556	говорим о	1	1
557	отведенного ему	1	1
558	никакого определенного	1	1
559	оно служит	1	1
560	являются только	1	1
561	действующих лиц	1	1
562	сама по	1	1
563	и внешнее	1	1
564	на отдельные	1	1
565	говорит о	1	1
566	к более	1	1
567	противоречие между	1	1
568	мир все	1	1
569	к третьему	1	1
570	а на	3	1
571	и составляет	3	1
572	не на	2	1
573	с которым	1	1
574	от мира	1	1
575	одну из	1	1
576	которой герой	1	1
577	о чем	1	1
578	и первый	1	1
579	и том	1	1
580	этим и	1	1
581	на которые	1	1
582	если не	1	1
583	не способна	1	1
584	наше внимание	1	1
585	мы говорим	1	1
586	в иных	1	1
587	места для	1	1
588	и приобретает	1	1
589	литературы но	1	1
590	рода и	2	1
591	его личной	1	1
592	по своему	2	1
593	другу и	1	1
594	и вот	3	1
595	типа как	1	1
596	в словах	1	1
597	ряда и	1	1
598	в ряду	1	1
599	к полноте	1	1
600	дело здесь	1	1
601	этого слова	3	1
602	сказать не	1	1
603	о своих	1	1
604	в одноименном	1	1
605	не предполагает	1	1
606	действительность в	1	1
607	это уже	1	1
608	и позволяет	1	1
609	известной степени	3	1
610	примет в	1	1
611	тем и	1	1
612	не существует	1	1
613	и от	1	1
614	не подлежит	1	1
615	хронотопе имеет	1	1
616	но внутренне	1	1
617	себя самого	1	1
618	на первый	1	1
619	не более	1	1
620	тем более	1	1
621	т.д эта	1	1
622	от всего	1	1
623	все они	1	1
624	видим в	2	1
625	с ними	1	1
626	слово в	1	1
627	литературе нового	1	1
628	с ней	1	1
629	это делает	1	1
630	от всех	1	1
631	для некоторых	1	1
632	в искусстве	6	1
633	в своих	1	1
634	героя как	1	1
635	исторического человека	1	1
