N	3gram	Potebnia_M_1	Formalny
1	с точки зрения	3	14
2	не может быть	9	14
3	на самом деле	1	12
4	в то же	3	7
5	то же время	3	7
6	во всяком случае	1	6
7	и т д	4	6
8	и т п	2	5
9	с другой стороны	5	5
10	подобно тому как	3	4
11	в связи с	1	4
12	бы то ни	2	4
13	то ни было	1	4
14	для того чтобы	2	4
15	а не в	1	3
16	по отношению к	13	3
17	все без исключения	1	3
18	в этом отношении	1	3
19	и не могут	1	3
20	с тем же	1	3
21	в том что	13	3
22	не следует что	1	2
23	в этом смысле	4	2
24	в полной силе	1	2
25	мы увидим что	3	2
26	следовательно и в	1	2
27	сами по себе	1	2
28	и не нуждается	1	2
29	может быть только	1	2
30	только то что	1	2
31	со стороны его	1	2
32	дело в том	2	2
33	мы видели что	1	2
34	мы не можем	1	2
35	так и в	3	2
36	не только не	2	2
37	как бы ни	2	2
38	не может стать	1	2
39	к тому что	2	2
40	тем не менее	6	2
41	смысле этого слова	1	2
42	как мы видели	1	2
43	но и все	1	1
44	и того же	2	1
45	а потому что	2	1
46	было бы невозможно	1	1
47	времени не может	1	1
48	ключ к разрешению	1	1
49	к одной и	1	1
50	проявляется в этих	1	1
51	так как и	1	1
52	при всем этом	1	1
53	в его состав	1	1
54	в рассмотренных нами	1	1
55	можно и должно	1	1
56	а следовательно и	1	1
57	того как мы	1	1
58	сам по себе	1	1
59	не могло бы	2	1
60	же время не	1	1
61	не совпадает с	1	1
62	предшествующим и последующим	1	1
63	друг на друга	1	1
64	из того что	1	1
65	его форм в	1	1
66	в собственном смысле	1	1
67	с тем что	3	1
68	при этом не	1	1
69	чтобы она могла	1	1
70	в данное время	1	1
71	только тем что	1	1
72	в противном случае	3	1
73	с этой точки	1	1
74	до сих пор	1	1
75	и в жизни	1	1
76	прямого отношения к	1	1
77	жизни таким образом	1	1
78	имеет место и	1	1
79	от того что	1	1
80	чтобы убедиться в	1	1
81	и что в	3	1
82	так же как	1	1
83	души и не	3	1
84	не потому что	1	1
85	из виду что	1	1
86	не только в	3	1
87	с одной стороны	3	1
88	бы ни были	1	1
89	а не иначе	1	1
90	слова так и	1	1
91	но при этом	1	1
92	так а не	1	1
93	это не так	1	1
94	и в этой	1	1
95	мере того как	3	1
96	не в том	4	1
97	от души и	1	1
98	и его форм	1	1
99	все более и	2	1
100	если они не	1	1
101	в таком случае	2	1
102	и той же	3	1
103	но так как	1	1
104	все то что	2	1
105	между тем как	1	1
106	этой точки зрения	1	1
107	о том что	1	1
108	и вообще все	1	1
109	она могла стать	1	1
110	и все же	1	1
111	убедиться в этом	1	1
112	языка и его	5	1
113	можно было бы	1	1
114	вместе с этим	1	1
115	другой стороны и	1	1
116	с самого начала	3	1
117	более и более	2	1
118	нисколько не противоречит	1	1
119	но все же	1	1
120	с тем и	1	1
121	на то что	1	1
122	одного и того	2	1
123	может быть содержанием	1	1
124	которые могут быть	1	1
125	одной и той	3	1
126	только в целом	1	1
127	сама по себе	3	1
128	и в том	3	1
129	между предшествующим и	1	1
130	это нисколько не	1	1
131	одно из необходимых	1	1
132	друг друга и	1	1
133	как и в	2	1
134	по мере того	3	1
135	не нуждается в	2	1
136	и для всякого	1	1
137	она не может	1	1
