N	3gram	Nazirov_Tv_1	Myslijsy
1	в том что	6	16
2	там же с	2	6
3	по отношению к	1	5
4	заключает в себе	1	5
5	по крайней мере	2	5
6	то же время	12	5
7	в то же	13	5
8	вместе с тем	1	4
9	с другой стороны	1	4
10	по себе а	1	4
11	не только в	2	4
12	то есть не	2	4
13	потому что не	1	3
14	до сих пор	1	3
15	что он не	1	3
16	я и не	1	3
17	с одной стороны	1	3
18	в свою очередь	1	3
19	и т д	1	3
20	тем не менее	2	3
21	в том же	1	2
22	и т п	2	2
23	не могут быть	1	2
24	как и в	1	2
25	и в самом	1	2
26	можно сказать что	2	2
27	к тому что	1	2
28	в котором нет	1	1
29	равно как и	1	1
30	не столько выражение	1	1
31	на самом деле	2	1
32	к мысли о	1	1
33	то же самое	1	1
34	нам кажется что	1	1
35	потому что я	1	1
36	может быть назван	1	1
37	что оно не	1	1
38	что как бы	1	1
39	и в других	1	1
40	сами по себе	1	1
41	и та же	2	1
42	а может быть	1	1
43	но все это	1	1
44	за то что	1	1
45	время в его	1	1
46	то и другое	1	1
47	все это в	1	1
48	из себя все	1	1
49	в данном случае	2	1
50	к вопросу о	1	1
51	себе а как	1	1
52	человека и все	1	1
53	и что в	1	1
54	одна и та	1	1
55	бросается в глаза	1	1
56	но эти слова	1	1
57	только то что	1	1
58	и содержание в	1	1
59	у него в	1	1
60	а вместе с	1	1
61	заключается в том	1	1
62	то к чему	1	1
63	о том что	5	1
64	это значит что	1	1
65	в которую не	1	1
66	таким образом и	1	1
67	значение того что	1	1
68	и в ее	1	1
69	на первый взгляд	1	1
70	к тому же	1	1
71	на наш взгляд	1	1
72	то что называют	1	1
