N	2gram	Tiupa_Anal_3	KulturaY
1	в том	9	30
2	и в	18	24
3	потому что	1	23
4	том что	12	21
5	что в	9	17
6	того чтобы	1	17
7	для того	1	16
8	было бы	3	15
9	в этом	14	14
10	точки зрения	3	14
11	может быть	9	13
12	все же	4	12
13	таким образом	4	12
14	и не	12	12
15	в его	7	12
16	не в	6	11
17	только в	2	11
18	хотя бы	1	10
19	в самом	5	10
20	не только	22	10
21	в силу	1	10
22	у нас	1	10
23	вовсе не	1	10
24	самом деле	2	9
25	с точки	2	9
26	если бы	1	9
27	о том	6	9
28	того что	1	9
29	отношению к	7	9
30	прежде всего	5	9
31	то что	2	9
32	по отношению	7	8
33	уже не	5	8
34	то же	3	8
35	том чтобы	1	8
36	тем что	2	8
37	как раз	7	8
38	а не	9	8
39	не может	2	7
40	это не	2	7
41	в них	2	7
42	не менее	4	7
43	связи с	1	7
44	так и	14	7
45	бы в	1	7
46	в качестве	12	7
47	с другой	7	7
48	с помощью	1	7
49	как бы	10	7
50	вместе с	2	7
51	мере в	2	6
52	мы имеем	5	6
53	на себе	1	6
54	зависимости от	1	6
55	в ней	2	6
56	все эти	2	6
57	при этом	11	6
58	не случайно	8	6
59	что он	4	6
60	но и	13	6
61	именно в	3	6
62	все это	3	6
63	другой стороны	5	6
64	например в	2	5
65	в зависимости	1	5
66	еще не	6	5
67	но не	7	5
68	рядом с	1	5
69	с тем	2	5
70	так сказать	2	5
71	по крайней	4	5
72	и его	13	5
73	к тому	6	5
74	к языку	1	5
75	с ним	1	5
76	между тем	5	5
77	а потому	1	5
78	крайней мере	4	5
79	еще и	3	5
80	всяком случае	2	5
81	что не	3	5
82	в той	2	5
83	в результате	5	5
84	этом отношении	3	5
85	а в	10	5
86	во всяком	2	5
87	того же	5	4
88	это и	2	4
89	и на	4	4
90	с его	8	4
91	что они	3	4
92	в рамках	3	4
93	как в	3	4
94	в целом	3	4
95	из этих	3	4
96	учение о	1	4
97	роль в	3	4
98	на то	1	4
99	в нем	2	4
100	того или	1	4
101	в данном	4	4
102	и тогда	1	4
103	тем не	2	4
104	тем самым	4	4
105	иными словами	1	4
106	и является	1	4
107	к себе	1	4
108	в пределах	4	4
109	в самой	1	4
110	внимание на	4	4
111	что и	5	4
