N	2gram	Tiupa_Narr_1	RusskieA
1	и в	19	36
2	не только	32	22
3	том что	14	19
4	что в	3	19
5	в том	18	17
6	но и	23	16
7	в этом	17	12
8	и на	3	10
9	это не	2	10
10	как и	7	10
11	как мы	3	10
12	потому что	1	10
13	об этом	1	9
14	а в	11	9
15	состоит в	13	8
16	и по	1	8
17	у нас	1	8
18	о том	6	8
19	на могилах	1	8
20	один из	3	8
21	мы увидим	1	8
22	из них	3	8
23	может быть	25	8
24	как это	6	8
25	что они	3	7
26	так и	9	7
27	между тем	3	7
28	что и	1	7
29	представляют собой	2	7
30	мы не	1	6
31	таким образом	1	6
32	при этом	9	6
33	не имеет	2	6
34	с этого	1	6
35	уже не	5	6
36	в них	1	6
37	и не	20	6
38	для нас	1	6
39	будто бы	3	6
40	то что	11	6
41	иногда и	1	5
42	как в	7	5
43	все же	7	5
44	в которых	1	5
45	как будто	3	5
46	там же	1	5
47	с ними	1	5
48	и у	1	5
49	одно из	2	5
50	как бы	4	5
51	мы имеем	2	4
52	в первый	1	4
53	еще не	7	4
54	во всех	1	4
55	что по	2	4
56	представляет собой	13	4
57	в россии	1	4
58	входит в	1	4
59	их на	1	4
60	из этих	3	4
61	в их	1	4
62	что этот	1	4
63	вплоть до	2	4
64	а иногда	2	4
65	одна из	3	4
66	связи с	4	4
67	что на	2	4
68	к тому	7	4
69	тем что	3	4
70	а с	3	4
71	и др	2	4
72	в тех	1	4
73	того что	1	4
74	по существу	2	4
75	но это	1	4
76	в связи	2	4
77	как уже	1	4
78	не может	10	4
79	только в	4	4
80	как правило	4	3
81	своего рода	12	3
82	если в	3	3
83	в своем	2	3
84	что это	3	3
85	на этом	1	3
86	то же	4	3
87	но все	4	3
88	по домам	1	3
89	далеко не	5	3
90	несмотря на	2	3
91	точки зрения	10	3
92	таким же	1	3
93	с точки	2	3
94	на руси	1	3
95	тем не	3	3
96	их в	1	3
97	не менее	3	3
98	этого момента	1	3
99	ничего не	2	3
100	в поле	1	3
101	приводит к	2	3
102	к жизни	1	3
103	не с	3	3
104	начиная с	1	3
105	то есть	19	3
106	а также	7	3
107	связаны с	1	3
108	полагая что	1	3
109	в качестве	21	3
110	слова в	1	3
111	в области	2	3
112	о чем	2	3
113	по происхождению	1	3
114	так же	2	3
115	в это	1	3
116	этого слова	2	3
117	и к	1	3
118	в свою	3	3
119	как известно	2	2
120	например в	2	2
121	переход от	4	2
122	между двумя	5	2
123	за все	1	2
124	к другому	2	2
125	но она	1	2
126	что иное	2	2
127	на себя	3	2
128	как не	1	2
129	в ней	3	2
130	иное как	2	2
131	на самом	1	2
132	но не	5	2
133	христа в	1	2
134	тогда как	12	2
135	отнюдь не	5	2
136	независимо от	2	2
137	что именно	2	2
138	мы можем	1	2
139	хотя и	3	2
140	и как	5	2
141	но в	6	2
142	та же	2	2
143	в целом	1	2
144	все эти	2	2
145	и до	2	2
146	для обозначения	1	2
147	в нем	4	2
148	имело место	1	2
149	в силу	4	2
150	его от	1	2
151	в году	1	2
152	же не	4	2
153	и с	4	2
154	в один	1	2
155	в западной	1	2
156	представляла собой	1	2
157	как символ	1	2
158	и более	1	2
159	том же	1	2
160	она не	2	2
161	у него	4	2
162	именно с	1	2
163	детей и	1	2
164	встречаются в	1	2
165	и здесь	1	2
166	могут быть	3	2
167	они и	1	2
168	существенного значения	1	2
169	имеет место	4	2
170	как они	1	2
171	свою очередь	3	2
172	что у	2	2
173	с ним	1	2
174	на что	1	2
175	в различных	1	2
176	в его	9	2
177	них в	1	2
178	к ней	1	2
179	не случайно	2	2
180	в какой	2	2
181	в разные	1	2
182	его и	1	2
183	в прошлом	3	2
184	не было	2	2
185	в особенности	4	2
186	себя и	2	2
187	равной степени	1	2
188	и пр	1	2
189	не на	2	2
190	а не	12	2
191	его как	2	2
192	в частности	14	2
193	в равной	1	2
194	и потому	2	2
195	западной европе	1	2
196	быть и	1	2
197	между собой	2	2
198	и для	2	2
199	или в	2	2
200	когда он	3	2
201	не что	2	2
202	границы между	1	1
203	также и	1	1
204	же как	3	1
205	таком случае	2	1
206	переходит к	1	1
207	за городом	1	1
208	но смысл	1	1
209	самом деле	2	1
210	которого было	1	1
211	значении этого	3	1
212	только потому	1	1
213	в первом	3	1
214	характерное для	1	1
215	на две	1	1
216	и ее	2	1
217	должна быть	2	1
218	видеть в	1	1
219	с таким	1	1
220	формы их	1	1
221	и за	1	1
222	по его	1	1
223	и могут	1	1
224	приходит к	2	1
225	мы уже	1	1
226	что если	1	1
227	этом не	1	1
228	приводят к	1	1
229	говорить о	2	1
230	ему в	2	1
231	которое в	1	1
232	не знают	1	1
233	а далее	1	1
234	того же	1	1
235	и он	3	1
236	в отличие	5	1
237	на них	1	1
238	в чем	1	1
239	истории в	3	1
240	с его	6	1
241	не отличается	2	1
242	изучались в	1	1
243	после смерти	2	1
244	не все	5	1
245	в сказке	1	1
246	ответ на	1	1
247	по отношению	7	1
248	в общем	1	1
249	с совершенно	1	1
250	очевидно что	1	1
251	отличие от	5	1
252	а третий	1	1
253	в различные	1	1
254	что касается	2	1
255	перед нами	4	1
256	времени когда	1	1
257	и наконец	1	1
258	в меру	1	1
259	от этого	1	1
260	поэтому и	1	1
261	из жизни	1	1
262	не оставляет	1	1
263	ни одна	1	1
264	то и	1	1
265	в себе	8	1
266	смысла но	1	1
267	сливаются в	1	1
268	забыт и	1	1
269	тому же	5	1
270	в случае	7	1
271	дает следующую	1	1
272	что было	1	1
273	он не	3	1
274	не как	2	1
275	собой не	2	1
276	в начале	1	1
277	однако он	1	1
278	подобно тому	2	1
279	не бывает	1	1
280	здесь мы	1	1
281	по-видимому не	1	1
282	что все	1	1
283	в совершенно	1	1
284	о котором	1	1
285	те же	4	1
286	его в	2	1
287	после обеда	1	1
288	должен был	1	1
289	и тем	4	1
290	ни в	3	1
291	в этой	5	1
292	выступать в	1	1
293	жизни то	1	1
294	дела и	1	1
295	не всегда	2	1
296	он и	1	1
297	мы видели	1	1
298	вверх и	1	1
299	оно имеет	1	1
300	в развитии	1	1
301	зато в	1	1
302	и того	1	1
303	одного и	1	1
304	себя внимание	3	1
305	и при	1	1
306	год а	2	1
307	необходимо указать	1	1
308	место в	1	1
309	не столько	4	1
310	очевидным и	1	1
311	точку зрения	4	1
312	теми же	1	1
313	при рассмотрении	1	1
314	не могли	1	1
315	любви и	1	1
316	при всех	2	1
317	в то	3	1
318	не о	3	1
319	дело не	1	1
320	дело в	1	1
321	не по	1	1
322	было не	1	1
323	в основе	5	1
324	к изучению	1	1
325	иметь в	1	1
326	с некоторой	1	1
327	вытекает из	1	1
328	и позднейшей	1	1
329	каждый из	2	1
330	в тексте	16	1
331	и его	5	1
