N	2gram	Tiupa_Disk_1	FransuaR
1	и в	16	29
2	то есть	20	21
3	таким образом	3	20
4	и не	11	16
5	в эпоху	5	15
6	в этой	2	13
7	и все	2	13
8	но в	8	12
9	как и	16	12
10	и т.п	12	12
11	и на	5	11
12	в этом	15	11
13	так и	8	11
14	то же	7	10
15	не только	28	10
16	во время	1	10
17	в то	3	10
18	как мы	2	10
19	в конце	1	9
20	но и	14	9
21	же время	4	8
22	и его	2	8
23	в его	7	8
24	прежде всего	11	8
25	как бы	5	8
26	в них	4	7
27	мы видели	1	7
28	в том	23	7
29	еще и	1	7
30	в сущности	2	6
31	этот процесс	1	6
32	своего рода	8	6
33	здесь в	2	6
34	в большинстве	1	6
35	из них	3	6
36	это и	1	5
37	и до	1	5
38	что это	1	5
39	в нем	9	5
40	большинстве случаев	1	5
41	в своей	5	5
42	до конца	1	5
43	и о	4	5
44	это не	3	5
45	далеко не	10	5
46	сказать что	3	5
47	и по	2	5
48	того же	3	5
49	также и	3	4
50	на самом	1	4
51	и есть	2	4
52	в которой	1	4
53	еще не	14	4
54	с его	4	4
55	с помощью	1	4
56	в нашем	1	4
57	точки зрения	3	4
58	но они	2	4
59	в результате	1	4
60	в литературе	2	4
61	и одновременно	2	4
62	что он	4	4
63	тем что	3	4
64	с другой	10	4
65	и др	2	4
66	по своему	3	4
67	но это	1	4
68	один из	3	4
69	перед нами	3	4
70	то что	5	4
71	по преимуществу	1	3
72	и за	1	3
73	той же	1	3
74	в чем	1	3
75	но как	2	3
76	как к	2	3
77	в своем	6	3
78	и как	6	3
79	более или	2	3
80	в себе	7	3
81	при этом	13	3
82	он не	1	3
83	всех этих	1	3
84	и сам	1	3
85	своего времени	2	3
86	подобно тому	2	3
87	в году	2	3
88	особенно в	1	3
89	том что	19	3
90	или менее	2	3
91	свою речь	1	3
92	образом и	1	3
93	самого начала	1	3
94	по своей	11	3
95	они были	1	3
96	и вполне	1	3
97	основываясь на	1	3
98	с ее	2	3
99	здесь не	1	3
100	в ее	3	3
101	с самого	1	3
102	роль в	7	3
103	образом в	1	3
104	там же	1	3
105	к нему	1	3
106	отметить что	1	3
107	того что	3	3
108	что здесь	1	3
109	с ними	1	3
110	на языке	1	3
111	в качестве	34	3
112	за счет	1	3
113	и других	1	3
114	и их	1	3
115	в известной	1	3
116	том числе	2	3
117	мы можем	1	3
118	не случайно	1	3
119	средних веков	1	3
120	и даже	3	3
121	некоторые из	1	3
122	тому как	3	3
123	все же	3	3
124	у них	1	3
125	другой стороны	3	3
126	в частности	9	3
127	одновременно и	2	3
128	как известно	1	2
129	и то	1	2
130	которое не	1	2
131	в виду	2	2
132	на них	1	2
133	в различных	2	2
134	с одной	9	2
135	но не	11	2
136	если в	1	2
137	что они	1	2
138	вследствие чего	1	2
139	в одной	3	2
140	как в	10	2
141	хотя и	2	2
142	и к	4	2
143	так сказать	2	2
144	на его	4	2
145	время и	1	2
146	новое и	1	2
147	на этом	2	2
148	может быть	17	2
149	этом он	1	2
150	этих форм	1	2
151	для своей	1	2
152	и мы	1	2
153	в жизни	1	2
154	соответствии с	2	2
155	правильного понимания	1	2
156	со своими	1	2
157	не мог	1	2
158	в этих	1	2
159	бы на	1	2
160	и при	1	2
161	наших дней	2	2
162	в котором	5	2
163	с точки	1	2
164	в их	5	2
165	не столько	1	2
166	мир и	1	2
167	принадлежат к	3	2
168	дело в	1	2
169	но она	1	2
170	но здесь	1	2
171	но только	1	2
172	никогда не	2	2
173	общие черты	1	2
174	связи с	4	2
175	как будто	1	2
176	числе и	2	2
177	к тому	5	2
178	если же	1	2
