N	2gram	Ircho_Kome_1	Formalny
1	т е	13	32
2	и не	8	30
3	вовсе не	2	28
4	и в	22	27
5	может быть	9	25
6	не может	2	24
7	так и	5	21
8	и его	8	19
9	в этом	3	18
10	таким образом	8	18
11	точки зрения	4	16
12	то же	6	15
13	в нем	4	15
14	на самом	1	14
15	как и	9	14
16	не в	6	12
17	и т	9	11
18	в самом	2	11
19	в жизни	1	11
20	не могут	1	10
21	место в	3	10
22	но и	11	10
23	в действительности	2	9
24	не только	10	9
25	так как	4	9
26	так же	3	9
27	отнюдь не	1	8
28	как бы	1	8
29	при этом	5	8
30	ни в	6	8
31	как мы	4	8
32	только в	3	8
33	как раз	3	8
34	то что	2	8
35	и все	3	8
36	что в	6	8
37	тем же	1	7
38	с тем	1	7
39	не менее	3	7
40	же время	4	7
41	потому что	5	7
42	его в	3	7
43	между тем	5	7
44	в его	5	7
45	в том	11	7
46	для них	2	7
47	все это	5	7
48	совершенно не	1	7
49	в то	10	7
50	здесь и	2	6
51	еще не	2	6
52	но в	4	6
53	т д	4	6
54	и ее	3	6
55	всяком случае	2	6
56	и теперь	2	6
57	было бы	2	6
58	в литературе	1	6
59	что он	6	6
60	с другой	5	6
61	вместе с	2	6
62	в данном	1	6
63	все же	3	6
64	и для	1	6
65	бы в	1	6
66	хотя бы	1	6
67	в своих	2	6
68	во всяком	2	6
69	в зависимости	1	5
70	зависимости от	1	5
71	совсем не	2	5
72	но не	2	5
73	в истории	5	5
74	независимо от	2	5
75	что именно	1	5
76	в каждом	1	5
77	ни было	2	5
78	того чтобы	1	5
79	в ней	1	5
80	что они	4	5
81	в дальнейшем	1	5
82	в идеологическом	1	5
83	говорит он	1	5
84	большинстве случаев	1	5
85	т п	5	5
86	друг друга	1	5
87	тем что	4	5
88	именно так	1	5
89	и потому	1	5
90	тому как	1	5
91	что же	1	5
92	и формы	2	5
93	в результате	4	5
94	другой стороны	5	5
95	можно говорить	1	4
96	мы не	3	4
97	он был	2	4
98	бы то	2	4
99	как в	5	4
100	и как	3	4
101	в целом	3	4
102	и те	1	4
103	на ее	1	4
104	бы ни	1	4
105	подобно тому	1	4
106	то ни	2	4
107	данном случае	1	4
108	мы знаем	2	4
109	том что	12	4
110	по себе	1	4
111	мы можем	4	4
112	могут быть	3	4
113	к тому	6	4
114	роль в	1	4
115	следовательно и	1	4
116	о том	8	4
117	уже в	5	4
118	в большинстве	1	4
119	только на	1	4
120	следует что	1	4
121	содержания и	1	4
122	для того	1	4
123	со стороны	2	4
124	прежде всего	5	4
125	материал в	1	4
126	до конца	2	4
127	мы видели	2	4
128	как это	3	4
129	да и	3	4
130	слова и	1	4
131	обстоит дело	1	4
132	жизни и	1	4
133	они не	1	4
134	формы и	1	3
135	одним из	1	3
136	же как	3	3
137	того же	2	3
138	мы уже	1	3
139	той же	1	3
140	мы и	1	3
141	и на	3	3
142	в которых	1	3
143	столь же	2	3
144	во всех	1	3
145	а и	1	3
146	нового и	1	3
147	что это	1	3
148	прием как	1	3
149	в себе	2	3
150	не следует	2	3
151	и с	3	3
152	те же	1	3
153	и тем	2	3
154	ее в	2	3
155	в этих	1	3
156	никаких оснований	1	3
157	и более	1	3
158	по отношению	3	3
159	тому что	1	3
