N	2gram	Bakhtin_fo_2	FransuaR
1	и в	46	56
2	то есть	10	24
3	в романе	13	21
4	в его	8	18
5	таким образом	3	17
6	все эти	5	15
7	романе рабле	5	15
8	в этом	22	14
9	рабле и	5	14
10	в том	10	13
11	так и	7	13
12	у рабле	18	13
13	он был	2	12
14	в то	5	12
15	и его	12	12
16	то же	8	11
17	вещей и	7	11
18	в них	7	11
19	в этих	3	11
20	и т.п	2	11
21	до конца	2	11
22	как бы	10	11
23	и до	2	10
24	мы уже	9	10
25	еще не	6	10
26	же время	4	10
27	в эпоху	4	10
28	в самом	1	9
29	и не	9	9
30	только в	11	9
31	рабле в	11	9
32	но и	9	9
33	в сущности	2	8
34	во всех	11	8
35	не только	11	8
36	в нем	5	8
37	и с	6	8
38	и их	4	8
39	и даже	3	8
40	до сих	2	8
41	и др	5	8
42	по своему	2	8
43	сих пор	2	8
44	все это	6	8
45	том что	4	8
46	и на	7	7
47	в большинстве	3	7
48	уже говорили	4	7
49	как мы	6	7
50	четвертой книги	7	7
51	у него	9	7
52	в частности	5	7
53	в ее	1	6
54	в этой	2	6
55	но в	10	6
56	эпохи и	2	6
57	на его	1	6
58	точки зрения	10	6
59	вовсе не	13	6
60	мы видим	2	6
61	связи с	8	6
62	большинстве случаев	3	6
63	прежде всего	14	6
64	в той	2	6
65	самого рабле	1	6
66	все они	3	6
67	и все	6	6
68	потому что	8	6
69	с ее	1	5
70	рабле но	2	5
71	третьей книге	1	5
72	с его	1	5
73	но не	5	5
74	в пределах	5	5
75	он не	5	5
76	так сказать	7	5
77	роль в	3	5
78	мы видели	2	5
79	такой же	1	5
80	во время	10	5
81	в отношении	2	5
82	четвертой книге	1	5
83	никогда не	6	5
84	говорили что	1	5
85	один из	2	5
86	ни с	1	5
87	не было	3	5
88	как и	8	5
89	в условиях	1	5
90	в результате	1	5
91	что в	5	5
92	между вещами	3	5
93	есть и	4	5
94	и другие	3	5
95	они не	1	5
96	ту же	2	4
97	например в	1	4
98	и потому	2	4
99	они были	2	4
100	в ней	1	4
101	не был	2	4
102	за пределы	1	4
103	и к	2	4
104	в которой	1	4
105	в главе	7	4
106	в себе	4	4
107	при этом	6	4
108	их в	4	4
109	что все	2	4
110	переходим к	3	4
111	и ее	1	4
112	и более	2	4
113	одна из	1	4
114	того чтобы	8	4
115	по своей	1	4
116	во всем	1	4
117	и несколько	2	4
118	форм и	1	4
119	в духе	2	4
120	наконец в	2	4
121	образы и	1	4
122	в совершенно	3	4
123	и явлениями	1	4
124	вещи и	2	4
125	времени и	1	4
126	и которые	1	4
127	и других	2	4
128	о том	4	4
129	и вещей	3	4
130	же характер	1	4
131	с одной	2	4
132	в качестве	3	4
133	конечно не	4	4
134	так как	6	4
135	в особенности	6	4
136	романа рабле	5	4
137	в изображении	1	4
138	рабле не	5	4
139	в эпизоде	7	4
140	пор еще	1	4
141	в основе	6	4
142	в их	3	3
143	и рабле	1	3
144	третьей книги	5	3
145	конечно и	1	3
146	время в	1	3
147	в четвертой	1	3
148	явлениями и	1	3
149	связи и	1	3
150	в своем	5	3
151	кроме того	3	3
152	и наконец	6	3
153	его к	1	3
154	всех этих	7	3
155	и самый	2	3
156	слова и	3	3
157	распространены в	1	3
158	не мог	2	3
159	имен и	1	3
160	эпизоде с	4	3
161	не в	9	3
162	но он	2	3
163	в таких	1	3
164	и почти	2	3
165	новое и	3	3
166	на волю	1	3
167	можно видеть	1	3
168	в форме	3	3
169	во все	2	3
170	другом месте	2	3
171	рядом с	2	3
172	здесь мы	3	3
173	рабле все	1	3
174	вещами и	3	3
175	и о	2	3
176	рабле на	1	3
177	характер и	1	3
178	мы наблюдаем	3	3
179	в другом	3	3
180	в образе	4	3
181	и здесь	1	3
182	и т.д	1	3
183	все его	4	3
184	а также	3	3
185	времени в	7	3
186	между тем	1	3
187	существенную роль	1	3
188	ii гл	12	3
189	в литературе	2	3
190	брата жана	1	3
191	здесь с	1	3
192	так что	4	3
193	эти образы	2	3
194	идеологии и	1	3
195	уже не	3	3
196	был бы	1	3
197	что и	3	3
198	может быть	7	3
199	здесь в	6	3
200	еще и	1	3
201	в некоторых	2	3
202	более того	1	3
203	не на	3	3
204	сказать что	1	3
205	там где	2	3
206	и средневековой	1	3
207	с помощью	3	3
208	не были	2	3
209	образом и	1	3
210	со всею	1	3
211	он видел	1	3
212	в связи	8	3
213	в настоящее	1	3
214	бы в	1	3
215	то что	7	3
216	том числе	3	3
217	также и	4	2
218	и то	1	2
219	самом деле	1	2
220	на самом	1	2
221	в средние	3	2
222	по преимуществу	1	2
223	действительности и	1	2
224	был и	1	2
225	их и	1	2
226	в раблезианском	1	2
227	для своего	1	2
228	мы не	1	2
229	названия и	1	2
230	почти все	3	2
231	и стиль	2	2
232	и явлений	6	2
233	первый план	2	2
234	взгляде на	1	2
235	с другой	2	2
236	раблезианского мира	1	2
237	совсем не	2	2
238	гаргантюа и	2	2
239	эпизод с	1	2
240	значение и	4	2
241	себе и	1	2
242	что они	4	2
243	все остальные	1	2
244	хотя и	3	2
245	когда он	1	2
246	целый ряд	3	2
247	и как	3	2
248	бы и	1	2
249	в нашем	1	2
250	отчасти и	3	2
251	еще один	1	2
252	смеха в	1	2
253	и те	1	2
254	с народной	1	2
255	и еще	1	2
256	в виде	1	2
257	не как	1	2
258	картины мира	2	2
259	рабле с	1	2
260	людей и	2	2
261	так например	1	2
262	связей в	1	2
263	в мире	4	2
264	этих форм	5	2
265	его в	6	2
266	здесь как	1	2
267	смеха и	2	2
268	по всему	3	2
269	ни в	1	2
270	превращаются в	1	2
271	кн ii	14	2
272	монастырский виноградник	1	2
273	с тем	2	2
274	кн iii	4	2
275	он и	1	2
276	несмотря на	1	2
277	всему роману	1	2
278	для него	3	2
279	в своей	1	2
280	реальной и	1	2
281	в котором	4	2
282	с точки	8	2
283	с горчицей	2	2
284	в которых	3	2
285	далеки от	1	2
286	образы эти	1	2
287	друг другу	2	2
288	если бы	1	2
289	и эти	1	2
290	не могли	3	2
291	вернемся к	3	2
292	на котором	2	2
293	дело в	1	2
294	рабле мы	2	2
295	и вещи	1	2
296	этом процессе	1	2
297	особое значение	2	2
298	что на	3	2
299	мы встречаем	1	2
300	начиная с	1	2
301	с исключительной	1	2
302	похож на	2	2
303	числе и	2	2
304	той или	1	2
305	с такою	2	2
306	существенное значение	1	2
307	данном случае	1	2
308	и явления	1	2
309	культуры и	1	2
310	то время	1	2
311	картина мира	2	2
312	и совершенно	3	2
313	и сам	1	2
314	с собой	1	2
315	в борьбе	3	2
316	могла быть	1	2
317	с ним	4	2
318	второй книги	2	2
319	мире в	1	2
320	этих условиях	1	2
321	его жизни	4	2
322	можно сказать	2	2
323	в значительной	1	2
324	в национальном	1	2
325	и во	6	2
326	и были	1	2
327	вся эта	1	2
328	этот момент	1	2
329	на одном	1	2
330	при взгляде	1	2
331	носит чисто	1	2
332	жана и	1	2
333	и точным	1	2
334	было бы	2	2
335	что он	3	2
336	это не	2	2
337	вопрос об	1	2
338	образов в	1	2
339	уже в	4	2
340	этому вопросу	1	2
341	из них	8	2
342	характерно что	2	2
343	iii гл	4	2
344	точка зрения	3	2
345	в одном	7	2
346	к ним	2	2
347	смерти и	4	2
348	для того	8	2
349	момент в	1	2
350	и панурга	1	2
351	со смехом	3	2
352	интерес к	1	2
353	связан с	1	2
354	значение имеет	2	2
355	человека и	4	2
356	этих образов	2	2
357	эпоху возрождения	3	2
358	далеко не	2	2
359	в киеве	1	2
360	смерти героев	3	2
361	романа в	2	2
362	пародии на	1	2
363	них и	1	2
364	одной стороны	1	2
365	а на	2	2
366	засуха и	1	2
367	его как	1	2
368	точек зрения	1	2
369	у всех	2	2
370	рабле как	1	2
371	не может	2	2
372	и возрождения	1	2
373	вместе с	9	2
374	так же	2	2
375	рабле так	1	2
376	в данном	2	2
377	а не	4	2
378	времени с	1	2
379	в речи	1	2
380	особенности на	1	2
381	с этой	4	2
382	весь этот	1	2
383	благодаря этому	1	2
384	но это	2	2
385	все же	6	2
386	и для	9	2
387	мы найдем	1	2
388	мира и	9	2
389	в бретани	1	2
390	основе их	1	2
391	а в	3	2
392	между ними	2	2
393	связанный с	1	2
394	другой стороны	1	2
395	средние века	3	2
396	от всех	1	2
397	брат жан	2	2
398	пантагрюэля в	1	2
399	точностью и	1	2
400	к этому	3	2
401	он часто	1	2
402	смысле слова	2	1
403	с природой	1	1
404	то на	1	1
405	говоря о	1	1
406	и цельного	1	1
407	в обычном	1	1
408	ряд как	1	1
409	в этот	3	1
410	начинается с	1	1
411	того же	3	1
412	гл xlviii	1	1
413	роль играет	1	1
414	сил и	1	1
415	идет о	1	1
416	сказал грангузье	1	1
417	бесконечно далеки	1	1
418	тем же	2	1
419	фольклора и	1	1
420	из самых	2	1
421	явления и	2	1
422	они вовсе	1	1
423	почти всегда	2	1
424	он всегда	1	1
425	в какой-то	1	1
426	времени он	2	1
427	в германии	1	1
428	а как	1	1
429	и свой	1	1
430	большую роль	1	1
431	вопрос о	1	1
432	со смертью	1	1
433	события ее	1	1
434	он как	1	1
435	вступают в	2	1
436	равно как	2	1
437	для рабле	2	1
438	вместо того	1	1
439	ему в	3	1
440	реальным и	1	1
441	подчеркнуть что	1	1
442	форм мы	1	1
443	que grand	1	1
444	и официальной	1	1
445	более глубокий	1	1
446	в народном	1	1
447	длинное рассуждение	1	1
448	по этому	1	1
449	между собой	1	1
450	напротив они	1	1
451	пока они	1	1
452	в салате	1	1
453	оно ни	1	1
454	в чем	1	1
455	этого эпизода	1	1
456	но конечно	1	1
457	а следовательно	3	1
458	в перечисленных	1	1
459	как у	3	1
460	мы еще	3	1
461	землю и	1	1
462	и принципиальной	1	1
463	эпохи мы	1	1
464	о смерти	2	1
465	но когда	1	1
466	тогда еще	1	1
467	для других	3	1
468	и стиле	1	1
469	значение для	2	1
470	и речи	1	1
471	большое значение	2	1
472	контексте в	2	1
473	себя в	1	1
474	образов но	1	1
475	эту борьбу	1	1
476	одного момента	2	1
477	одного и	1	1
478	встречаем ту	1	1
479	в одной	2	1
480	как в	4	1
481	романе однако	1	1
482	из уст	1	1
483	для всех	1	1
484	телесной жизни	4	1
485	путь в	1	1
486	он широко	1	1
487	и точность	2	1
488	они дают	1	1
489	характер носит	4	1
490	что по	1	1
491	такое перечисление	1	1
492	вот из	1	1
493	главных героев	2	1
494	в бурже	1	1
495	голову в	1	1
496	гаргантюа в	1	1
497	пример в	1	1
498	рабле перечисляет	1	1
499	не можем	1	1
500	та же	3	1
