N	3gram	Potebnia_M_2	RusskieA
1	в том что	7	15
2	и т д	3	9
3	состоит в том	1	8
4	вместе с тем	1	6
5	в этом случае	1	5
6	и в других	1	4
7	в связи с	1	4
8	о том что	1	4
9	мы не можем	3	3
10	тем не менее	5	3
11	не только по	2	2
12	ни одно из	1	2
13	но это не	1	2
14	и связанные с	1	2
15	один из них	1	2
16	все же не	1	2
17	друг к другу	1	2
18	но тем не	3	2
19	в свою очередь	6	2
20	не только на	1	2
21	но все же	1	2
22	в большинстве случаев	1	2
23	после того как	2	2
24	во многих случаях	1	2
25	что в истории	1	1
26	в нашем сознании	1	1
27	только потому что	2	1
28	одном и том	1	1
29	то есть когда	1	1
30	и того же	6	1
31	на самом деле	2	1
32	подобно тому как	4	1
33	но и по	1	1
34	вероятно что в	1	1
35	т д и	1	1
36	тот же корень	1	1
37	в таком случае	2	1
38	связанные с этим	2	1
39	как это часто	1	1
40	что не только	1	1
41	в собственном смысле	1	1
42	и т п	3	1
43	при этом не	1	1
44	слов для обозначения	1	1
45	в значении этого	1	1
46	каждый из этих	1	1
47	можно думать что	2	1
48	тогда как в	2	1
49	не потому что	1	1
50	и том же	1	1
51	и в нашем	1	1
52	имеет ничего общего	1	1
53	в отличие от	1	1
54	и в этом	1	1
55	во всех этих	1	1
56	и как бы	1	1
57	вероятно потому что	1	1
58	во всяком случае	7	1
59	в народной поэзии	1	1
60	замечается и в	1	1
61	в одно целое	2	1
62	не имеет ничего	1	1
63	одно из них	1	1
64	с а а	1	1
65	в одном и	1	1
66	в то время	4	1
67	ничего общего с	1	1
68	в одном из	1	1
69	с тем что	1	1
70	так как это	1	1
71	что дело в	1	1
72	в чем именно	1	1
73	вопрос о том	1	1
74	для обозначения одного	1	1
75	на то что	3	1
76	одного и того	6	1
77	что во время	1	1
78	у нас в	1	1
79	как и в	1	1
80	что и в	1	1
81	обозначения одного и	1	1
82	только тогда когда	2	1
