N	2gram	Losev_Prob_1	Vvedenie
1	и т	11	42
2	т д	10	36
3	т е	1	35
4	и в	32	32
5	в том	9	31
6	в этом	19	30
7	том что	12	26
8	может быть	14	26
9	не только	17	22
10	для того	8	21
11	того чтобы	9	20
12	таким образом	6	19
13	также и	11	18
14	то что	42	16
15	потому что	16	15
16	так как	11	15
17	не может	8	14
18	в самом	6	13
19	в нем	13	13
20	о том	11	13
21	со стороны	1	13
22	в их	4	12
23	в общем	1	12
24	в его	6	12
25	того что	7	12
26	только в	7	12
27	и не	31	12
28	как на	1	12
29	как мы	7	11
30	в ее	3	11
31	ясно что	3	11
32	в данном	9	11
33	что такое	6	11
34	что в	12	10
35	то же	10	9
36	в истории	4	9
37	и как	6	9
38	но в	14	9
39	по себе	15	9
40	как об	1	9
41	между тем	2	9
42	этом смысле	6	9
43	а только	5	8
44	это не	6	8
45	не в	4	8
46	тем не	18	8
47	не менее	19	8
48	с другой	3	8
49	именно в	4	8
50	самом деле	6	7
51	вопрос о	1	7
52	но не	9	7
53	все же	1	7
54	было бы	8	7
55	точки зрения	3	7
56	уже и	3	7
57	можно было	3	7
58	как нечто	8	7
59	прежде всего	10	7
60	о котором	1	7
61	только как	1	7
62	смысле слова	7	6
63	и это	9	6
64	из этих	2	6
65	как он	4	6
66	том чтобы	1	6
67	области действительности	1	6
68	его в	6	6
69	с тем	5	6
70	как и	3	6
71	вовсе не	35	6
72	в то	6	6
73	в качестве	2	6
74	тем что	7	6
75	не могут	2	6
76	о природе	1	6
77	один из	4	6
78	этот вопрос	1	6
79	и его	3	6
80	и даже	11	6
81	до сих	3	6
82	но и	9	6
83	а именно	12	6
84	сих пор	3	6
85	все это	7	6
86	хотя бы	3	6
87	одним из	1	5
88	иное как	2	5
89	или вообще	2	5
90	так например	1	5
91	об этом	10	5
92	на почве	1	5
93	и тем	13	5
94	данном случае	8	5
95	в них	7	5
96	но если	2	5
97	в которых	3	5
98	сказать что	13	5
99	могут быть	2	5
100	имеет дело	1	5
101	быть в	1	5
102	так что	6	5
103	уже в	3	5
104	не есть	29	5
105	т п	1	5
106	что не	3	5
107	на этот	3	5
108	а не	15	5
109	по своему	9	5
110	она есть	5	5
111	в течение	1	5
112	как бы	14	5
113	другой стороны	3	5
114	есть и	3	5
115	вместе с	2	5
116	и то	6	4
117	как это	6	4
118	в чисто	1	4
119	в первом	2	4
120	той же	1	4
121	смотреть на	1	4
122	мы имеем	2	4
123	науки и	2	4
124	что иное	2	4
125	не просто	23	4
126	от этого	1	4
127	уже не	3	4
128	так или	2	4
129	в себе	15	4
130	но ведь	3	4
131	и заключается	2	4
132	науки а	2	4
133	в своей	8	4
134	в котором	5	4
135	по крайней	2	4
136	как о	1	4
137	не имеет	2	4
138	только с	1	4
139	в каждом	1	4
140	здесь нет	2	4
141	это только	2	4
142	внимание на	1	4
143	и что	9	4
144	крайней мере	2	4
145	еще не	9	4
146	что он	7	4
147	и ее	8	4
148	этого понятия	2	4
149	в виде	15	4
150	одно из	2	4
151	всяком случае	3	4
152	как раз	13	4
153	этом отношении	1	4
154	даже и	8	4
155	или иначе	2	4
156	по мере	1	4
157	еще и	5	4
158	о чем	6	4
159	с этой	1	4
160	этом случае	2	4
161	и для	4	4
162	особого рода	2	4
163	только что	2	4
164	а в	4	4
165	не что	2	4
166	во всяком	7	4
167	и есть	6	3
168	в сущности	2	3
169	так чтобы	1	3
170	говорить о	6	3
171	то это	1	3
172	в виду	6	3
173	и этого	2	3
174	и на	8	3
175	он сам	2	3
176	в чем	3	3
177	совсем не	4	3
178	сама по	4	3
179	однако не	3	3
180	хотя и	6	3
181	с понятием	1	3
182	и к	1	3
183	сливается с	1	3
184	бы и	1	3
185	что это	3	3
186	все эти	8	3
187	в этой	10	3
188	в известном	1	3
189	что она	5	3
190	как оно	3	3
191	при этом	6	3
192	если бы	4	3
193	не как	2	3
194	отношений между	1	3
195	вообще не	2	3
196	на этом	1	3
197	всего то	1	3
198	на нее	1	3
199	на этой	2	3
200	заключается в	1	3
201	отчет в	1	3
202	и уже	3	3
203	мы видели	1	3
204	нисколько не	3	3
205	в этих	3	3
206	историк литературы	1	3
207	есть еще	3	3
208	текст и	2	3
209	однако в	2	3
210	этой области	2	3
211	тогда когда	1	3
212	текста и	5	3
213	дело в	3	3
214	дело не	1	3
215	связи с	5	3
216	как будто	3	3
217	в области	2	3
218	в каком	3	3
219	но все	3	3
220	себе что	2	3
221	должен быть	1	3
222	на том	4	3
223	что может	2	3
224	и вообще	4	3
225	чтобы понять	3	3
226	можно сказать	5	3
227	а также	4	3
228	времени в	1	3
229	от другой	1	3
230	или как	3	3
231	к нему	3	3
232	известном смысле	1	3
233	что даже	1	3
234	может оказаться	1	3
235	история и	1	3
236	в начале	1	3
237	при помощи	13	3
238	и других	1	3
239	из них	3	3
240	в известной	1	3
241	в конце	6	3
242	но что	2	3
243	а потому	2	3
244	именно как	4	3
245	говорит о	3	3
246	так же	9	3
247	и понимать	1	3
248	такого рода	7	3
249	что же	9	3
250	да и	3	3
251	в своем	5	3
252	но с	1	3
253	к тому	3	3
254	в результате	2	3
255	к этому	1	3
256	гораздо более	2	3
257	как говорят	2	2
258	же как	2	2
259	наших дней	1	2
260	и до	2	2
261	от которых	1	2
262	должна быть	1	2
263	что мы	13	2
264	мы уже	5	2
265	есть не	6	2
266	самое же	1	2
267	мы не	2	2
268	что если	2	2
269	которое в	1	2
270	того же	3	2
271	литературы и	4	2
272	и всего	1	2
273	чем же	2	2
274	но пока	1	2
275	что нет	2	2
276	его к	1	2
277	чем больше	4	2
278	выражение в	1	2
279	от действительности	1	2
280	учение о	3	2
281	ни одна	1	2
282	что к	2	2
283	и те	1	2
284	что каждая	1	2
285	о которой	1	2
286	одно целое	2	2
287	не к	1	2
288	в силу	1	2
289	д все	1	2
290	подобно тому	2	2
291	первом из	1	2
292	же касается	3	2
293	в другом	1	2
294	и с	2	2
295	них не	1	2
296	входит в	4	2
297	на протяжении	1	2
298	действительности в	3	2
299	из числа	2	2
300	на свои	1	2
301	в прошлом	1	2
302	для них	2	2
303	но уже	5	2
304	о которых	3	2
305	во внимание	2	2
306	несмотря на	3	2
307	должно быть	2	2
308	после этого	4	2
309	и тогда	1	2
310	момента в	1	2
311	и при	2	2
312	с точки	3	2
313	мы называем	2	2
314	свое существование	1	2
315	и той	1	2
316	действительности к	2	2
317	том же	1	2
318	тому что	4	2
319	и науки	1	2
320	в отношении	3	2
321	на котором	1	2
322	того как	3	2
323	одна из	1	2
324	о них	1	2
325	понять ее	1	2
326	никогда не	7	2
327	казалось бы	4	2
328	ничего не	10	2
329	находятся в	1	2
330	его можно	1	2
331	иной раз	1	2
332	этого термина	4	2
333	от того	1	2
334	у нас	14	2
335	когда мы	8	2
336	есть только	8	2
337	понять что	1	2
338	той или	5	2
339	этих понятий	1	2
340	если же	1	2
341	говоря уже	2	2
342	в дальнейшем	4	2
343	идет речь	1	2
344	нечто целое	1	2
345	и сам	1	2
346	так и	12	2
347	не с	1	2
348	мог бы	1	2
349	не нужно	3	2
350	известной мере	1	2
351	для этого	3	2
352	же самое	9	2
353	смысле и	2	2
354	познания и	1	2
355	и здесь	6	2
356	искусства и	3	2
357	и должно	2	2
358	словами или	1	2
359	во всех	7	2
360	тем или	3	2
361	и требует	1	2
362	этому поводу	3	2
363	во втором	1	2
364	в языке	1	2
365	вообще и	4	2
366	тем более	5	2
367	все время	2	2
368	по содержанию	1	2
369	нового типа	1	2
370	быть и	3	2
371	оказалось что	1	2
372	здесь не	7	2
373	философии и	4	2
374	и так	2	2
375	для нее	1	2
376	по этому	3	2
377	именно на	3	2
378	до наших	1	2
379	каждый из	1	2
380	только на	4	2
381	чтобы он	1	2
382	от других	2	2
383	мы можем	4	2
384	могло бы	1	2
385	само собой	2	2
386	или иной	5	2
387	и чем	1	2
388	по его	2	2
389	обратить внимание	3	2
390	не говоря	4	2
391	не было	4	2
392	бы ее	1	2
393	ближе к	1	2
394	в связи	4	2
395	мы говорим	3	2
396	из которых	1	2
397	направление в	2	2
398	на каком-нибудь	1	2
399	с этим	3	2
400	этих случаях	3	2
401	а если	1	2
402	тому как	2	2
403	это есть	9	2
404	того не	1	2
405	по существу	2	2
406	но это	8	2
407	в идеале	1	2
408	и сама	2	2
409	не существует	6	2
410	конце концов	4	2
411	мы должны	5	2
412	ни к	1	2
413	но зато	1	2
414	будто бы	1	2
415	хотя в	3	2
416	в нечто	2	2
417	нами не	1	2
418	он и	8	2
419	жизни и	1	2
420	точно так	4	2
421	это в	1	2
422	я и	2	1
423	есть особого	1	1
424	его представители	1	1
425	например в	2	1
426	на данный	1	1
427	пониматься как	1	1
428	по адресу	1	1
429	сам по	7	1
430	и объясняется	1	1
431	мы установили	1	1
432	но тогда	1	1
433	на самом	6	1
434	только потому	3	1
435	человека к	1	1
436	в стороне	1	1
437	которые существуют	1	1
438	как такового	2	1
439	сразу и	1	1
440	отношения между	1	1
441	что эти	1	1
442	думать так	1	1
443	был и	1	1
444	отношения к	1	1
445	которыми он	1	1
446	что всякий	4	1
447	очень далеко	1	1
448	что изучение	1	1
449	до времени	1	1
450	а уж	1	1
451	и ничего	2	1
452	на такие	1	1
453	таком случае	6	1
454	нам в	1	1
455	как обычно	1	1
456	есть нечто	11	1
457	который был	1	1
458	искусства однако	1	1
459	требует от	1	1
460	таковы например	2	1
461	мы ее	1	1
462	большей частью	2	1
463	было до	2	1
464	он был	1	1
465	спрашивается как	1	1
466	нам представляется	1	1
467	что его	3	1
468	только после	2	1
469	то мы	1	1
470	но как	6	1
471	только тогда	1	1
472	понимать что	2	1
473	как в	4	1
