N	2gram	Berdyaev_M_1	Problemy
1	и в	28	46
2	то есть	3	40
3	и не	11	27
4	может быть	30	23
5	не может	28	19
6	как бы	2	19
7	в нем	13	17
8	в этом	20	16
9	у достоевского	42	16
10	не только	29	14
11	но и	25	12
12	как и	5	12
13	и на	6	11
14	точки зрения	4	11
15	в одном	1	11
16	а не	25	11
17	в пределах	1	10
18	не в	16	10
19	и к	2	9
20	в самом	11	9
21	и все	10	9
22	в его	9	9
23	в том	6	9
24	вовсе не	1	9
25	прежде всего	10	9
26	достоевского в	9	8
27	до сих	2	8
28	конечно не	3	8
29	сих пор	2	8
30	еще не	1	7
31	романах достоевского	1	7
32	в себе	7	7
33	и с	3	7
34	никогда не	14	6
35	и он	12	6
36	но в	7	6
37	к одному	1	6
38	в каждом	1	6
39	что я	1	6
40	но это	1	6
41	и его	9	6
42	настасьи филипповны	1	6
43	о нем	2	6
44	в него	3	6
45	что он	10	6
46	только в	6	6
47	к себе	1	6
48	все это	6	6
49	мы увидим	3	6
50	к другому	1	5
51	в котором	8	5
52	с его	3	5
53	во всех	1	5
54	по отношению	2	5
55	за пределы	4	5
56	особенно в	3	5
57	это не	5	5
58	в жизни	3	5
59	рядом с	1	5
60	в то	2	5
61	себе самом	1	5
62	в самой	7	5
63	и сам	1	5
64	с самим	2	5
65	о том	2	5
66	к нему	7	5
67	так как	3	5
68	у него	17	5
69	о себе	3	5
70	в романах	1	5
71	отношению к	2	5
72	жизни и	2	5
73	самом деле	1	4
74	в их	4	4
75	мы не	1	4
76	слово о	1	4
77	но не	8	4
78	как в	2	4
79	все же	2	4
80	все эти	2	4
81	он не	24	4
82	людей и	2	4
83	и наконец	1	4
84	он и	2	4
85	том что	3	4
86	в этих	4	4
87	любовь к	2	4
88	во всем	1	4
89	потому что	16	4
90	приводит к	2	4
91	так и	1	4
92	в виду	2	4
93	же и	1	4
94	уже не	4	4
95	уже в	4	4
96	к ним	1	4
97	точек зрения	1	4
98	до конца	14	4
99	да и	1	4
100	должно быть	3	4
101	и нет	2	4
102	а что	1	4
103	то что	5	4
104	не знает	4	4
105	что в	10	4
106	себя как	1	3
107	одним из	2	3
108	также и	2	3
109	человека и	14	3
110	и это	12	3
111	между двумя	1	3
112	и до	1	3
113	мы уже	1	3
114	мы имеем	1	3
115	преступления и	3	3
116	ни у	1	3
117	и о	1	3
118	то это	1	3
119	отношение к	4	3
120	себе и	2	3
121	отличие от	1	3
122	в центре	2	3
123	в той	2	3
124	князя мышкина	1	3
125	в своем	10	3
