N	2gram	Vinokur_St_1	Myshleni
1	в том	36	33
2	том что	29	27
3	в развитии	1	26
4	точки зрения	11	26
5	то что	18	20
6	в этом	21	19
7	с точки	8	18
8	того что	9	17
9	не только	18	15
10	и в	44	15
11	таким образом	7	14
12	что в	30	14
13	и речи	2	13
14	того чтобы	11	12
15	что он	10	12
16	в самом	7	11
17	в процессе	1	11
18	мы не	2	10
19	в целом	5	10
20	было бы	17	10
21	для того	10	10
22	но и	10	10
23	в сущности	2	9
24	в своем	2	9
25	о том	17	9
26	может быть	15	9
27	что мы	5	9
28	не может	8	9
29	не является	3	9
30	с но	1	8
31	заключается в	4	8
32	не в	12	8
33	никогда не	5	8
34	казалось бы	1	8
35	так и	9	8
36	если бы	9	8
37	и что	4	8
38	едва ли	1	7
39	на основе	1	7
40	он не	2	7
41	по себе	1	7
42	к тому	1	7
43	тот же	1	7
44	с одной	3	7
45	потому что	6	7
46	одной стороны	2	7
47	как бы	4	7
48	и не	16	7
49	во всяком	6	7
50	как известно	1	6
51	самом деле	11	6
52	в зависимости	1	6
53	зависимости от	1	6
54	мысль что	1	6
55	по отношению	3	6
56	в этой	11	6
57	в истории	3	6
58	и к	1	6
59	что это	4	6
60	как он	1	6
61	на то	4	6
62	как и	9	6
63	всяком случае	6	6
64	точку зрения	3	6
65	речи в	1	6
66	в отношении	9	6
67	что эта	2	6
68	как мы	1	6
69	в виду	1	6
70	но в	10	6
71	по своей	2	6
72	по этому	3	6
73	если мы	1	6
74	мы находим	4	6
75	вовсе не	19	6
76	с другой	9	6
77	к которому	4	6
78	на этот	3	6
79	там где	5	6
80	в частности	4	6
81	вместе с	1	6
82	как это	4	6
83	сказать что	7	6
84	на деле	1	5
85	показать что	1	5
86	то же	5	5
87	полагает что	1	5
88	вопрос о	4	5
89	последнее время	1	5
90	говорит что	3	5
91	уже в	2	5
92	это не	8	5
93	что с	2	5
94	тогда когда	1	5
95	во всей	1	5
96	ту мысль	1	5
97	можно было	13	5
98	и даже	5	5
99	которым мы	1	5
100	этот вопрос	4	5
101	и их	2	5
102	представление о	4	5
103	и др	1	5
104	по существу	2	5
105	отношению к	3	5
106	из того	2	4
107	хотя бы	6	4
108	что его	1	4
109	с его	1	4
110	из этих	6	4
111	как в	13	4
112	все же	8	4
113	в которой	4	4
114	том чтобы	1	4
115	что все	2	4
116	в них	1	4
117	несмотря на	2	4
118	со всей	1	4
119	в своей	6	4
120	является для	1	4
121	значение для	1	4
122	к этому	1	4
123	их в	2	4
124	даже в	3	4
125	не имеет	4	4
126	того как	1	4
127	и его	8	4
128	указание на	1	4
129	что оно	3	4
130	и с	3	4
131	в пользу	2	4
132	на вопрос	4	4
133	так как	5	4
134	только в	10	4
135	который в	1	4
136	в качестве	4	4
137	в начале	3	4
138	при помощи	2	4
139	потребность в	1	4
140	как раз	4	4
141	а с	3	4
142	прежде всего	7	4
143	так же	5	4
144	все это	5	4
145	для нас	7	4
146	а в	17	4
147	по поводу	7	4
148	на самом	6	3
149	идет о	2	3
150	здесь и	1	3
151	и до	1	3
152	мы имеем	2	3
153	должны были	1	3
154	очевидно что	1	3
155	что они	7	3
156	языка и	4	3
157	что именно	1	3
158	с этим	3	3
159	что как	2	3
160	смысле этого	2	3
161	бы и	4	3
162	он в	1	3
163	все эти	5	3
164	но на	2	3
165	что она	4	3
166	при этом	2	3
167	что у	4	3
168	и по	5	3
169	об этом	3	3
170	лишь в	3	3
171	о которых	1	3
172	во время	3	3
173	в которых	5	3
174	но эта	1	3
175	для этого	2	3
176	из которых	1	3
177	вытекает из	2	3
178	этом отношении	7	3
179	в основе	3	3
180	больше того	1	3
181	числе и	2	3
182	что при	2	3
183	для себя	3	3
184	и это	2	3
185	данном случае	6	3
186	и сам	2	3
