N	3gram	Propp_Isto_7	Mirosoze
1	не может быть	3	8
2	что и в	2	4
3	же как и	1	3
4	до сих пор	2	3
5	к тому что	1	3
6	так же как	4	3
7	у него нет	1	3
8	она никогда не	1	3
9	и он же	1	2
10	а не в	1	2
11	это означает что	1	2
12	но это не	2	2
13	так как он	2	2
14	т е в	2	2
15	и та же	1	2
16	одна и та	1	2
17	о том что	5	2
18	по отношению к	1	2
19	как и в	2	2
20	что это не	2	2
21	после того как	2	2
22	в том что	4	2
23	мы увидим что	2	2
24	показывает как в	2	1
25	в плену у	1	1
26	он стоит на	1	1
27	в нем и	1	1
28	с точки зрения	1	1
29	во многих других	1	1
30	у него есть	2	1
31	что он не	1	1
32	друг на друга	1	1
33	но и в	2	1
34	своего отца и	1	1
35	есть и в	1	1
36	тем что отец	1	1
37	если бы для	1	1
38	не имеет своего	1	1
39	склонен думать что	1	1
40	они должны быть	1	1
41	ней все та	1	1
42	может быть названо	1	1
43	что у него	4	1
44	но так как	1	1
45	лежит в основе	2	1
46	должны быть признаны	2	1
47	но он не	1	1
48	и всякий раз	1	1
49	и пришли к	1	1
50	сама по себе	1	1
51	то же что	2	1
52	она не может	1	1
53	приводит нас к	1	1
