N	2gram	Tiupa_Disk_1	Myslijsy
1	потому что	4	49
2	то есть	20	30
3	и в	16	24
4	может быть	17	23
5	то что	5	20
6	и не	11	19
7	в том	23	18
8	а не	22	18
9	что в	4	16
10	не только	28	15
11	по себе	3	15
12	того же	3	14
13	при этом	13	13
14	в слове	1	13
15	не в	7	13
16	было бы	1	13
17	то же	7	12
18	но не	11	12
19	мы можем	1	12
20	не может	9	12
21	мы не	1	11
22	таким образом	3	11
23	вместе с	1	11
24	если бы	1	11
25	что и	3	11
26	только в	7	11
27	тогда как	19	10
28	как в	10	10
29	в себе	7	10
30	для него	4	10
31	независимо от	1	9
32	в нем	9	9
33	то и	1	9
34	но и	14	9
35	как бы	5	9
36	и на	5	8
37	а только	1	8
38	в этом	15	8
39	более или	2	8
40	том что	19	8
41	или менее	2	8
42	в одно	1	8
43	могут быть	4	8
44	а в	5	8
45	в чем	1	7
46	во всех	5	7
47	с этим	3	7
48	мысль о	1	7
49	как и	16	7
50	всяком случае	1	7
51	или же	1	7
52	не могут	1	7
53	прежде всего	11	7
54	сами по	2	7
55	тем что	3	7
56	того что	3	7
57	во всяком	2	7
58	между двумя	1	6
59	и как	6	6
60	и того	3	6
61	одного и	2	6
62	тем не	1	6
63	в то	3	6
64	не имеет	1	6
65	связи с	4	6
66	свою очередь	3	6
67	между тем	4	6
68	в одном	2	6
69	заметить что	2	6
70	с другой	10	6
71	не было	7	6
72	в ряду	2	6
73	этого слова	1	6
74	не есть	2	6
75	в свою	3	6
76	человеческой речи	1	5
77	столь же	3	5
78	что они	1	5
79	все же	3	5
80	уже в	2	5
81	на то	1	5
82	не от	2	5
83	не менее	2	5
84	по крайней	2	5
85	так и	8	5
86	по мере	2	5
87	о том	8	5
88	с другими	1	5
89	а потому	1	5
90	крайней мере	2	5
91	слова в	2	5
92	из них	3	5
93	от того	1	5
94	в них	4	5
95	что не	4	5
96	и их	1	5
97	приводит в	1	5
98	или не	1	5
99	в памяти	1	5
100	в которой	1	5
101	сам по	1	4
102	к другому	2	4
103	в самом	3	4
104	к общему	1	4
105	еще не	14	4
106	что хотя	1	4
107	но в	8	4
108	уже не	4	4
109	из этих	1	4
110	так сказать	2	4
111	то все	1	4
112	с тем	1	4
