N	2gram	Losev_Prob_2	RusskieA
1	и в	35	29
2	т е	1	24
3	том что	19	22
4	в том	12	22
5	что в	11	22
6	как бы	4	18
7	так как	7	13
8	может быть	18	13
9	во время	1	12
10	в этом	17	11
11	как и	5	11
12	одна из	3	11
13	не только	24	10
14	и с	10	10
15	все это	4	10
16	во многих	2	9
17	эту теорию	1	9
18	а на	1	9
19	о том	18	9
20	а в	4	9
21	его в	3	8
22	а а	6	8
23	или на	1	8
24	но и	16	8
25	и м	1	8
26	ее в	1	8
27	как в	1	7
28	данном случае	5	7
29	или в	2	7
30	мы имеем	1	6
31	мы не	7	6
32	еще не	10	6
33	и на	5	6
34	при этом	3	6
35	таким образом	4	6
36	того чтобы	2	6
37	на нее	1	6
38	для нас	9	6
39	для того	3	6
40	с тем	3	6
41	вместе с	2	6
42	в данном	10	6
43	этом случае	7	6
44	же в	1	6
45	и т	6	5
46	но не	4	5
47	цветами и	1	5
48	но в	6	5
49	на земле	1	5
50	это не	1	5
51	т д	6	5
52	не может	13	5
53	представление о	5	5
54	потому что	13	5
55	для этого	3	5
56	и что	13	5
57	будто бы	5	5
58	то что	38	5
59	к этому	1	5
60	же как	1	4
61	то же	5	4
62	вопрос о	3	4
63	на них	1	4
64	не все	4	4
65	уже не	8	4
66	их в	4	4
67	в них	2	4
68	далеко не	4	4
69	в которых	1	4
70	не в	2	4
71	тогда когда	3	4
72	у нас	18	4
73	говорится что	1	4
74	а также	2	4
75	к нему	2	4
76	так что	11	4
77	то и	4	4
78	в виде	6	4
79	именно в	1	4
80	а не	10	4
81	о чем	6	4
82	так же	5	4
83	как это	1	4
84	эта теория	4	4
85	этих случаях	1	4
86	и все	5	4
87	или вообще	4	4
88	в таком	11	4
89	в и	2	3
90	и о	4	3
91	только тогда	3	3
92	что это	1	3
93	все эти	7	3
94	в этой	9	3
95	что она	4	3
96	подобно тому	2	3
97	и по	3	3
98	на этом	1	3
99	с другими	5	3
100	должен был	1	3
101	на первый	4	3
102	в этих	4	3
103	выше мы	1	3
104	не будем	4	3
105	она не	3	3
106	в таких	3	3
107	не имеет	7	3
108	такие же	1	3
109	и другой	1	3
110	как мы	5	3
111	нас к	1	3
112	во всех	2	3
113	в свете	3	3
114	а именно	6	3
115	того что	12	3
116	что здесь	1	3
117	между тем	1	3
118	в качестве	2	3
119	или даже	3	3
120	друг друга	1	3
121	тем что	4	3
122	что для	3	3
123	а наоборот	1	3
124	до конца	1	3
125	для этой	1	3
126	тому как	3	3
127	и от	3	3
128	было бы	8	3
129	но если	4	3
130	а н	1	3
131	одним из	1	2
132	мы здесь	3	2
133	и то	10	2
134	тем и	1	2
135	на самом	4	2
136	это и	3	2
137	что иное	3	2
138	на себя	1	2
139	между собой	5	2
140	иное как	3	2
141	не был	4	2
142	с одной	5	2
143	нам право	1	2
144	эта связь	2	2
145	с этим	5	2
146	все же	8	2
147	а и	1	2
148	как уже	1	2
149	и как	4	2
150	не было	3	2
151	не можем	4	2
152	представляет собой	2	2
153	из этих	3	2
154	если он	1	2
155	но вместе	1	2
156	людей и	1	2
157	здесь мы	3	2
158	об этом	2	2
159	для них	3	2
160	должно быть	2	2
161	многие другие	2	2
162	и еще	1	2
163	нас не	3	2
164	в советской	2	2
165	в их	3	2
166	должны были	3	2
167	тем не	12	2
168	с развитием	1	2
169	не менее	13	2
170	как можно	1	2
171	что с	2	2
172	в то	6	2
173	когда они	1	2
174	о них	2	2
175	никогда не	1	2
176	связи с	5	2
177	кроме того	5	2
178	что на	4	2
179	в момент	1	2
180	когда мы	6	2
181	в состав	1	2
182	что при	4	2
183	говорит о	1	2
184	в виду	8	2
185	и многие	2	2
186	то время	1	2
187	можно было	5	2
188	еще в	2	2
189	образом в	1	2
190	с другим	1	2
191	с другой	6	2
192	у них	1	2
193	этому поводу	2	2
194	что и	2	2
195	в него	2	2
196	он есть	1	2
197	один из	3	2
198	совсем не	7	2
199	и дело	1	2
200	этот вопрос	1	2
201	в разные	2	2
202	и ее	2	2
203	по этому	3	2
204	есть в	4	2
205	рассматриваться как	1	2
206	на эту	2	2
207	каждый из	2	2
208	же деле	1	2
209	чем в	1	2
210	здесь в	1	2
211	а с	1	2
212	прежде всего	11	2
213	самом же	1	2
214	одной стороны	5	2
215	но можно	2	2
216	совершенно не	2	2
217	нет никаких	1	2
218	что такие	1	2
219	можно будет	1	2
220	если она	1	2
221	из которых	2	2
222	быть только	3	2
223	видно что	1	2
224	пока еще	9	2
225	и для	6	2
226	только как	3	2
227	и при	2	2
228	не что	3	2
229	из этого	2	2
230	в своих	3	2
231	это в	2	2
232	без этих	1	1
233	ли мы	2	1
234	ту же	1	1
235	отношение к	1	1
236	ответить что	1	1
237	к этой	1	1
238	относятся к	3	1
239	и есть	4	1
240	здесь и	1	1
241	этой теории	4	1
242	из самых	2	1
243	не имело	1	1
244	можно говорить	3	1
245	нас на	2	1
246	и до	1	1
247	что эти	1	1
248	тут в	1	1
249	с таким	1	1
250	мы уже	3	1
251	г в	1	1
252	что если	4	1
253	не во	3	1
254	и наш	1	1
255	нас важно	1	1
256	под ней	1	1
257	водой и	1	1
258	совпадает с	2	1
259	говорить о	10	1
260	как орудие	1	1
261	мы и	6	1
262	то это	3	1
263	в ней	2	1
264	что каждый	2	1
265	нас важны	1	1
266	на нем	2	1
267	относится и	1	1
268	без которой	2	1
269	и общую	1	1
270	что его	1	1
271	которое он	1	1
272	тем как	1	1
273	самих себя	1	1
274	еще далеко	1	1
275	не входит	1	1
276	если в	1	1
277	нет и	3	1
278	большое значение	1	1
279	и свои	2	1
280	что они	3	1
281	к сожалению	6	1
282	относится к	6	1
283	в поисках	2	1
284	во что	1	1
285	отнюдь не	5	1
286	первый взгляд	1	1
287	независимо от	2	1
288	что именно	1	1
289	стороны и	4	1
290	ней или	1	1
291	не это	1	1
292	в своем	4	1
293	перед нами	2	1
294	хотя и	3	1
295	и кончается	1	1
296	и наконец	3	1
297	от других	1	1
298	не являются	3	1
299	даже просто	1	1
300	всего как	1	1
