N	3gram	Bakhtin_Pr_1	Otkroven
1	записок из подполья	2	5
2	у него в	1	5
3	из подполья и	2	3
4	в романах достоевского	5	3
5	для того чтобы	1	3
6	что же это	1	2
7	и в этом	5	2
8	не может быть	4	2
9	достоевский прежде всего	1	2
10	не могут быть	1	2
11	же это за	1	2
12	и никогда не	1	2
13	в другом месте	1	1
14	она и не	1	1
15	в обычном смысле	1	1
16	самой жизни а	1	1
17	как будто бы	1	1
18	по сравнению с	1	1
19	в своих романах	1	1
20	и в одно	1	1
21	хотя и не	1	1
22	месте и в	1	1
23	достоевского и в	1	1
24	не в том	1	1
25	в самой жизни	1	1
26	а вовсе не	1	1
27	достоевский как художник	1	1
28	друг к другу	1	1
29	одно из самых	1	1
30	в одном месте	1	1
31	в самом деле	2	1
32	у достоевского всегда	1	1
33	и есть та	1	1
34	как бы в	2	1
35	что говорит достоевский	1	1
36	обычном смысле слова	1	1
37	он не только	1	1
38	и больше всего	1	1
39	этого мира в	2	1
40	достоевского не было	1	1
41	одном месте и	1	1
42	к нему как	1	1
43	может быть назван	1	1
44	достоевского нельзя найти	1	1
45	и не может	2	1
46	во всяком случае	3	1
47	потому что у	1	1
48	само по себе	3	1
49	он и не	1	1
50	к творчеству достоевского	1	1
51	о том что	1	1
52	в этом отношении	3	1
53	то что в	1	1
54	жизни а не	1	1
55	да ведь это	2	1
56	у самого достоевского	1	1
57	жизни не есть	1	1
58	в том что	6	1
59	он ни был	2	1
60	бы он ни	2	1
61	нему как к	1	1
62	дмитрия и ивана	1	1
63	у достоевского нельзя	1	1
64	из подполья но	1	1
65	друг с другом	1	1
66	своего творчества достоевский	1	1
67	из романов достоевского	1	1
68	или лучше сказать	1	1
69	а не только	1	1
70	в противоречии с	1	1
71	в одно время	1	1
72	и мыслей в	1	1
