N	3gram	Losev_Dial_3	Formalny
1	с точки зрения	14	13
2	то же время	1	8
3	в то же	1	8
4	и т д	23	8
5	более или менее	1	6
6	на самом деле	1	6
7	до сих пор	1	6
8	не может быть	6	5
9	одной стороны и	1	4
10	с одной стороны	3	4
11	во всяком случае	2	4
12	в лучшем случае	1	3
13	бы то ни	1	3
14	и не может	1	2
15	как и все	2	2
16	в зависимости от	2	2
17	сами по себе	3	2
18	и в частности	1	2
19	в применении к	1	2
20	и в этом	2	2
21	в связи с	1	2
22	у нас не	1	2
23	и пр и	1	2
24	того или иного	2	2
25	мы не можем	2	2
26	связи с этим	1	2
27	не только не	7	2
28	сама по себе	4	2
29	пр и пр	1	2
30	мы ни взяли	1	1
31	в этом его	1	1
32	не говоря уже	2	1
33	от чего не	3	1
34	же как и	1	1
35	как раз и	3	1
36	как на общую	1	1
37	и во всех	1	1
38	тот или иной	2	1
39	говоря уже о	2	1
40	в том что	3	1
41	в этом отношении	1	1
42	не меньше чем	1	1
43	если оно не	1	1
44	на первом плане	1	1
45	с этой точки	2	1
46	оценивается с точки	1	1
47	а кроме того	1	1
48	таковой т е	1	1
49	т е в	4	1
50	но в особенности	1	1
51	в данном случае	1	1
52	если представить себе	1	1
53	то ни было	1	1
54	и в то	1	1
55	не значит еще	1	1
56	тем более не	2	1
57	может и должен	1	1
58	точки зрения самого	1	1
59	он может и	1	1
60	и как бы	1	1
61	так или иначе	2	1
62	в последнее время	1	1
63	его отличии от	1	1
64	эта точка зрения	1	1
65	это конечно не	1	1
66	так и от	1	1
67	с другой стороны	2	1
68	не может и	1	1
69	если же они	1	1
70	так же как	2	1
71	в общий процесс	1	1
72	и в том	1	1
73	жизни вовсе не	1	1
74	время никогда не	1	1
75	этой точки зрения	2	1
76	и должен быть	1	1
77	и к ней	1	1
78	материальных вещах и	1	1
79	вовсе не есть	5	1
80	от того что	1	1
81	за пределы этой	1	1
82	т е они	1	1
83	должна быть и	1	1
84	данной эпохи и	1	1
85	к нему и	1	1
86	это значит что	21	1
87	т е он	1	1
88	но все эти	1	1
89	не менее в	1	1
90	с этой стороны	1	1
91	но даже и	2	1
92	стороны и на	1	1
93	и здесь в	1	1
94	как одна из	1	1
95	заключается именно в	1	1
96	к тому что	2	1
97	тех или иных	1	1
98	тем не менее	10	1
99	в мифе и	1	1
100	в вещах и	1	1
101	все это не	1	1
102	что и в	1	1
