N	3gram	Bakhtin_Fr_1	Psycholo
1	для того чтобы	1	19
2	в том что	6	14
3	с одной стороны	2	12
4	в самом деле	1	5
5	до сих пор	4	5
6	с другой стороны	1	5
7	в искусстве и	1	3
8	на этот вопрос	2	3
9	мы видим что	1	3
10	друг с другом	1	3
11	в этом отношении	3	3
12	сводится к тому	1	2
13	с точки зрения	3	2
14	на первый план	1	2
15	в отличие от	4	2
16	потому что он	1	2
17	сами по себе	1	2
18	не только в	1	2
19	мы уже давно	1	2
20	все то что	1	2
21	то что мы	1	2
22	не может быть	1	2
23	той или иной	5	2
24	можно сказать что	1	2
25	друг от друга	1	2
26	как бы в	1	2
27	на самом деле	2	2
28	именно потому что	1	2
29	прежде всего на	2	1
30	чуть ли не	1	1
31	дело в том	2	1
32	мы имеем в	1	1
33	по отношению к	1	1
34	и вся она	1	1
35	одна из основных	1	1
36	том что он	1	1
37	что с точки	1	1
38	до известной степени	1	1
39	но в какой	1	1
40	жизни и смерти	1	1
41	сказать что и	1	1
42	сами с собой	1	1
43	имеет не только	1	1
44	но несмотря на	1	1
45	к тому чтобы	1	1
46	несмотря на это	1	1
47	еще далеко не	1	1
48	в основе своей	2	1
49	в противоположность этому	1	1
50	и др в	2	1
51	от нас и	1	1
52	в значительной мере	2	1
53	то или иное	1	1
54	и вовсе не	2	1
55	так сказать в	1	1
56	нет места для	1	1
57	остановимся прежде всего	1	1
58	и в частности	2	1
59	в применении к	3	1
60	в основе его	2	1
61	все эти три	1	1
62	во внешнем мире	1	1
63	лежит в основе	1	1
64	этих образов их	1	1
65	жизни но и	1	1
66	в себя и	1	1
67	не могут быть	1	1
68	в последнее время	1	1
69	они никогда не	1	1
70	и в романе	1	1
71	это и не	1	1
72	и в том	2	1
73	что при таком	1	1
74	очень далека от	1	1
75	в нем нет	1	1
76	одной стороны он	1	1
77	и отказывается от	1	1
78	в собственном смысле	1	1
79	не были связаны	1	1
80	в ее состав	1	1
81	лежащее в основе	1	1
82	не может стать	1	1
83	в целом ряде	1	1
84	это приводит к	1	1
85	мы уже указывали	1	1
86	на деле же	1	1
87	говорит об этом	1	1
88	понятно что при	1	1
89	сильнее и глубже	1	1
90	но не только	1	1
91	они как бы	1	1
92	из этих элементов	1	1
