N	3gram	Losev_Prob_1	Formalny
1	с точки зрения	3	13
2	в настоящее время	3	10
3	в его целом	1	8
4	в то же	4	8
5	и т д	10	8
6	более или менее	3	6
7	на самом деле	4	6
8	до сих пор	3	6
9	не может быть	2	5
10	во всяком случае	3	4
11	так и в	1	4
12	и т п	1	4
13	бы то ни	1	3
14	в своей статье	1	3
15	может быть и	3	3
16	сводится к тому	1	2
17	а вовсе не	1	2
18	во что бы	1	2
19	сами по себе	3	2
20	как мы увидим	2	2
21	бы оно было	1	2
22	что бы то	1	2
23	в том чтобы	1	2
24	но в то	1	2
25	и в этом	2	2
26	то ни стало	1	2
27	в связи с	4	2
28	того или иного	2	2
29	связи с этим	1	2
30	до настоящего времени	1	2
31	не только не	3	2
32	а часто и	2	2
33	сама по себе	4	2
34	если бы оно	1	2
35	как мы видели	1	2
36	чтобы выделить его	1	1
37	с ним на	2	1
38	вовсе не сводится	1	1
39	это то что	1	1
40	в чем же	1	1
41	однако едва ли	1	1
42	ничего общего с	7	1
43	не говоря уже	2	1
44	и может быть	1	1
45	его именно как	2	1
46	хотя и здесь	1	1
47	в этом смысле	6	1
48	в том и	1	1
49	же как и	1	1
50	выделить его из	1	1
51	данного художественного произведения	1	1
52	как раз и	7	1
53	на один из	1	1
54	и во всех	1	1
55	тот или иной	1	1
56	говоря уже о	1	1
57	в том что	5	1
58	в искусстве не	1	1
59	он должен быть	1	1
60	не менее трудно	1	1
61	как это совершенно	1	1
62	на самом же	1	1
63	в этом отношении	1	1
64	бы мы ни	1	1
65	но для этого	1	1
66	как в его	1	1
67	его как такового	1	1
68	вместе с тем	1	1
69	но есть еще	1	1
70	и от всего	1	1
71	то что было	1	1
72	раз и навсегда	1	1
73	в это время	1	1
74	в данном случае	8	1
75	из себя как	1	1
76	и в то	1	1
77	а также и	2	1
78	они вовсе не	2	1
79	может и должен	1	1
80	точки зрения самого	1	1
81	и как бы	2	1
82	так или иначе	2	1
83	и его содержание	1	1
84	чтобы понять что	1	1
85	мы здесь не	1	1
86	с другой стороны	3	1
87	так же как	2	1
88	и в том	1	1
89	самом же деле	1	1
90	в художественном образе	1	1
91	и эстетики и	1	1
92	может и не	1	1
93	и притом в	1	1
94	вовсе не есть	6	1
95	за пределы этой	1	1
96	в самом начале	1	1
97	все это в	1	1
98	к нему и	1	1
99	и тем самым	3	1
100	это значит что	1	1
101	но отнюдь не	3	1
102	со всеми своими	2	1
103	не выходит за	1	1
104	но даже и	1	1
105	взятые сами по	2	1
106	и с точки	1	1
107	заключается в том	1	1
108	самих по себе	1	1
109	по себе но	3	1
110	при всем этом	1	1
111	к тому что	1	1
112	тех или иных	2	1
113	и ни на	1	1
114	тем не менее	18	1
115	у нас только	1	1
116	в литературе и	4	1
117	и может стать	1	1
118	все это не	1	1
119	выходит за пределы	1	1
120	в отдельности и	1	1
