N	3gram	Medvedev_V_1	Problemy
1	то же время	5	12
2	в то же	5	12
3	и т п	9	6
4	не может быть	8	6
5	по отношению к	7	5
6	и в то	3	5
7	во всяком случае	1	5
8	в этом смысле	1	4
9	а между тем	1	3
10	в самом деле	1	3
11	по крайней мере	2	3
12	в братьях карамазовых	1	3
13	но в то	1	3
14	в конце концов	2	3
15	с другой стороны	8	3
16	может быть даже	1	3
17	то все же	1	2
18	в той или	1	2
19	подобно тому как	2	2
20	того или другого	1	2
21	и не может	2	2
22	хотя бы и	5	2
23	вместе с тем	3	2
24	сама по себе	1	2
25	он и не	1	2
26	как и все	1	2
27	как мы знаем	1	2
28	что он в	1	2
29	каждый из них	1	2
30	о том что	3	2
31	той или иной	1	2
32	к тому же	1	2
33	и т д	14	2
34	если бы он	1	1
35	хотя и не	1	1
36	говорит о внутреннем	1	1
37	этом отношении очень	1	1
38	точки зрения на	1	1
39	в которой он	1	1
40	в чем же	2	1
41	а затем его	1	1
42	большей или меньшей	3	1
43	но даже и	1	1
44	и по отношению	1	1
45	в том же	1	1
46	уже сама по	1	1
47	до сих пор	1	1
48	что он не	1	1
49	в этом отношении	13	1
50	то что в	1	1
51	заключает в себе	1	1
52	это вовсе не	1	1
53	с ними в	1	1
54	целиком а не	1	1
55	со всех сторон	1	1
56	как если бы	1	1
57	даже и не	1	1
58	к тому что	3	1
59	в большей или	2	1
60	и сводится к	1	1
61	в данном случае	1	1
62	с каждым из	1	1
63	лежит в основе	1	1
64	но она не	1	1
65	быть и речи	1	1
66	как будто бы	1	1
67	главным образом в	1	1
68	не только для	1	1
69	и то же	1	1
70	или меньшей степени	2	1
71	может быть и	1	1
72	что даже и	1	1
73	одно и то	1	1
74	для правильного понимания	1	1
75	мы видели что	3	1
76	на вопрос что	1	1
77	нет ни одного	1	1
78	между этими двумя	1	1
79	а вместе с	1	1
80	чем иным как	1	1
81	в плане же	1	1
82	и при всей	1	1
83	и вместе с	1	1
84	в свою очередь	1	1
85	тогда когда все	1	1
86	не чем иным	1	1
87	но и для	1	1
88	не только не	2	1
89	по его мнению	1	1
90	можно сказать что	4	1
91	все эти явления	2	1
92	не может обойтись	1	1
93	вопрос о том	1	1
94	для самого себя	1	1
95	его действительной жизни	1	1
96	для того чтобы	3	1
97	лицом к лицу	1	1
98	в том что	5	1
99	для него в	2	1
100	прежде всего не	2	1
101	тому что они	1	1
102	и в другом	2	1
