N	3gram	Propp_Isto_6	slovoVRo
1	не может быть	3	15
2	в этом случае	6	6
3	с одной стороны	7	5
4	по отношению к	2	4
5	в зависимости от	1	4
6	но все же	2	4
7	в том что	5	4
8	так и в	1	3
9	одной стороны и	1	3
10	а также и	1	2
11	более или менее	1	2
12	и в особенности	1	2
13	до сих пор	4	2
14	не только в	4	2
15	во всяком случае	2	2
16	сих пор не	1	2
17	для того чтобы	1	2
18	и т д	8	2
19	том что она	1	1
20	не менее в	1	1
21	иначе обстоит дело	1	1
22	том что в	2	1
23	как один из	1	1
24	в этих случаях	1	1
25	в том числе	1	1
26	всегда остается в	1	1
27	том что он	1	1
28	на первый план	2	1
29	но и в	2	1
30	том числе и	1	1
31	и не может	1	1
32	на то что	1	1
33	со всех сторон	1	1
34	как и вся	1	1
35	уже не было	1	1
36	всяком случае не	1	1
37	для этой цели	1	1
38	это не значит	1	1
39	мы уже говорили	1	1
40	в этом направлении	1	1
41	если они не	1	1
42	все этапы этого	1	1
43	в последнем случае	1	1
44	с другой стороны	8	1
45	мы видели что	3	1
46	тем не менее	1	1
47	по ту сторону	1	1
48	о том что	4	1
49	в частности в	1	1
50	между этими двумя	1	1
51	таким образом в	1	1
52	вместе с ним	1	1
53	как и в	2	1
54	т д если	1	1
55	речь идет о	1	1
56	в них не	1	1
57	и с другой	1	1
58	как мы видели	2	1
59	влечет за собой	2	1
