N	2gram	Bakhtin_sl_1	StatiiOP
1	и в	41	25
2	в этом	12	24
3	в том	3	20
4	может быть	14	19
5	том что	2	15
6	в этой	1	14
7	не только	16	12
8	в его	13	12
9	в этих	2	11
10	так что	2	11
11	таким образом	9	10
12	прежде всего	8	10
13	и не	16	10
14	у него	3	9
15	но и	16	9
16	и т	28	8
17	все это	5	8
18	о том	3	8
19	в языке	5	8
20	это было	1	8
21	из его	1	7
22	с этим	3	7
23	это не	6	7
24	было бы	3	7
25	в то	14	7
26	не может	14	7
27	точки зрения	16	7
28	место в	1	6
29	и на	14	6
30	как в	8	6
31	из этих	3	6
32	не в	7	6
33	между тем	2	6
34	только в	6	6
35	т п	23	6
36	как бы	12	6
37	а в	6	6
38	как на	1	6
39	то же	14	5
40	но в	8	5
41	на то	1	5
42	он не	3	5
43	на почве	4	5
44	ни в	1	5
45	мы имеем	1	5
46	в котором	2	5
47	потому что	2	5
48	и это	1	5
49	так и	11	5
50	в них	6	5
51	с другой	5	5
52	а не	15	5
53	в речах	2	5
54	такого рода	2	5
55	того что	3	5
56	другой стороны	4	5
57	например в	2	4
58	в которой	4	4
59	время как	2	4
60	точка зрения	8	4
61	в общем	1	4
62	все же	7	4
63	не было	3	4
64	и к	5	4
65	то в	2	4
66	в целом	2	4
67	на его	8	4
68	в каждом	4	4
69	лишь в	4	4
70	на протяжении	2	4
71	и тем	2	4
72	в жизни	1	4
73	как и	4	4
74	в эту	2	4
75	а как	2	4
76	у нас	2	4
77	по крайней	1	4
78	в устах	1	4
79	с точки	8	4
80	ничего не	4	4
81	этом отношении	1	4
82	в каком	1	4
83	связана с	2	4
84	отличается от	1	4
85	в ней	4	4
86	и с	4	4
87	если бы	1	4
88	можно сказать	2	4
89	а также	2	4
90	к нему	5	4
91	мы видим	2	4
92	всего в	1	4
93	в качестве	3	4
94	и др	14	4
95	в начале	1	4
96	всяком случае	5	4
97	отношение к	7	4
98	то время	2	4
99	крайней мере	1	4
100	в особенности	8	4
101	связь с	2	4
102	в течение	1	4
103	в смысле	4	4
104	и для	4	4
105	в отдельных	1	4
106	но это	1	4
107	сказать что	2	4
108	в своей	7	4
109	из этого	3	4
110	во всяком	7	4
111	он был	1	3
112	трудно найти	1	3
113	с его	4	3
114	в в	1	3
115	кроме того	4	3
116	что по	1	3
117	и наконец	4	3
118	все эти	9	3
119	и если	1	3
120	всех этих	4	3
121	на этом	2	3
122	в другом	2	3
123	о которых	1	3
124	несмотря на	1	3
125	в их	4	3
126	но он	2	3
127	и более	1	3
128	тому что	2	3
129	на язык	2	3
130	же время	12	3
131	связи с	2	3
132	и здесь	3	3
133	что все	2	3
134	со стороны	1	3
135	и что	1	3
136	и его	14	3
137	вот что	1	3
138	уже не	2	3
139	для него	3	3
140	так как	3	3
141	в системе	1	3
142	как раз	2	3
143	не является	2	3
144	что для	1	3
145	одной стороны	4	3
146	до конца	12	3
147	с которым	2	3
148	что мы	1	3
149	его как	2	3
150	с этой	3	3
151	между прочим	1	3
152	этого рода	1	3
153	тем более	1	3
154	находит свое	1	3
155	все они	7	3
156	к этому	2	3
157	в виде	2	3
158	в какой	1	3
159	которого в	1	2
160	он может	2	2
161	к своей	2	2
162	в чисто	2	2
163	той же	2	2
164	в реплике	1	2
165	в сущности	13	2
166	того же	6	2
167	поэтического слова	9	2
168	не был	1	2
169	его отношение	1	2
170	которое он	1	2
171	во всех	17	2
172	но как	1	2
173	к слову	1	2
174	с которыми	2	2
175	не просто	1	2
176	нет и	1	2
177	пушкиным как	1	2
178	что они	2	2
179	его к	1	2
180	в самом	5	2
181	языка к	1	2
182	и тот	1	2
183	имеем в	1	2
184	так сказать	5	2
185	т д	5	2
186	не как	4	2
187	в плане	6	2
188	и по	2	2
189	может создать	1	2
190	и может	3	2
191	то есть	26	2
192	заключается в	1	2
193	а с	2	2
194	он и	1	2
195	жизни но	2	2
196	мы не	2	2
197	не столько	1	2
198	в которых	1	2
199	точку зрения	3	2
200	которые в	3	2
201	тем не	1	2
202	для этого	1	2
203	сам он	1	2
204	произведения и	2	2
205	в отношении	6	2
206	случае в	1	2
207	не менее	1	2
208	самого начала	1	2
209	дело не	2	2
210	на котором	1	2
211	одна из	2	2
212	никогда не	3	2
213	слова как	6	2
214	языка это	2	2
215	на себе	1	2
216	от того	1	2
217	могут быть	19	2
218	к тому	3	2
219	не встречается	1	2
220	для его	1	2
221	для того	2	2
222	на это	1	2
223	должен быть	1	2
224	как мы	8	2
225	с ее	4	2
226	в виду	1	2
227	без всякого	1	2
228	с самого	1	2
229	или в	8	2
230	и которые	1	2
231	произведения как	3	2
232	одного из	2	2
233	с одной	4	2
234	и во	3	2
235	в драме	1	2
236	от них	1	2
237	борьба с	1	2
