N	2gram	Tiupa_Teor_1	Problemy
1	и в	18	43
2	и не	13	29
3	может быть	17	23
4	как бы	5	22
5	не может	4	18
6	в пределах	5	16
7	как и	4	14
8	но и	9	14
9	в этом	8	13
10	точки зрения	9	13
11	что он	1	13
12	в нем	4	12
13	в одном	2	12
14	слова в	2	12
15	слова и	1	12
16	не только	16	11
17	в каждом	1	11
18	не в	7	11
19	по себе	1	11
20	и на	1	10
21	но в	9	10
22	как мы	1	10
23	в его	6	10
24	прежде всего	2	10
25	в сущности	1	9
26	еще не	4	9
27	он не	3	9
28	голосов в	1	9
29	никогда не	4	9
30	в большинстве	2	9
31	то же	7	8
32	лишь в	6	8
33	для него	2	8
34	с точки	3	8
35	и его	8	8
36	с самим	1	8
37	большинстве случаев	1	8
38	или в	3	8
39	слово в	1	8
40	перед нами	2	7
41	в самом	4	7
42	в то	6	7
43	слова с	1	7
44	и сам	1	7
45	в другом	3	7
46	а не	9	7
47	о себе	2	7
48	то что	3	7
49	при этом	12	6
50	к одному	1	6
51	в этих	3	6
52	здесь не	1	6
53	приводит к	5	6
54	в том	16	6
55	что ж	1	6
56	у него	1	6
57	к другому	1	5
58	но не	9	5
59	по отношению	4	5
60	хотя и	3	5
61	в себе	9	5
62	все эти	2	5
63	на то	1	5
64	таким образом	3	5
65	было бы	1	5
66	рядом с	1	5
67	в слове	3	5
68	самим собою	2	5
69	о том	1	5
70	никак не	1	5
71	и что	3	5
72	же время	5	5
73	к нему	1	5
74	так что	1	5
75	вовсе не	3	5
76	в той	2	5
77	все это	2	5
78	бы в	1	5
79	а в	13	5
80	на фоне	2	5
81	героя и	5	5
82	отношению к	4	5
83	и до	1	4
84	я не	2	4
85	с его	5	4
86	во всех	1	4
87	отличие от	6	4
88	сама по	1	4
89	в своем	4	4
90	в произведении	3	4
91	в них	2	4
92	далеко не	2	4
93	должно быть	1	4
94	в своей	6	4
95	в отличие	6	4
96	но он	3	4
97	их в	3	4
98	том же	1	4
99	я для	1	4
100	в самой	2	4
101	к тому	2	4
102	и это	2	4
103	с собой	1	4
104	в словах	1	4
105	только в	6	4
106	так как	1	4
107	как раз	2	4
108	точек зрения	1	4
109	с другой	7	4
110	более того	1	4
111	не на	2	4
112	то есть	12	4
113	не могут	2	4
114	в результате	1	4
115	между ними	4	4
116	речи и	2	4
117	совершенно не	1	4
118	что в	9	4
119	также и	1	3
120	связи между	1	3
121	той же	1	3
122	в единстве	1	3
123	не была	1	3
124	так я	1	3
125	в виду	5	3
126	такого что	1	3
127	за пределы	2	3
128	в одной	1	3
129	в художественном	3	3
130	и к	3	3
131	более или	2	3
132	еще один	1	3
133	только на	1	3
134	самим собой	3	3
135	это не	2	3
136	в жизни	2	3
137	или менее	2	3
138	и их	1	3
139	в их	2	3
140	образом и	1	3
141	в диалоге	2	3
142	зрения и	2	3
143	даже в	3	3
144	в одно	2	3
145	в отношении	3	3
146	она не	1	3
147	себе самом	1	3
148	того и	1	3
149	слова как	3	3
150	могут быть	4	3
151	той или	1	3
152	не менее	4	3
153	в себя	3	3
154	можно было	1	3
155	так и	10	3
156	если бы	3	3
157	и даже	2	3
158	и здесь	2	3
159	между тем	5	3
160	что и	2	3
161	и только	1	3
162	наконец в	1	3
163	в формах	2	3
164	его в	2	3
165	тот же	1	3
166	том или	1	3
167	и ее	3	3
168	теперь в	1	3
169	себя в	6	3
170	от автора	1	3
171	есть в	2	3
172	уже не	4	3
173	тем что	1	3
174	или иной	4	3
175	себя и	1	3
176	в рассказе	2	3
177	в произведениях	2	3
178	по существу	1	3
179	и для	2	3
180	в романе	3	3
181	не знает	3	3
182	другой стороны	5	3
