N	2gram	Vinokur_St_2	Myslijsy
1	потому что	9	33
2	то что	11	29
3	может быть	2	26
4	таким образом	10	24
5	в этом	21	23
6	в том	27	23
7	и в	29	23
8	и проч	1	18
9	и не	9	18
10	что в	19	17
11	в языке	5	16
12	при этом	2	15
13	только в	2	15
14	то же	2	14
15	в себе	2	14
16	как и	2	14
17	того что	5	14
18	так как	2	14
19	для нас	1	14
20	если бы	2	13
21	не было	3	12
22	а не	5	12
23	том что	27	12
24	что я	2	11
25	не в	4	11
26	по себе	3	11
27	но и	19	11
28	не может	2	11
29	что слово	1	10
30	по отношению	1	10
31	не только	19	10
32	мы можем	1	10
33	тем что	3	10
34	и потому	2	10
35	между тем	5	9
36	мы не	1	8
37	в своем	9	8
38	но в	8	8
39	было бы	5	8
40	о том	17	8
41	сказать что	2	8
42	отношению к	1	8
43	и т	9	7
44	поэзии и	2	7
45	очевидно что	2	7
46	как в	3	7
47	с этим	3	7
48	что это	3	7
49	на то	2	7
50	в нем	4	7
51	что такое	2	7
52	что язык	1	7
53	и что	6	7
54	что и	2	7
55	вовсе не	6	7
56	с тем	7	7
57	независимо от	1	6
58	и к	4	6
59	в которой	11	6
60	известно что	1	6
61	того как	7	6
62	мысль о	1	6
63	так и	9	6
64	тех пор	1	6
65	заметить что	1	6
66	для того	7	6
67	в ряду	1	6
68	вместе с	7	6
69	и то	1	5
70	есть нечто	1	5
71	говорить о	1	5
72	не то	3	5
73	хотя и	4	5
74	как бы	5	5
75	не менее	3	5
76	не имеет	2	5
77	образом в	1	5
78	внимание на	4	5
79	так что	3	5
80	уже в	1	5
81	в его	13	5
82	для него	4	5
83	что же	1	5
84	этом случае	1	5
85	все это	11	5
86	язык не	1	5
87	а в	1	5
88	во всяком	3	5
89	а между	1	4
90	если б	4	4
91	сам по	1	4
92	только потому	2	4
93	и о	4	4
94	в истории	2	4
95	что как	1	4
96	что все	1	4
97	и с	4	4
98	его в	2	4
99	с другими	1	4
100	и тем	1	4
101	точки зрения	5	4
102	в котором	7	4
103	сих пор	5	4
104	тем не	2	4
105	т п	3	4
106	и более	2	4
107	в то	2	4
108	того чтобы	6	4
109	это слово	3	4
110	в каком	2	4
111	без сомнения	1	4
112	на вопрос	3	4
113	можно сказать	1	4
114	что он	13	4
115	хотя бы	3	4
116	то и	1	4
117	в одном	6	4
118	тогда как	2	4
119	только на	1	4
120	до сих	6	4
121	на основании	1	4
122	так же	3	4
123	в данном	2	4
124	в той	5	4
125	да и	1	4
126	слов в	1	4
127	и все	1	4
128	между ними	1	4
129	по поводу	8	4
130	в таком	1	4
131	например в	3	3
132	языка с	1	3
133	самом деле	3	3
134	на самом	3	3
135	в первом	1	3
136	и до	1	3
137	той же	1	3
138	и значение	1	3
139	ответить на	1	3
140	еще до	4	3
141	которое в	1	3
142	еще не	1	3
143	и на	6	3
144	там где	2	3
145	и хотя	1	3
146	в самом	7	3
147	формы в	1	3
148	все эти	2	3
149	так в	1	3
150	и тот	1	3
151	и если	1	3
152	на его	2	3
153	т д	6	3
154	к одному	1	3
155	языком и	1	3
156	и по	3	3
157	на нее	3	3
158	в каждом	1	3
159	не будет	1	3
160	но уже	1	3
161	в них	2	3
162	к которым	1	3
163	с точки	2	3
164	но это	3	3
165	что есть	1	3
166	только не	2	3
167	никогда не	3	3
168	же время	1	3
169	связи с	4	3
170	до того	4	3
171	должны быть	1	3
172	к тому	10	3
173	слова с	1	3
174	что у	4	3
175	те же	1	3
176	было в	1	3
177	ту же	1	3
178	в виду	7	3
179	связь между	1	3
180	с ними	1	3
181	этот вопрос	2	3
182	с нею	3	3
183	в значении	4	3
184	в поэзии	1	3
185	при помощи	4	3
186	себе в	1	3
187	и их	1	3
188	всяком случае	3	3
189	со стороны	2	3
190	что человек	1	3
191	именно в	4	3
192	в речи	4	3
193	так называемых	1	3
194	более чем	1	3
195	между прочим	12	3
196	кроме того	4	3
197	в этих	3	3
198	только что	2	3
199	давно уже	3	3
200	и вместе	1	3
201	в процессе	2	3
202	такое же	2	2
203	отношения между	1	2
204	а как	4	2
205	как мы	1	2
206	не вполне	1	2
207	я не	7	2
208	мы и	1	2
209	в ней	7	2
210	и сами	1	2
211	столь же	1	2
212	и я	2	2
213	одном из	3	2
214	в отдельных	1	2
215	следует сказать	1	2
216	так или	1	2
217	из этих	1	2
218	бы только	1	2
219	что она	1	2
220	не следует	1	2
221	он не	9	2
222	эта последняя	1	2
223	не как	1	2
224	отношений между	3	2
225	для понимания	1	2
226	значительной степени	2	2
227	об этом	6	2
228	это было	2	2
229	говорится о	1	2
230	можно считать	1	2
231	что значит	1	2
232	но что	1	2
233	по тому	1	2
234	и без	1	2
235	что до	1	2
236	о языке	1	2
237	от его	2	2
238	вопрос о	6	2
239	было связано	1	2
240	сами по	2	2
241	том же	2	2
242	и вообще	2	2
243	даже в	2	2
244	нетрудно заметить	1	2
245	тому что	7	2
246	судить по	2	2
247	она не	1	2
248	что только	1	2
249	в таких	1	2
250	даже не	1	2
251	виду что	1	2
252	самого начала	3	2
253	мысли в	1	2
254	в сущности	1	2
255	например что	2	2
256	дело не	2	2
257	иметь в	3	2
258	к ней	1	2
259	как она	1	2
260	и его	6	2
261	в более	1	2
262	что на	3	2
263	в области	2	2
264	у нас	3	2
265	с и	2	2
266	не могут	1	2
267	и вполне	1	2
268	я прежде	1	2
269	или лучше	2	2
270	оно не	3	2
271	и это	2	2
272	не существует	1	2
273	не могу	1	2
274	в ее	2	2
275	данном случае	1	2
276	на том	1	2
277	в образе	3	2
278	можно было	1	2
279	не с	1	2
280	есть произведение	1	2
281	к первому	2	2
282	свою мысль	1	2
283	и здесь	3	2
284	все содержание	1	2
285	после того	4	2
286	судить о	1	2
287	но нет	1	2
288	бы в	1	2
289	еще более	4	2
290	в ту	1	2
291	для самого	1	2
292	один из	1	2
293	в двух	1	2
294	тот же	1	2
295	бы ни	2	2
296	в выражении	1	2
297	место из	2	2
298	из коих	1	2
299	конечно не	1	2
300	ж не	1	2
301	этом в	1	2
302	это обстоятельство	1	2
303	обратить внимание	5	2
304	не так	1	2
305	отношение к	1	2
306	из нее	3	2
307	не были	1	2
308	и даже	3	2
309	с другой	4	2
310	или иначе	1	2
311	на этот	2	2
312	в свою	1	2
313	и быть	1	2
314	и др	2	2
315	которые не	3	2
316	языка в	2	2
317	с которым	1	2
318	на который	1	2
319	к его	1	2
320	относятся к	3	2
321	по своему	2	2
322	если оно	1	2
323	в течение	6	2
324	том смысле	2	2
325	быть не	1	2
326	в это	2	2
327	похоже на	3	2
328	и для	1	2
329	будет иметь	1	2
330	а что	1	2
331	от него	1	2
332	виде в	1	2
333	и как	2	2
334	ни к	1	2
335	во время	2	2
336	из этого	1	2
337	только о	2	2
338	в голову	1	2
339	точно так	1	2
340	все что	1	2
341	в своих	1	2
342	можно назвать	1	2
343	вряд ли	3	1
344	произведения но	1	1
345	речь идет	4	1
346	одним из	6	1
347	с с	1	1
348	до него	2	1
349	того же	2	1
350	к своей	1	1
351	в сочетание	1	1
352	идет о	3	1
353	в приведенном	1	1
354	тем же	2	1
355	к другому	1	1
356	др в	1	1
357	в их	3	1
358	причем и	1	1
359	в несколько	1	1
360	со всех	1	1
361	следует обратить	1	1
362	бы уже	1	1
363	для своего	2	1
364	жизни поэта	1	1
365	большую роль	1	1
366	оба эти	3	1
367	совершающегося в	1	1
368	зависимости от	1	1
369	так а	1	1
370	о роли	1	1
371	без всякого	1	1
372	это время	2	1
373	свою очередь	1	1
374	что оба	2	1
375	стороны но	1	1
376	в основание	1	1
377	столько же	3	1
378	по этому	2	1
379	на них	1	1
380	он сам	1	1
381	в последних	1	1
382	в чем	1	1
383	только после	1	1
384	других источников	1	1
385	друг к	1	1
386	но не	3	1
387	а тем	1	1
388	могло быть	3	1
389	но как	1	1
390	достаточно для	2	1
391	было указано	1	1
392	отличие от	2	1
393	нет и	2	1
394	и речи	2	1
395	тесно связан	1	1
396	нет как	1	1
397	хотя эти	1	1
398	меньше всего	3	1
399	в известном	3	1
400	как говорит	2	1
401	как нам	1	1
402	на память	4	1
403	далеко от	2	1
404	что этим	1	1
405	при создании	1	1
406	а во-вторых	1	1
407	лучше сказать	2	1
408	не оставляет	1	1
409	сил в	1	1
410	в этой	2	1
411	им в	1	1
412	образом при	1	1
413	только один	1	1
414	не годится	1	1
415	этого образа	2	1
416	говорят о	1	1
417	иначе и	1	1
418	и те	2	1
419	есть но	1	1
420	вообще не	3	1
421	например как	1	1
422	перестает быть	1	1
423	слова а	1	1
424	с естественным	1	1
425	формы но	1	1
426	и еще	1	1
427	и совершенно	1	1
428	котором мы	1	1
429	том чтобы	1	1
430	что цель	1	1
431	категорий есть	1	1
432	и сам	2	1
433	свое время	1	1
434	на этом	1	1
435	это однако	1	1
436	но все	7	1
437	что этот	2	1
438	значение в	1	1
439	же касается	1	1
440	действовали на	1	1
441	к другу	1	1
442	а по	1	1
443	разница между	1	1
444	на все	1	1
445	раз при	1	1
446	заключается в	1	1
447	не умеет	1	1
448	всякого внимания	1	1
449	действительности в	1	1
450	окажется что	1	1
451	именно что	1	1
452	должен был	4	1
453	еще одно	1	1
454	им самим	1	1
455	нет в	1	1
456	это положение	1	1
457	жизни то	1	1
458	а прежде	1	1
459	в действии	1	1
460	во внимание	2	1
461	мы видели	1	1
462	и такая	1	1
463	нуждаются в	1	1
464	в развитии	1	1
465	не мог	3	1
466	в эту	3	1
467	в связь	1	1
468	та что	1	1
469	к тем	1	1
470	от своего	1	1
471	общества и	1	1
472	в своей	7	1
473	к истории	2	1
474	одним и	1	1
475	то для	1	1
476	рядом других	1	1
477	фактом что	2	1
478	далее в	2	1
479	не представляется	2	1
480	своего рода	5	1
481	об отсутствии	1	1
482	нее то	1	1
483	значение для	1	1
484	и той	1	1
485	но он	3	1
486	в прямом	1	1
487	есть еще	2	1
488	в отношении	2	1
489	к языку	1	1
490	но они	2	1
491	можно указать	1	1
492	что эта	3	1
493	что с	2	1
494	но для	1	1
495	истории и	2	1
496	дело в	4	1
497	на два	1	1
498	к новым	1	1
499	в примечании	1	1
500	не по	2	1
501	но вместе	1	1
502	для кого	1	1
503	образом уже	1	1
504	вообще можно	1	1
505	совершенно напрасно	1	1
506	с шекспиром	1	1
507	на отношения	1	1
508	ничего не	4	1
509	этих двух	1	1
510	связанное с	1	1
511	по первому	1	1
512	века не	1	1
513	из истории	1	1
514	только с	2	1
515	доказать что	2	1
516	как будто	1	1
517	этом отношении	9	1
518	не потому	2	1
519	у меня	3	1
520	в среде	1	1
521	сравнении с	2	1
522	и такие	1	1
523	он имел	1	1
524	бы он	1	1
525	они и	1	1
526	что при	1	1
527	утверждать что	2	1
528	в каждой	1	1
529	странным что	1	1
530	кажется будто	1	1
531	значения и	1	1
532	совершенно правильно	1	1
533	как не	1	1
534	но вообще	1	1
535	меня в	2	1
536	нужно сказать	1	1
537	к какой	1	1
538	представляется возможным	2	1
539	невозможно сомневаться	1	1
540	х и	2	1
541	с самого	3	1
542	то время	1	1
543	в пределах	1	1
544	имеет никакого	1	1
545	роль в	1	1
546	то нужно	1	1
547	язык был	2	1
548	в другом	4	1
549	времени и	4	1
550	есть также	1	1
551	что также	1	1
552	на которую	1	1
553	сочетание с	1	1
554	не ради	1	1
555	переход к	1	1
556	во второй	1	1
557	а все	1	1
558	основана на	1	1
559	как у	3	1
560	деятельность мысли	1	1
561	зависеть от	1	1
562	не был	3	1
563	настоящее время	1	1
564	второй половине	1	1
565	примечании к	1	1
566	этой мысли	2	1
567	от степени	2	1
568	а также	2	1
569	внешней формы	1	1
