N	2gram	Propp_Isto_2	formyVre
1	и в	15	46
2	в этом	11	22
3	и т	19	14
4	прежде всего	5	14
5	вовсе не	1	13
6	человеческого тела	2	12
7	и его	3	12
8	во всех	2	11
9	не только	18	11
10	только в	6	11
11	как бы	6	10
12	во время	2	10
13	в том	6	10
14	но в	6	10
15	мы уже	6	9
16	не в	7	9
17	у него	4	9
18	но и	14	9
19	вместе с	7	9
20	и не	11	9
21	и для	2	9
22	мира и	1	9
23	то же	10	8
24	смерть и	1	8
25	как и	2	8
26	того чтобы	2	8
27	потому что	9	8
28	связи с	8	8
29	в его	6	8
30	из них	2	8
31	в связи	5	8
32	в основном	2	8
33	и на	4	7
34	в главе	1	7
35	так сказать	2	7
36	всех этих	3	7
37	так и	5	7
38	в них	1	7
39	может быть	17	7
40	в одном	5	7
41	то что	12	7
42	как мы	1	6
43	еще не	9	6
44	все же	9	6
45	и наконец	5	6
46	при этом	4	6
47	человека в	2	6
48	и с	4	6
49	его в	10	6
50	никогда не	15	6
51	и во	1	6
52	так как	14	6
53	в особенности	2	6
54	здесь в	2	6
55	все это	3	6
56	но не	2	5
57	с этим	5	5
58	все эти	4	5
59	связанные с	1	5
60	он не	8	5
61	в нем	7	5
62	в то	1	5
63	в дальнейшем	1	5
64	тела и	1	5
65	и др	4	5
66	в частности	1	5
67	в пределах	1	5
68	по существу	2	5
69	что в	12	5
70	и он	1	4
71	что они	10	4
72	в истории	1	4
73	как в	5	4
74	уже в	2	4
75	из этих	3	4
76	в себе	4	4
77	их в	2	4
78	том что	7	4
79	в котором	5	4
80	к себе	2	4
81	смерти и	7	4
82	с ним	1	4
83	о том	3	4
84	на острове	2	4
85	так что	6	4
86	с другом	1	4
87	и их	2	4
88	а не	5	4
89	отнюдь не	1	4
90	друг с	1	4
91	с этой	1	4
92	еще более	1	4
93	же в	1	4
94	есть и	2	4
95	в виду	2	3
96	мы еще	1	3
97	другой пример	1	3
98	и как	1	3
99	в этот	1	3
100	уже не	1	3
101	имеем в	5	3
102	т д	18	3
103	и по	2	3
104	таким образом	7	3
105	здесь мы	3	3
106	а затем	2	3
107	в совершенно	1	3
108	связанных с	1	3
109	в их	3	3
110	в которых	2	3
111	что было	1	3
112	как можно	1	3
113	кроме того	2	3
114	к тому	5	3
115	себя и	2	3
116	на основе	1	3
117	роль в	3	3
118	и совершенно	1	3
119	том как	1	3
120	в другом	9	3
121	а также	2	3
122	что и	6	3
123	того что	3	3
124	тот же	1	3
125	что он	24	3
126	все они	1	3
127	в качестве	3	3
128	и они	4	3
129	в прошлом	1	3
130	тем что	4	3
131	что на	1	3
132	и прежде	1	3
133	не было	2	3
134	на смерть	2	3
135	о чем	1	3
136	еще нет	1	3
137	это значит	1	3
138	в это	1	3
139	в этих	11	3
140	ее в	2	3
141	а в	12	3
142	и другие	4	3
143	к этому	1	3
144	жизни она	1	2
145	и есть	5	2
146	и так	2	2
147	почти всегда	1	2
148	оно было	1	2
149	мы имеем	15	2
150	в сущности	2	2
151	говорить о	1	2
152	они были	2	2
153	он был	3	2
154	они у	1	2
155	друг от	1	2
156	в одной	4	2
157	и к	1	2
158	от этого	1	2
159	и питье	1	2
160	в этой	4	2
161	с одной	4	2
162	как он	3	2
163	не могла	2	2
164	человек не	1	2
165	о смерти	1	2
166	после этого	4	2
167	на земле	1	2
168	мыслится как	1	2
169	не боится	2	2
170	по себе	1	2
171	далеко не	1	2
172	с тем	9	2
173	мы видели	2	2
174	всего нужно	1	2
175	женщин и	1	2
176	необходимо указать	1	2
177	представление о	2	2
178	но эта	1	2
179	но он	4	2
180	над ними	1	2
181	и более	2	2
182	в той	1	2
183	вплоть до	1	2
184	она не	5	2
185	эти формы	1	2
186	на котором	2	2
187	там где	1	2
188	на землю	1	2
189	которого еще	1	2
190	особое значение	1	2
191	очень часто	4	2
192	принадлежит к	2	2
193	могут быть	2	2
194	во все	1	2
195	и дух	1	2
196	и потому	1	2
197	и это	3	2
198	и о	1	2
199	от друга	1	2
200	здесь не	2	2
201	без всякого	1	2
202	в себя	3	2
203	не мог	3	2
204	дано в	2	2
205	особенно в	1	2
206	находится в	2	2
207	другом месте	2	2
208	это не	2	2
209	и только	2	2
210	все в	1	2
211	века и	1	2
212	одним ударом	1	2
213	значит что	1	2
214	что здесь	4	2
215	быть и	1	2
216	один из	8	2
217	мы видим	8	2
218	него и	1	2
219	и других	1	2
220	характерно что	1	2
221	до того	1	2
222	представлений о	1	2
223	они сами	1	2
224	каждый из	1	2
225	не были	1	2
226	до сих	6	2
227	с другой	2	2
228	именно в	2	2
229	было бы	5	2
230	в некоторых	2	2
231	и пр	7	2
232	их не	1	2
233	у нас	1	2
234	а на	1	2
235	не знает	2	2
236	до конца	1	2
237	не может	5	2
238	так же	13	2
239	как это	3	2
240	по своему	1	2
241	наряду с	6	2
242	а потом	4	2
243	лежит в	1	2
244	этом случае	5	2
245	сих пор	7	2
246	только для	1	2
247	о его	2	2
248	здесь имеет	1	2
249	сказал что	2	2
250	на небе	1	2
251	в двух	1	2
252	ее и	1	2
253	у них	1	2
254	как явление	1	2
255	но это	4	2
256	гл vii	1	2
257	в иной	5	2
258	себя как	1	1
259	говорили о	1	1
260	который должен	1	1
261	основном же	1	1
262	можно говорить	1	1
263	например в	2	1
264	относится и	1	1
265	и действительно	1	1
266	мы здесь	6	1
267	связан с	5	1
268	и то	2	1
269	в преисподнюю	1	1
270	на самом	2	1
271	вне связи	1	1
272	это и	1	1
273	к сыну	1	1
274	на этих	1	1
275	права и	1	1
276	ноги и	1	1
277	не имеют	1	1
278	и бросил	2	1
279	человек умер	1	1
280	кости и	1	1
281	особенно часто	3	1
282	хлеб и	1	1
283	которыми он	1	1
284	их и	1	1
285	в несколько	1	1
286	а как	1	1
287	есть не	1	1
288	со всех	4	1
289	миру и	1	1
290	у тебя	2	1
291	жизни таких	1	1
292	большую роль	1	1
293	вопрос о	4	1
294	мы сделаем	1	1
295	представлением о	1	1
296	ни один	2	1
297	вместо того	2	1
298	но чтобы	1	1
299	же что	1	1
300	этой исторической	1	1
301	форм в	1	1
302	всех сторон	4	1
303	это время	1	1
304	в ней	4	1
305	он сам	1	1
306	время в	1	1
307	пока они	1	1
308	с его	1	1
309	тем как	1	1
310	самом деле	2	1
311	ну теперь	1	1
312	могло быть	1	1
313	получить от	1	1
314	а он	1	1
315	по направлению	1	1
316	тому времени	1	1
317	отличие от	1	1
318	связи и	1	1
319	в настоящем	1	1
320	три часа	1	1
321	отчего и	1	1
322	как говорит	1	1
323	его на	2	1
324	добродетели и	1	1
325	до его	1	1
326	в него	2	1
327	мы также	1	1
328	однако не	1	1
329	когда он	3	1
330	что по	1	1
331	его к	1	1
332	они ударили	1	1
333	тело в	1	1
334	следующим образом	1	1
335	и этим	1	1
336	в самом	1	1
337	животных и	1	1
338	в которой	2	1
339	как то	1	1
340	коснуться лишь	1	1
341	как их	1	1
342	так в	3	1
343	еще один	1	1
344	остановиться на	1	1
345	им в	1	1
346	и тот	1	1
347	его но	1	1
348	стороны в	1	1
349	здесь однако	1	1
350	мы можем	8	1
