N	3gram	Bakhtin_Pr_3	Tvorches
1	в то же	5	13
2	то же время	5	12
3	записки из подполья	2	6
4	в том что	3	6
5	о том что	2	5
6	униженных и оскорбленных	1	4
7	в преступлении и	2	4
8	но в то	1	4
9	в творчестве достоевского	5	4
10	записок из подполья	1	3
11	преступлении и наказании	2	3
12	в соответствии с	2	3
13	с самого начала	3	3
14	в записках из	1	3
15	на первом плане	1	2
16	в одной из	1	2
17	является одним из	1	2
18	по крайней мере	1	2
19	записках из подполья	1	2
20	на протяжении всего	1	2
21	в сне смешного	5	2
22	можно сказать что	4	2
23	и в то	2	2
24	сне смешного человека	5	2
25	тем не менее	2	2
26	человека и его	3	2
27	бывает гостиная зал	1	1
28	как и его	1	1
29	столовая где происходит	1	1
30	что иное как	1	1
31	хотя и не	1	1
32	в бесах с	1	1
33	в сущности перескакивает	1	1
34	и через пространство	1	1
35	входе на лестнице	1	1
36	где совершается кризис	1	1
37	и наконец в	2	1
38	равно как и	1	1
39	гостиная зал столовая	1	1
40	происходит катастрофа и	1	1
41	ее в жизни	1	1
42	то же самое	1	1
43	влияние на достоевского	2	1
44	в униженных и	1	1
45	он в сущности	1	1
46	по отношению к	1	1
47	на лестнице в	1	1
48	точках на пороге	1	1
49	действие только в	1	1
50	до сих пор	5	1
51	зал столовая где	1	1
52	обычно бывает гостиная	1	1
53	катастрофа и скандал	1	1
54	только в двух	1	1
55	в отличие от	1	1
56	а не то	1	1
57	к творчеству достоевского	1	1
58	а может быть	1	1
59	на самом же	1	1
60	к человеку и	1	1
61	а вместе с	1	1
62	у достоевского и	1	1
63	сосредоточивает действие только	1	1
64	с самим собой	1	1
65	пороге у дверей	1	1
66	к мысли о	1	1
67	заменой которой обычно	1	1
68	перелом или на	1	1
69	у достоевского на	1	1
70	не то что	3	1
71	и сосредоточивает действие	1	1
72	все более и	1	1
73	лестнице в коридоре	1	1
74	где происходит катастрофа	1	1
75	двух точках на	1	1
76	на этой почве	1	1
77	почти в каждом	1	1
78	или на площади	1	1
79	могут быть названы	1	1
80	в xix веке	1	1
81	в конце концов	1	1
82	в двух точках	1	1
83	со всеми его	1	1
84	но при этом	1	1
85	между человеком и	1	1
86	как и на	1	1
87	достоевского в рассказе	1	1
88	кризис и перелом	1	1
89	в связи с	1	1
90	пространство он в	1	1
91	мы уже говорили	2	1
92	внутренними и внешними	1	1
93	князя мышкина и	1	1
94	человека но и	1	1
95	я не могу	1	1
96	сон смешного человека	6	1
97	перескакивает и сосредоточивает	1	1
98	самом же деле	1	1
99	для творчества достоевского	2	1
100	в стихах и	1	1
101	совершается кризис и	1	1
102	в коридоре и	1	1
103	так и от	1	1
104	и перелом или	1	1
105	потому что я	1	1
106	мы находим у	1	1
107	в беседе с	1	1
108	на пороге у	1	1
109	на площади заменой	1	1
110	через пространство он	1	1
111	более и более	1	1
112	стихах и прозе	1	1
113	дверей при входе	1	1
114	при входе на	1	1
115	один из самых	1	1
116	с другой стороны	1	1
117	которой обычно бывает	1	1
118	бы он ни	1	1
119	таким образом и	1	1
120	не что иное	1	1
121	где он видит	1	1
122	к вопросу о	1	1
123	воплощенной в образе	1	1
124	площади заменой которой	1	1
125	стала одним из	1	1
126	как и в	3	1
127	у дверей при	1	1
128	отметить что в	1	1
129	сущности перескакивает и	1	1
