N	2gram	Propp_Russ_1	VeschiIm
1	т е	17	42
2	не может	4	33
3	не только	22	31
4	может быть	8	29
5	и не	6	28
6	и в	36	26
7	то что	6	24
8	значит что	2	22
9	и т	10	21
10	т д	9	20
11	а не	2	20
12	не просто	2	18
13	что я	1	16
14	и следовательно	1	15
15	что она	2	14
16	только в	4	14
17	и что	4	13
18	того что	4	13
19	все же	5	12
20	что это	3	12
21	было бы	1	12
22	и ее	1	12
23	но и	16	12
24	сказать что	1	12
25	а и	5	11
26	таким образом	6	11
27	то же	3	10
28	в ней	2	10
29	не значит	2	10
30	как бы	5	10
31	потому что	10	10
32	уже не	6	10
33	что мы	1	10
34	и с	2	9
35	в том	17	9
36	что не	1	9
37	еще и	1	9
38	что иное	2	8
39	иное как	2	8
40	в себе	1	8
41	на то	1	8
42	смысл и	1	8
43	и это	1	8
44	ничего не	3	8
45	себя и	2	8
46	но это	4	8
47	не что	2	8
48	также и	1	7
49	говорить о	1	7
50	в этом	12	7
51	его в	1	7
52	том что	19	7
53	в то	1	7
54	в свете	2	7
55	д и	1	7
56	и их	4	7
57	так как	15	7
58	и пр	2	7
59	е в	8	7
60	есть и	1	7
61	что они	7	6
62	и как	2	6
63	но в	2	6
64	точки зрения	3	6
65	но если	1	6
66	необходимо чтобы	1	6
67	с ним	2	6
68	она не	2	6
69	можно было	1	6
70	так что	2	6
71	но что	2	6
72	относится к	1	6
73	жизни и	1	6
74	что в	19	6
75	того же	1	5
76	и до	2	5
77	на себя	2	5
78	в чем	1	5
79	но не	2	5
80	отнюдь не	2	5
81	должна быть	1	5
82	это не	10	5
83	с тем	8	5
84	тем не	3	5
85	не менее	3	5
86	одна из	4	5
87	у нас	8	5
88	для себя	1	5
89	свою очередь	2	5
90	должны быть	1	5
91	если бы	1	5
92	для этого	2	5
93	еще не	4	5
94	или не	1	5
95	что для	1	5
96	и для	2	5
97	а в	9	5
98	в свою	3	5
99	собственном смысле	1	4
100	в и	17	4
101	мы не	6	4
102	в их	4	4
103	во всех	4	4
104	точка зрения	1	4
105	независимо от	2	4
106	его на	1	4
107	с этим	2	4
108	в своем	3	4
109	однако не	1	4
110	же не	2	4
111	и мы	1	4
112	на почве	1	4
113	как и	10	4
114	что значит	1	4
115	с точки	3	4
116	и более	2	4
117	что есть	1	4
118	и о	1	4
119	о том	8	4
120	судить о	2	4
121	что и	7	4
122	с а	1	4
123	быть и	2	4
124	этот вопрос	2	4
125	то и	1	4
126	из них	8	4
127	тем что	4	4
128	и потому	2	4
129	в данном	1	4
130	в отдельности	2	4
131	быть не	1	4
132	как только	1	4
133	и все	1	4
134	от того	1	4
135	между ними	1	4
136	оно не	1	4
137	самом деле	1	3
138	к другому	2	3
139	с в	4	3
140	мы имеем	4	3
141	вопрос о	1	3
142	но даже	2	3
143	в нем	2	3
144	подобно тому	1	3
145	на этом	3	3
146	было в	1	3
147	в жизни	2	3
148	несмотря на	3	3
149	все это	6	3
150	их в	3	3
151	чтобы она	1	3
152	между прочим	2	3
153	как можно	2	3
154	тогда когда	1	3
155	ее с	1	3
156	в основе	1	3
157	или как	1	3
158	к ней	2	3
159	ему не	1	3
160	ни о	1	3
161	к тому	4	3
162	в собственном	1	3
163	и сам	1	3
164	так и	7	3
165	и вообще	1	3
166	можно сказать	1	3
167	один из	8	3
168	в отрыве	1	3
169	мы видим	2	3
170	тот же	1	3
171	что он	1	3
172	только на	3	3
173	в одном	3	3
174	а с	4	3
175	вместе с	10	3
176	что именно	2	3
177	в той	1	3
178	тому как	1	3
179	к пониманию	1	3
180	можно говорить	2	2
181	от этого	1	2
182	как это	8	2
183	переход от	2	2
184	тем же	1	2
185	в первом	1	2
186	ту же	1	2
187	поэтому и	1	2
188	мы уже	1	2
189	как мы	10	2
190	но она	2	2
191	бы ни	1	2
192	и самой	1	2
193	явление не	1	2
194	и этого	1	2
195	а только	1	2
196	не все	1	2
197	тогда как	2	2
198	себе и	1	2
199	тут же	2	2
200	наряду с	1	2
201	как в	5	2
202	когда он	2	2
203	что на	4	2
204	приводит к	3	2
205	же но	1	2
206	он не	1	2
207	в силу	2	2
208	но все	3	2
209	а затем	1	2
210	об этом	9	2
211	на все	2	2
212	то есть	3	2
213	на этой	2	2
214	от одного	1	2
215	и тем	1	2
