N	3gram	Tiupa_Lite_2	Problema
1	тем не менее	2	10
2	в том что	5	9
3	той или иной	1	8
4	то же самое	1	7
5	и то что	1	7
6	в данном случае	3	7
7	в этом случае	2	5
8	по крайней мере	2	5
9	с другой стороны	4	5
10	не может быть	7	5
11	что же касается	1	4
12	но даже и	1	4
13	бы то ни	1	4
14	в то же	9	4
15	даже и не	1	4
16	и то же	2	4
17	и вовсе не	1	4
18	тех или иных	1	4
19	можно было бы	1	3
20	одно и то	2	3
21	то ни было	1	3
22	в конце концов	1	3
23	имеет ничего общего	1	3
24	не имеет ничего	1	3
25	это и не	1	3
26	то есть в	1	3
27	о том что	2	3
28	с точки зрения	3	2
29	в отличие от	1	2
30	этой точки зрения	1	2
31	только то что	1	2
32	ничего общего с	1	2
33	но с другой	3	2
34	на самом деле	1	2
35	в сравнении с	2	2
36	вовсе не является	1	2
37	как мы видели	1	2
38	это могло бы	1	1
39	в нашем понимании	1	1
40	для нас как	1	1
41	нас как раз	1	1
42	что он не	1	1
43	самое можно сказать	1	1
44	из того что	1	1
45	то же в	1	1
46	а то и	1	1
47	с этой точки	1	1
48	в основе данного	1	1
49	в том чтобы	3	1
50	с одной стороны	6	1
51	писателя и читателя	1	1
52	и не было	1	1
53	себе а в	1	1
54	во всех этих	1	1
55	нам представляется что	1	1
56	как это могло	1	1
57	но это и	1	1
58	однако это не	1	1
59	мы не можем	1	1
60	имел в виду	1	1
61	сказать и о	1	1
62	не только не	1	1
63	же самое можно	1	1
64	и не является	1	1
65	речь идет о	3	1
66	поскольку речь идет	2	1
67	к тому что	1	1
68	для того чтобы	1	1
69	а не так	1	1
70	в себе не	1	1
71	для этого необходимо	1	1
72	не так как	2	1
