N	3gram	Trubetskoy_1	Dialekti
1	с точки зрения	9	9
2	в том что	7	9
3	по крайней мере	1	7
4	не может быть	4	6
5	то же время	10	6
6	в то же	10	6
7	есть то что	1	5
8	сама по себе	2	5
9	для того чтобы	6	5
10	что он есть	1	4
11	это и есть	1	4
12	и в этом	1	3
13	на то что	4	3
14	точно так же	2	2
15	то и другое	1	2
16	но в то	1	2
17	что оно есть	1	2
18	от того что	1	2
19	в свою очередь	1	2
20	и в частности	1	2
21	тем не менее	1	2
22	даже тогда когда	1	1
23	не может не	3	1
24	в силу этого	1	1
25	прежде всего в	1	1
26	дело в том	1	1
27	на том же	1	1
28	точки зрения в	1	1
29	он не может	1	1
30	и не только	1	1
31	что с точки	1	1
32	в лучшем случае	3	1
33	и то и	1	1
34	только для того	1	1
35	также и то	1	1
36	чем больше в	1	1
37	это значило бы	1	1
38	в себе и	2	1
39	того и другого	1	1
40	но для этого	1	1
41	и не будет	2	1
42	совершенно ясно что	1	1
43	именно так как	1	1
44	и на нем	1	1
45	в том случае	4	1
46	из всего этого	1	1
47	и то что	3	1
48	он всегда будет	1	1
49	говорить не о	1	1
50	не есть только	1	1
51	что оно будет	1	1
52	в данном случае	3	1
53	мы не знаем	1	1
54	прежде всего с	1	1
55	в конце концов	3	1
56	сделать это она	1	1
57	того что не	1	1
58	заключается не в	1	1
59	и как бы	1	1
60	в связи с	1	1
61	они оказались бы	1	1
62	лишь в том	2	1
63	что же будет	1	1
64	и ни один	1	1
65	из которых каждый	2	1
66	его жизни и	1	1
67	в этом случае	3	1
68	о том что	2	1
69	и вместе с	2	1
70	в себе черты	1	1
71	как бы ни	1	1
72	и не может	3	1
73	вопрос о том	1	1
74	и прежде всего	1	1
75	есть по существу	1	1
76	речь идет о	1	1
77	но все же	1	1
78	это она может	1	1
79	друг от друга	2	1
80	совершенно очевидно что	1	1
81	ни одна из	2	1
82	тех или иных	1	1
83	как же может	1	1
84	перед нами не	1	1
85	которую можно назвать	1	1
86	том случае если	3	1
87	той или иной	3	1
88	он еще не	1	1
