N	3gram	Losev_Prob_1	Komedia
1	до сих пор	3	9
2	в том что	5	9
3	в самом деле	2	6
4	для того чтобы	8	6
5	в то же	4	4
6	о том что	5	4
7	к тому же	1	4
8	если бы он	1	3
9	о том как	2	3
10	с точки зрения	3	3
11	и т п	1	3
12	вместе с тем	1	3
13	в связи с	4	3
14	во всяком случае	3	3
15	и в самом	2	3
16	тем не менее	18	3
17	то же самое	9	3
18	хотя и не	2	2
19	само собой разумеется	1	2
20	так или иначе	2	2
21	в этом случае	2	2
22	бы то ни	1	2
23	в этом отношении	1	2
24	то время как	1	2
25	в конце концов	4	2
26	с другой стороны	3	2
27	в то время	1	2
28	на этот раз	2	2
29	тем же словом	1	1
30	бы он был	1	1
31	сам он не	1	1
32	и в своей	3	1
33	и к тому	1	1
34	на себя внимание	1	1
35	более или менее	3	1
36	в нем только	2	1
37	не говоря уже	2	1
38	подобно тому как	2	1
39	на первый план	1	1
40	но как раз	1	1
41	говоря уже о	1	1
42	и в то	1	1
43	мы конечно не	1	1
44	не было и	1	1
45	он должен быть	1	1
46	в первую очередь	1	1
47	на то что	8	1
48	не о чем	2	1
49	об этом не	1	1
50	по крайней мере	2	1
51	словом если в	1	1
52	как раз в	1	1
53	даже если бы	3	1
54	и для этого	1	1
55	в самом начале	1	1
56	в настоящее время	3	1
57	в том чтобы	1	1
58	один из них	1	1
59	едва ли кто-нибудь	1	1
60	имеет ничего общего	2	1
61	в некоторых случаях	1	1
62	таким образом на	1	1
63	в течение всей	1	1
64	в одной точке	1	1
65	то что он	3	1
66	из них не	1	1
67	здесь не только	2	1
68	что ему придется	1	1
69	обо всем этом	1	1
70	в других случаях	2	1
71	что к нему	1	1
72	и здесь история	1	1
73	а то что	1	1
74	только на то	1	1
75	случайно попавший в	1	1
76	и о том	3	1
77	так и в	1	1
78	можно сказать что	3	1
79	что его можно	1	1
80	ничего общего с	7	1
81	точки зрения самого	1	1
82	нет никакой необходимости	1	1
83	и тем более	1	1
84	в основе своей	1	1
85	те моменты в	1	1
86	но все равно	1	1
87	по этому поводу	3	1
88	таким образом что	1	1
89	к тому что	1	1
90	и в этом	2	1
91	и в его	1	1
92	вовсе не является	3	1
93	тому же он	1	1
94	так как он	2	1
95	не имеет ничего	2	1
96	в том же	1	1
97	и т д	10	1
