N	2gram	Trubetskoy_1	Problema
1	и в	26	44
2	и не	8	35
3	не есть	1	35
4	то есть	4	34
5	может быть	10	28
6	по себе	1	25
7	потому что	7	25
8	то что	7	23
9	в том	11	21
10	только в	4	19
11	а не	5	18
12	в этом	15	17
13	сказать что	2	16
14	когда мы	1	15
15	и даже	3	14
16	не только	10	14
17	не в	2	13
18	то же	4	13
19	но в	7	12
20	так что	3	12
21	той или	2	12
22	том что	7	12
23	не является	1	11
24	как и	1	10
25	так и	6	10
26	не менее	3	10
27	но и	9	10
28	у нас	1	10
29	тем не	3	10
30	в виду	2	10
31	и с	10	9
32	во всяком	6	9
33	таким образом	22	9
34	в нем	4	9
35	как нечто	1	9
36	это не	1	9
37	что и	6	9
38	в его	5	9
39	не имеет	5	9
40	в то	4	9
41	и от	4	9
42	что он	4	9
43	и это	2	9
44	так как	9	9
45	же самое	2	9
46	как бы	12	9
47	в данном	1	9
48	в себе	6	8
49	здесь не	1	8
50	связи с	9	8
51	что в	9	8
52	как раз	1	8
53	а именно	1	8
54	того что	3	8
55	смысле слова	1	8
56	ни в	1	8
57	он не	4	8
58	при помощи	1	8
59	было бы	1	8
60	или иной	2	8
61	что мы	2	8
62	но это	1	8
63	все эти	6	7
64	в связи	3	7
65	это и	1	7
66	не может	4	7
67	еще и	1	7
68	мы не	1	7
69	ничего общего	2	7
70	с ним	1	7
71	данном случае	1	7
72	мы должны	6	7
73	и потому	6	7
74	уже не	3	7
75	и что	4	7
76	с другой	8	7
77	указывает на	1	7
78	все же	6	6
79	можно сказать	3	6
80	жизни и	2	6
81	в виде	4	6
82	для этого	2	6
83	то ни	2	6
84	и только	4	6
85	сами по	1	6
86	никогда не	5	6
87	и к	5	6
88	но если	2	6
89	другими словами	1	6
90	не символ	1	6
91	всяком случае	6	6
92	ясно что	3	6
93	мы можем	2	6
94	и если	3	6
95	нет ничего	1	6
96	о том	6	6
97	и здесь	2	5
98	еще не	2	5
99	что они	1	5
100	так же	5	5
101	крайней мере	5	5
102	не было	2	5
103	точки зрения	13	5
104	с ней	3	5
105	в конце	6	5
106	которое мы	1	5
107	в своей	1	5
108	с тем	18	5
109	а в	4	5
110	в нашем	1	5
111	есть не	1	5
112	в таком	3	5
113	и о	3	5
114	как в	1	5
115	и его	1	5
116	да и	1	5
117	другой стороны	1	5
118	этого слова	1	5
119	по крайней	5	5
120	состоит из	1	5
121	тоже не	1	5
122	все это	6	5
123	и есть	1	5
124	в ней	1	5
125	что здесь	1	5
126	только на	1	5
127	как о	3	5
128	в своем	3	5
129	бы то	2	4
130	отличается от	2	4
131	то время	1	4
132	при этом	3	4
133	время как	1	4
134	и является	2	4
135	а также	2	4
136	в ее	1	4
137	он сам	1	4
138	или по	2	4
139	совершенно не	1	4
140	что даже	1	4
141	только с	1	4
142	в чем	1	4
143	тем что	1	4
144	мы уже	1	4
145	но даже	1	4
146	ни с	1	4
147	на этот	4	4
148	в каком	1	4
149	заключается в	1	4
150	могли бы	1	4
151	таком случае	1	4
152	о которых	1	3
153	в первую	1	3
154	этот раз	1	3
155	жизни а	1	3
156	с первого	1	3
157	очень много	2	3
158	первую очередь	1	3
159	бы быть	1	3
160	а ведь	1	3
161	конце концов	3	3
162	из себя	2	3
163	уже как	1	3
164	прежде всего	2	3
165	случае не	3	3
166	это есть	1	3
167	быть даже	2	3
168	и ее	1	3
169	кроме того	1	3
170	и все	2	3
171	идет речь	1	3
172	на то	2	3
173	и больше	2	3
174	что это	3	3
175	указания на	1	3
176	что такое	1	3
177	хотя бы	3	3
178	и другие	3	3
179	с другими	4	3
180	значение в	1	3
181	жизнь в	1	3
182	то в	1	3
183	если не	2	3
184	его в	1	3
185	но не	8	3
186	с этой	3	3
187	для него	3	3
188	отношения к	1	3
189	на нечто	1	3
190	в той	1	3
191	к тому	6	3
192	находим в	1	3
193	на себе	1	3
194	отличие от	1	3
195	в качестве	3	3
196	есть то	1	3
197	общего с	2	3
198	точно так	3	3
199	это уже	1	3
200	первого взгляда	1	3
201	ничего не	1	3
202	как только	1	3
203	самом деле	1	3
204	не указывает	1	3
205	без всякого	1	3
206	если бы	3	3
207	ни было	2	3
208	иной раз	2	3
209	в этой	4	3
210	же как	3	3
211	не так	1	3
212	в самом	4	3
213	во всей	1	3
214	имеет никакого	1	3
215	то или	2	3
216	с собой	1	3
217	быть и	2	3
218	тем более	1	3
219	ни к	1	3
220	же в	1	3
221	из этого	2	3
222	уже в	2	3
223	в которых	4	3
224	но эта	1	3
225	именно потому	1	3
226	только еще	1	3
227	ни на	1	3
228	этот вопрос	1	3
229	том или	1	3
230	могло бы	1	3
231	но все	7	3
232	и как	3	3
233	и тогда	4	3
234	она уже	1	3
235	с ее	1	2
236	значение которое	1	2
237	друга и	1	2
238	или иное	2	2
239	по сравнению	2	2
240	сравнению с	2	2
241	ничего кроме	1	2
242	бы в	1	2
243	друг друга	1	2
244	к их	1	2
245	время и	1	2
246	многих других	1	2
247	от тех	1	2
248	мы и	1	2
249	в которой	3	2
250	того же	6	2
251	и для	5	2
252	для себя	1	2
253	только тогда	1	2
254	никто не	1	2
255	как на	8	2
256	не был	1	2
257	нельзя сказать	1	2
258	человеческой жизни	1	2
259	есть образ	1	2
260	ничто не	1	2
261	вместе с	15	2
262	сих пор	5	2
263	настоящее время	1	2
264	и во	1	2
265	но с	3	2
266	до сих	5	2
267	дело не	1	2
268	во всех	2	2
269	только то	1	2
270	в их	1	2
271	эти слова	1	2
272	же есть	1	2
273	совсем не	1	2
274	но когда	2	2
275	видели выше	1	2
276	она обладает	1	2
277	ничем не	4	2
278	нераздельное целое	1	2
279	том виде	2	2
280	и своего	1	2
281	из него	2	2
282	еще на	2	2
283	в начале	2	2
284	самый термин	1	2
285	в нашей	1	2
286	тем же	1	2
287	этой точки	2	2
288	у них	3	2
289	и сами	2	2
290	мы видели	2	2
291	только что	2	2
292	в этих	4	2
293	из которых	4	2
294	с точки	6	2
295	с людьми	1	2
296	и после	2	2
297	во внимание	1	2
298	и при	3	2
299	в самой	2	2
300	не стоит	1	2
301	нашем смысле	1	2
302	хотя это	1	2
303	в процессе	2	2
304	чистом виде	1	2
305	что оно	4	2
306	в отношении	6	2
307	и образ	1	2
308	природы и	1	2
309	деле если	1	2
310	с этим	1	2
311	когда она	1	2
312	как она	1	2
313	он в	2	2
314	том как	1	2
315	а с	7	2
316	при таком	2	2
317	в слове	1	2
318	о чем	1	2
319	и за	1	2
320	это было	1	2
321	мы имеем	2	2
322	что все	4	2
323	однако это	1	2
324	по своему	2	2
325	широком смысле	1	2
326	очень мало	4	2
327	мы читаем	1	2
328	себе не	1	2
329	в котором	4	2
330	всех этих	1	2
331	могут быть	1	2
332	в настоящее	1	2
333	именно в	2	2
334	с одной	7	2
335	когда он	3	2
336	это тоже	1	2
337	только он	1	2
338	а мы	1	2
339	в отличие	1	2
340	к одной	2	2
341	себя не	1	2
342	в результате	3	2
343	самой этой	2	2
344	самостоятельного значения	1	2
345	однако в	1	2
346	происходит в	1	2
347	и состоит	1	2
348	все они	1	2
349	и нет	3	2
350	вернуться к	1	2
351	его не	2	2
352	по существу	2	2
353	с их	1	2
354	и у	8	2
355	о его	1	2
356	и до	1	2
357	себя в	1	2
358	котором он	1	2
359	а как	1	2
360	быть в	1	2
361	и особенно	2	2
362	только впоследствии	1	2
363	на одну	1	2
364	из них	7	2
365	и могут	1	2
366	или ином	1	2
367	но именно	1	2
368	и следовательно	1	2
369	и по	4	2
370	и более	1	2
371	прямом смысле	1	1
372	не означает	1	1
373	его от	2	1
374	одним из	2	1
375	или что	1	1
376	и этот	1	1
377	для всех	2	1
378	на более	1	1
379	культуры вообще	1	1
380	все прочие	1	1
381	и смерть	1	1
382	всегда в	1	1
383	и далее	1	1
384	явления природы	1	1
385	чтобы в	1	1
386	их с	1	1
387	все те	1	1
388	если они	1	1
389	имеет самостоятельного	1	1
390	из человеческих	2	1
391	есть тот	1	1
392	входит в	1	1
393	причем их	1	1
394	в одно	2	1
395	то не	1	1
396	первом случае	1	1
397	друг к	1	1
398	только как	1	1
399	о котором	2	1
400	по одному	1	1
401	необходимо чтобы	1	1
402	она является	1	1
403	от этого	1	1
404	больше чем	2	1
405	только от	1	1
406	нет в	1	1
407	не должно	1	1
408	себе в	1	1
409	не к	2	1
410	это слово	1	1
411	в этот	1	1
412	рисуется в	1	1
413	в жизни	1	1
