N	2gram	Vinokur_St_2	Literetu
1	а не	5	20
2	и в	29	19
3	может быть	2	17
4	своего рода	5	13
5	то же	2	12
6	и не	9	11
7	как и	2	10
8	в том	27	10
9	но и	19	10
10	тогда как	2	9
11	в этом	21	9
12	в то	2	9
13	же время	1	9
14	не может	2	9
15	такого рода	2	9
16	не только	19	8
17	в стихах	1	8
18	и даже	3	8
19	с другой	4	8
20	том что	27	7
21	так и	9	7
22	то что	11	7
23	и на	6	6
24	в себе	2	6
25	при этом	2	6
26	не менее	3	6
27	в году	3	5
28	я не	7	5
29	столь же	1	5
30	но не	3	5
31	в принципе	1	5
32	он не	9	5
33	одна из	1	5
34	так в	1	5
35	в качестве	5	5
36	у нас	3	5
37	того что	5	5
38	вместе с	7	5
39	мы не	1	4
40	того же	2	4
41	по отношению	1	4
42	так что	3	4
43	едва ли	1	4
44	для него	4	4
45	точки зрения	5	4
46	в поэме	3	4
47	не в	4	4
48	даже в	2	4
49	в русской	5	4
50	в области	2	4
51	в ней	7	4
52	еще в	2	4
53	в его	13	4
54	один из	1	4
55	не случайно	1	4
56	тем что	3	4
57	прежде всего	5	4
58	в частности	4	4
59	жизни в	1	4
60	другой стороны	3	4
61	жизни и	1	4
62	что в	19	4
63	речь идет	4	3
64	одним из	6	3
65	и то	1	3
66	идет о	3	3
67	тем же	2	3
68	в сущности	1	3
69	и он	3	3
70	в этой	2	3
71	то и	1	3
72	в нем	4	3
73	перестает быть	1	3
74	такой же	1	3
75	в их	3	3
76	права на	1	3
77	том чтобы	1	3
78	с точки	2	3
79	вплоть до	1	3
80	не столько	7	3
81	никогда не	3	3
82	ничего не	4	3
83	х годов	1	3
84	и его	6	3
85	данном случае	1	3
86	русской поэзии	1	3
87	не с	1	3
88	и с	4	3
89	в другом	4	3
90	но с	4	3
91	в поэзии	1	3
92	а в	1	3
93	так как	2	3
94	себе и	1	3
95	этом отношении	9	3
96	и др	2	3
97	со стороны	2	3
98	не знали	5	3
99	и жизни	1	3
100	в данном	2	3
101	по существу	2	3
102	но это	3	3
103	в начале	3	3
104	и для	1	3
105	на свою	1	3
106	и как	2	3
107	здесь поэт	1	3
108	что он	13	3
109	о себе	1	3
110	отношению к	1	3
111	как на	9	3
112	ту же	1	2
113	и т	9	2
114	же как	3	2
115	и до	1	2
116	поэзии и	2	2
117	той же	1	2
118	на первом	2	2
119	зависимость от	1	2
120	на себя	3	2
121	из того	1	2
122	в каждой	1	2
123	к своему	2	2
124	но как	1	2
125	очевидно что	2	2
126	в истории	2	2
127	все же	6	2
128	и к	4	2
129	но в	8	2
130	представляет собой	1	2
131	как он	2	2
132	и сам	2	2
133	свое время	1	2
134	на этом	1	2
135	одно и	1	2
136	в каждом	1	2
137	а затем	2	2
138	пути от	1	2
139	но уже	1	2
140	в них	2	2
141	нет в	1	2
142	с этой	2	2
143	с тем	7	2
144	а за	1	2
145	он и	1	2
146	превращаясь в	1	2
147	и еще	1	2
148	как бы	5	2
149	и без	1	2
150	не к	2	2
151	что я	2	2
152	по преимуществу	1	2
153	одном из	3	2
154	такую же	1	2
155	что было	2	2
156	тем не	2	2
157	не раз	2	2
158	на два	1	2
159	не по	2	2
160	в основе	1	2
161	для кого	1	2
162	но только	1	2
163	поэт не	2	2
164	не вполне	1	2
165	в бою	1	2
166	уже о	1	2
167	для того	7	2
168	в виду	7	2
169	говоря уже	1	2
170	не могу	1	2
171	в ее	2	2
172	за то	3	2
173	еще не	1	2
174	о том	17	2
175	и что	6	2
176	для нас	1	2
177	а также	2	2
178	впрочем не	1	2
179	было бы	5	2
180	могло бы	1	2
181	тот же	1	2
182	одной из	3	2
183	в какой	2	2
184	потому что	9	2
185	уже в	1	2
186	ни было	2	2
187	речь в	1	2
188	из них	3	2
189	одно из	1	2
190	не так	1	2
191	ведь это	1	2
192	в одном	6	2
193	т п	3	2
194	в конце	2	2
195	что и	2	2
196	вовсе не	6	2
197	у него	1	2
198	как раз	8	2
199	наконец в	3	2
200	себя и	1	2
201	не было	3	2
202	до конца	3	2
203	в руках	1	2
204	поскольку речь	1	2
205	в россии	3	2
206	как это	2	2
207	над ним	1	2
208	сравнении с	2	2
209	на свете	1	2
210	вокруг которого	1	2
211	быть не	1	2
212	этом случае	1	2
213	при всем	1	2
214	не является	3	2
215	в результате	2	2
216	а к	2	2
217	хотя бы	3	2
218	же в	1	2
219	не говоря	1	2
220	я это	1	2
221	в свое	1	2
222	героя в	1	2
223	к этой	1	2
224	в своих	1	2
225	он на	1	2
226	все что	1	2
227	том числе	1	2
228	два года	2	1
229	с жизнью	1	1
230	это и	1	1
231	пушкин в	5	1
232	что слово	1	1
233	в первом	1	1
234	отношения между	1	1
235	если б	4	1
236	не пошел	2	1
237	поэзии пушкин	1	1
238	из всех	1	1
239	стороны тогда	1	1
240	как мы	1	1
241	эстетики и	1	1
242	пребывания в	2	1
243	с большой	1	1
244	в основание	1	1
