N	2gram	Potebnia_M_3	Problemy
1	и в	30	34
2	и не	15	29
3	как бы	3	27
4	что он	6	23
5	в его	4	22
6	в нем	9	19
7	может быть	28	19
8	не может	6	19
9	и все	3	19
10	как и	10	18
11	в этом	10	16
12	но в	1	16
13	и его	4	16
14	все это	4	16
15	он не	4	15
16	и с	2	15
17	что я	5	15
18	прежде всего	3	15
19	то же	23	14
20	с самим	1	14
21	к нему	3	14
22	самом деле	2	13
23	для него	9	13
24	в то	10	12
25	же время	5	12
26	потому что	46	12
27	но и	19	12
28	на самом	1	11
29	в сущности	1	11
30	вовсе не	7	11
31	то что	18	11
32	не только	21	10
33	слова и	5	10
34	не в	15	9
35	а не	15	9
36	и т	5	8
37	с самого	1	8
38	с ним	6	8
39	в самом	8	8
40	себя и	4	8
41	так же	3	8
42	что же	2	8
43	и слово	6	8
44	точки зрения	2	8
45	на него	3	7
46	как мы	7	7
47	слова в	7	7
48	и даже	2	7
49	что не	8	7
50	с которым	1	7
51	там где	3	7
52	этого слова	11	7
53	все же	2	7
54	отношении к	2	7
55	что в	17	7
56	мы уже	2	6
57	и на	3	6
58	с его	1	6
59	отношение к	2	6
60	что они	2	6
61	что у	1	6
62	у меня	2	6
63	для себя	3	6
64	так и	11	6
65	слово с	2	6
66	в себе	16	6
67	только в	21	6
68	т п	2	6
69	стремится к	1	6
70	от него	2	6
71	с ними	1	6
72	не знает	3	6
73	отношению к	5	6
74	на них	1	5
75	он сам	1	5
76	в чем	3	5
77	по отношению	5	5
78	и наконец	2	5
79	что это	4	5
80	в целом	3	5
81	и вот	1	5
82	но все	2	5
83	лишь в	1	5
84	с тем	7	5
85	в слове	32	5
86	даже в	2	5
87	это слово	4	5
88	таким образом	14	5
89	к тому	7	5
90	себе самом	1	5
91	и что	10	5
92	что и	13	5
93	это не	1	5
94	того что	18	5
95	так что	7	5
96	из них	6	5
97	в одном	2	5
98	себе и	1	5
99	к своему	2	5
100	и от	4	5
101	мы должны	4	5
102	самому и	1	5
103	а в	12	5
104	во всяком	1	5
105	из его	1	4
106	с таким	2	4
107	он как	2	4
108	собою и	1	4
109	еще не	5	4
110	бы то	1	4
111	но не	7	4
112	но как	2	4
113	как в	10	4
114	другого как	1	4
115	все эти	1	4
116	но на	1	4
117	на его	2	4
118	при этом	3	4
119	ни был	1	4
120	что все	3	4
121	в мире	1	4
122	его в	3	4
123	с другими	5	4
124	ни в	2	4
125	все равно	4	4
126	его слово	1	4
127	с точки	1	4
128	его отношение	1	4
129	но это	6	4
130	друг другу	1	4
131	ли я	1	4
132	меня не	1	4
133	он с	1	4
134	ничего не	1	4
135	его с	2	4
136	и это	4	4
137	если бы	12	4
138	только на	3	4
139	в виде	2	4
140	в начале	3	4
141	так как	13	4
142	у него	2	4
143	на меня	1	4
144	с другой	7	4
145	тем что	7	4
146	вместе с	12	4
147	да и	1	4
148	из своего	1	4
149	я в	1	4
150	ни было	1	4
151	а между	2	3
152	в такой	1	3
153	и то	8	3
154	сливается с	2	3
155	бы уже	1	3
156	говорить о	3	3
157	как я	1	3
158	в виду	1	3
159	в ней	8	3
160	как символ	1	3
161	совсем не	1	3
162	нет и	1	3
163	в одной	1	3
164	хотя и	1	3
165	и как	5	3
166	уже в	5	3
167	как он	1	3
168	к одному	5	3
169	не как	2	3
170	их в	2	3
171	в каждом	3	3
172	знает что	1	3
173	это было	3	3
174	его и	1	3
175	далеко не	4	3
176	этого не	3	3
177	мы видели	4	3
178	должно быть	5	3
179	раз и	1	3
180	в своей	2	3
181	в котором	4	3
182	и другого	1	3
183	не менее	5	3
184	но он	1	3
185	по крайней	5	3
186	по себе	16	3
187	с миром	1	3
188	что с	2	3
189	том что	18	3
190	которого он	1	3
191	во всем	1	3
192	есть только	5	3
193	его за	1	3
194	слова с	3	3
195	в ее	2	3
196	для этого	1	3
197	сводится к	1	3
198	в глаза	1	3
199	между тем	9	3
200	крайней мере	5	3
201	в том	32	3
202	человека с	1	3
203	от другого	3	3
204	к самому	1	3
205	а с	2	3
206	другому и	1	3
207	слова которое	1	3
208	под влиянием	1	3
209	эти слова	2	3
210	он уже	1	3
211	со словом	4	3
212	по своему	2	3
213	слов в	2	3
214	про себя	1	3
215	словом и	5	3
216	если не	4	3
217	сознания и	1	3
218	бы в	2	3
219	только что	8	3
220	его к	2	3
221	другой стороны	4	3
222	жизни и	2	3
223	я и	3	2
224	например в	6	2
225	он может	1	2
226	это и	2	2
227	его внутреннюю	2	2
228	если б	5	2
229	той же	2	2
230	а как	2	2
231	для его	1	2
232	та же	2	2
233	того же	1	2
234	и он	1	2
235	слово не	5	2
236	в которых	2	2
237	столь же	4	2
238	во всех	1	2
239	мысль что	1	2
240	бы не	4	2
241	именно тем	1	2
242	эта особенность	1	2
243	отличие от	1	2
244	за пределы	2	2
245	сама по	2	2
246	с этим	6	2
247	по которому	5	2
248	в своем	5	2
249	и слова	2	2
250	когда он	1	2
251	и внутреннюю	2	2
252	увидим что	1	2
253	к чему	1	2
254	в которой	3	2
255	бы с	1	2
256	тому же	1	2
257	так сказать	2	2
258	в первых	1	2
259	т д	3	2
260	он должен	1	2
261	внутреннего и	1	2
262	и если	2	2
263	друг с	1	2
264	подобно тому	2	2
265	такого же	1	2
266	те же	6	2
267	входит в	2	2
268	было в	1	2
269	было бы	9	2
270	то все	1	2
271	в жизни	1	2
272	мог бы	1	2
273	кажется что	1	2
274	в них	5	2
275	если я	1	2
276	был бы	2	2
277	что такое	2	2
278	что тогда	1	2
279	которые в	1	2
280	с такою	1	2
281	тем не	3	2
282	речи в	1	2
283	однако в	1	2
284	тому что	3	2
285	его внутренняя	1	2
286	во время	2	2
287	тогда и	3	2
288	но только	2	2
289	чем не	1	2
290	и без	7	2
291	и внешнего	1	2
292	к ней	5	2
293	с самым	1	2
294	такая же	2	2
295	как на	5	2
296	и мысли	1	2
297	с другом	1	2
298	и со	1	2
299	становится для	1	2
300	не является	1	2
301	нет ни	2	2
302	одно только	3	2
303	отличается от	1	2
304	как для	1	2
305	отказаться от	2	2
306	и говорит	1	2
307	так в	2	2
308	конечно в	1	2
309	особенно в	1	2
310	последним словом	1	2
311	жизнь и	1	2
312	понятно что	1	2
313	и вообще	3	2
314	находится в	1	2
315	именно потому	1	2
316	о том	2	2
317	все его	1	2
318	на нее	1	2
319	на одном	1	2
320	в форме	2	2
321	другого в	1	2
322	меня так	1	2
323	эти последние	2	2
324	один из	4	2
325	вне себя	2	2
326	тот же	1	2
327	что даже	4	2
328	то в	1	2
329	и ее	1	2
330	при всей	1	2
331	не то	3	2
332	же и	3	2
333	конечно не	1	2
334	не входит	1	2
335	уже не	6	2
336	другим что	1	2
337	к слову	2	2
338	слова не	2	2
339	в душе	10	2
340	за ним	3	2
341	мы знаем	1	2
342	друг друга	3	2
343	как его	1	2
344	каждый из	1	2
345	и речь	1	2
346	один в	1	2
347	со всем	1	2
348	теперь не	2	2
349	слово в	4	2
350	не было	4	2
351	у человека	1	2
352	точек зрения	1	2
353	и потому	4	2
354	но этот	2	2
355	в человеке	3	2
356	это в	2	2
357	несколько раз	1	2
358	смысле этого	7	2
359	чем теперь	1	2
360	мысль и	1	2
361	тому как	5	2
362	себя то	1	2
363	самого себя	3	2
364	с этой	2	2
365	него прежде	1	2
366	которой он	1	2
367	нисколько не	1	2
368	что оно	11	2
369	вопрос о	1	2
370	в другой	1	2
371	в силах	1	2
372	человек и	1	2
373	а к	3	2
374	я как	5	2
375	обращается к	1	2
376	не с	1	2
377	но именно	1	2
378	на одно	1	2
379	как слово	3	2
380	не я	3	2
381	мысли о	2	2
382	сказать что	5	2
383	на который	1	2
384	в последнем	3	2
385	сам в	1	2
386	а может	1	2
387	одним из	1	1
388	чтобы не	1	1
389	человека и	5	1
390	без них	1	1
391	мы здесь	1	1
392	самим по	1	1
393	не имел	1	1
394	тех же	1	1
395	но тем	2	1
396	нам кажется	2	1
397	ясно что	1	1
398	делая его	1	1
399	в первом	3	1
400	по преимуществу	1	1
401	непосредственной близости	1	1
402	в нашу	1	1
403	что эти	1	1
404	этого он	1	1
405	собою в	1	1
406	отношения к	1	1
407	входящих в	2	1
408	в их	2	1
409	по его	1	1
410	со всех	1	1
