N	3gram	Bakhtin_sl_1	Problemy
1	на чужое слово	1	11
2	с точки зрения	8	9
3	до сих пор	2	8
4	не может быть	1	8
5	в большинстве случаев	6	8
6	и не может	2	7
7	на свой предмет	1	6
8	в пределах одного	1	6
9	то же время	12	5
10	к чужому слову	4	5
11	в то же	12	5
12	друг с другом	2	5
13	то есть в	1	4
14	более или менее	3	3
15	как мы сказали	4	3
16	с чужим словом	8	3
17	чужим словом в	3	3
18	в отличие от	1	3
19	имеем в виду	1	3
20	с другой стороны	4	3
21	мы имеем в	1	3
22	живет на границе	1	3
23	прямым авторским словом	1	3
24	как и в	1	3
25	в самом предмете	3	2
26	и в сущности	2	2
27	в самой этой	1	2
28	в глубинные пласты	1	2
29	быть более или	1	2
30	а следовательно и	1	2
31	дело в том	1	2
32	то есть уже	1	2
33	мы уже сказали	2	2
34	большей или меньшей	4	2
35	ту же тему	2	2
36	в узком смысле	10	2
37	но и в	1	2
38	можно было бы	2	2
39	в том что	1	2
40	в большей или	3	2
41	или меньшей степени	3	2
42	но в то	4	2
43	том же предмете	1	2
44	в одной плоскости	1	2
45	о том что	1	2
46	прямое авторское слово	1	2
47	слово направлено на	1	2
48	в свое время	1	2
49	о том же	2	2
50	можно сказать что	1	2
51	в одном из	1	2
52	от автора и	1	2
53	той или иной	9	2
54	свой предмет слово	1	2
55	направленное на свой	1	2
56	как мы уже	2	2
57	в отношении к	6	2
58	во всех его	7	2
59	и не в	1	2
60	чужим словом и	1	2
61	точек зрения и	1	2
62	бы ни были	2	1
63	может войти в	1	1
64	то есть для	2	1
65	не может не	5	1
66	а не к	1	1
67	в той или	9	1
68	перед нами типичная	1	1
69	прежде всего как	1	1
70	слова как мы	1	1
71	остановимся на анализе	1	1
72	слово как бы	1	1
73	романа во втором	1	1
74	а вовсе не	2	1
75	прежде всего в	1	1
76	на том же	2	1
77	слово в то	1	1
78	в известной степени	2	1
79	и к нему	2	1
80	социальных диалектов и	1	1
81	отношение к чужому	2	1
82	заключено в кавычки	1	1
83	прямой и непосредственной	2	1
84	и так сказать	1	1
85	но именно эти	1	1
86	друг о друге	2	1
87	как точка зрения	1	1
88	монологический контекст данного	1	1
89	авторским словом непосредственно	1	1
90	там и сям	1	1
91	неизбежно приводят к	1	1
92	а между тем	2	1
93	в этом случае	2	1
94	является в сущности	1	1
95	лежит в одной	1	1
96	каковы бы ни	1	1
97	с установкой на	1	1
98	разнородные явления как	1	1
99	под разными углами	1	1
100	с авторской речью	1	1
101	в прямой авторской	1	1
102	и во всех	2	1
103	у толстого со	1	1
104	и в то	5	1
105	хотя бы и	3	1
106	всякое иное слово	1	1
107	знает только себя	1	1
108	одна из существеннейших	1	1
109	на самом же	1	1
110	в нем новые	1	1
111	объектную тень на	1	1
112	в данную эпоху	1	1
113	как бы нет	1	1
114	рано или поздно	1	1
115	нет ничего что	1	1
116	в таком слове	1	1
117	полное слияние голосов	1	1
118	между этими высказываниями	1	1
119	может быть и	1	1
120	одно и то	2	1
121	и на предмет	1	1
122	слово не в	1	1
123	слово во всех	1	1
124	на ту же	2	1
125	в значительной степени	1	1
126	осмысления и оценки	1	1
127	слова так как	1	1
128	же авторское слово	1	1
129	не в самом	1	1
130	в данном случае	3	1
131	и заставляет его	1	1
132	с прямым авторским	1	1
133	мы не знаем	1	1
134	с одной стороны	4	1
135	у нее нет	1	1
136	жизни слова но	1	1
137	им и не	1	1
138	как нейтральное слово	1	1
139	и то же	2	1
140	к чужому высказыванию	1	1
141	а как бы	1	1
142	не входит в	1	1
143	этого диалога в	1	1
144	никогда не может	1	1
145	последней смысловой инстанции	4	1
146	жизни слова которые	1	1
147	перед нами в	1	1
148	так или иначе	1	1
149	прямой авторской речи	1	1
150	не может войти	1	1
151	ориентация слова среди	3	1
152	нейтральное слово языка	1	1
153	и синтаксическую структуру	1	1
154	к своему предмету	1	1
155	а не как	2	1
156	во всяком случае	5	1
157	в точном смысле	1	1
158	ни одному из	1	1
159	о нем он	1	1
160	а затем и	1	1
161	рядом друг с	1	1
162	о которых мы	1	1
163	самом же деле	1	1
164	здесь перед нами	1	1
165	в широком смысле	2	1
166	профессиональных жаргонов и	1	1
167	одной плоскости с	1	1
168	служить своим новым	1	1
169	на авторскую речь	2	1
170	здесь таким образом	1	1
171	как бы не	1	1
172	нем новые стороны	1	1
173	простое и непосредственное	1	1
174	оглядки на чужое	1	1
175	не могло быть	1	1
176	не лежит в	1	1
177	в чужих устах	1	1
178	так и в	3	1
179	особой точки зрения	1	1
180	его жизни и	1	1
181	но и на	1	1
182	и непосредственное выражение	1	1
183	тем поразительнее что	1	1
184	с самого начала	1	1
185	в пределах одной	2	1
186	только один и	1	1
187	единого и единственного	4	1
188	не только в	2	1
189	зрения и оценок	1	1
190	при всех возможных	1	1
191	но в этом	1	1
192	выходит за пределы	3	1
193	он никогда не	1	1
194	даже в самых	1	1
195	в монологический контекст	1	1
196	как мы видим	1	1
197	они как бы	2	1
198	в его собственном	1	1
199	в самом слове	1	1
200	дополнять друг друга	1	1
201	о котором идет	1	1
202	и на почве	1	1
203	никогда не бывает	1	1
204	к тому что	2	1
205	в романе нет	1	1
206	а не язык	1	1
207	и всякое иное	1	1
208	может быть различной	1	1
209	друг друга и	1	1
210	самого начала в	1	1
211	с большой внешней	1	1
212	о тропах или	1	1
213	теоретического осознания и	1	1
214	то есть к	1	1
