N	3gram	Tiupa_Disk_2	KulturaY
1	с точки зрения	2	16
2	в самом деле	1	11
3	тем не менее	1	9
4	в том что	6	8
5	той или иной	3	5
6	в этом случае	2	4
7	в данном случае	6	4
8	с одной стороны	4	4
9	того или иного	1	3
10	можно говорить о	1	3
11	на мой взгляд	2	3
12	прежде всего следует	1	3
13	а с другой	1	3
14	в первую очередь	2	3
15	с другой стороны	1	3
16	не может быть	3	3
17	так и в	3	3
18	о том что	3	3
19	в той или	1	2
20	и того же	2	2
21	по отношению к	4	2
22	не говоря уже	1	2
23	в том числе	1	2
24	говоря уже о	1	2
25	в отличие от	12	2
26	только то что	1	2
27	потому что в	1	2
28	не в том	1	2
29	не могут быть	1	2
30	одного и того	2	2
31	в свое время	2	2
32	но тут же	1	1
33	двух точек зрения	1	1
34	в рамках данного	1	1
35	мере в какой	1	1
36	что же касается	2	1
37	прежде всего в	1	1
38	и той же	1	1
39	не более чем	2	1
40	но в той	1	1
41	одних и тех	1	1
42	и не может	2	1
43	и в то	1	1
44	это еще не	2	1
45	в иных случаях	1	1
46	в другом месте	1	1
47	бы то ни	1	1
48	но в этом	1	1
49	по крайней мере	1	1
50	не последнюю роль	1	1
51	в той мере	1	1
52	и тех же	1	1
53	может не иметь	1	1
54	не столько в	1	1
55	по природе своей	2	1
56	а не как	1	1
57	во всяком случае	1	1
58	не должно быть	1	1
59	тому как в	1	1
60	то же время	5	1
61	но также и	1	1
62	но для этого	1	1
63	в конечном счете	1	1
64	это отнюдь не	1	1
65	и прежде всего	2	1
66	тем самым оно	1	1
67	она сама в	1	1
68	именно поэтому и	1	1
69	в то же	4	1
70	в одном из	1	1
71	одной и той	1	1
72	друг от друга	1	1
73	той мере в	1	1
74	что на деле	1	1
