N	3gram	Bakhtin_sl_2	FransuaR
1	в xvii веке	1	10
2	в средние века	1	8
3	в то же	4	6
4	то же время	4	6
5	с точки зрения	3	5
6	мы уже говорили	1	5
7	на протяжении всего	1	5
8	не только в	2	5
9	но и в	1	4
10	до сих пор	2	4
11	не может быть	15	4
12	но прежде всего	2	3
13	в этом отношении	3	3
14	но в то	3	3
15	с одной стороны	5	3
16	в его целом	1	3
17	о том что	1	3
18	большей или меньшей	1	3
19	нужно сказать что	1	3
20	с другой стороны	1	3
21	как мы уже	2	3
22	зрения на мир	2	2
23	в собственном смысле	3	2
24	в значительной степени	6	2
25	и его современников	1	2
26	и в то	1	2
27	смысл и значение	1	2
28	во всяком случае	2	2
29	xvii и xviii	1	2
30	в пределах одной	1	2
31	включает в себя	2	2
32	но все же	4	2
33	как мы видели	1	2
34	и литературы но	1	1
35	до конца в	1	1
36	точка зрения на	1	1
37	еще раз подчеркнуть	1	1
38	время от времени	1	1
39	мира с его	1	1
40	и без всякого	1	1
41	то есть не	1	1
42	чтобы оно не	1	1
43	по отношению к	4	1
44	мы уже сказали	1	1
45	и все остальные	1	1
46	также и в	1	1
47	всех его моментах	1	1
48	свое выражение в	1	1
49	то есть к	1	1
50	одной стороны и	3	1
51	проникнуть во все	1	1
52	и там где	3	1
53	xiv и xv	1	1
54	протяжении всего xvii	1	1
55	и не может	1	1
56	то есть именно	1	1
57	до известной степени	1	1
58	то есть вне	1	1
59	таким образом в	1	1
60	но все это	1	1
61	в романе в	3	1
62	этом отношении он	1	1
63	следовательно не только	1	1
64	то есть на	2	1
65	даже и не	1	1
66	свой смысл и	1	1
67	в себя момент	1	1
68	во франции в	2	1
69	же время это	2	1
70	жизни и идеологии	1	1
71	и в особенности	2	1
72	в один из	1	1
73	но здесь эти	1	1
74	все это и	1	1
75	только с помощью	1	1
76	в чем же	1	1
77	так и в	3	1
78	то есть чисто	1	1
79	необходимо однако отметить	1	1
80	понимании и оценке	1	1
81	до некоторой степени	1	1
82	однако отметить что	1	1
83	шире и глубже	1	1
84	меньше чем в	2	1
85	не только как	1	1
86	в основном на	1	1
87	для него самого	1	1
88	во всех сферах	1	1
89	не могут быть	2	1
90	в них и	1	1
91	в них но	1	1
92	в целом ряде	1	1
93	дошедшие до нас	1	1
94	без учета этого	1	1
95	в нем есть	1	1
96	идеологии и литературы	1	1
97	мы видели что	1	1
98	именно в том	1	1
99	влияние и на	1	1
100	того или иного	1	1
101	со всею силою	1	1
102	вовсе не в	1	1
103	и особенно в	1	1
104	в этом случае	6	1
105	мы можем сказать	1	1
106	не только не	1	1
107	более и более	1	1
108	много лишнего ненужного	1	1
109	как мы сказали	2	1
110	всего xvii века	1	1
111	в новое время	2	1
112	и как мы	1	1
113	на то что	1	1
114	в большинстве случаев	5	1
115	это как бы	1	1
116	как не может	1	1
117	роман в его	1	1
118	для того чтобы	2	1
119	во всех его	2	1
120	в том что	4	1
121	как и в	1	1
122	все более и	1	1
