N	3gram	Tiupa_Anal_3	Narrotol
1	в том что	7	8
2	в данном случае	3	6
3	не сводится к	1	6
4	не только в	1	6
5	по отношению к	7	5
6	в отличие от	2	5
7	с одной стороны	2	5
8	о том что	5	4
9	к тому же	3	4
10	тем не менее	2	4
11	к себе самому	1	3
12	в этом отношении	3	3
13	в известном смысле	1	3
14	той или иной	3	3
15	того или иного	1	3
16	то же время	3	3
17	в конечном счете	2	3
18	можно сказать что	2	3
19	в то же	3	3
20	по своей природе	1	2
21	присутствия я в	3	2
22	хотя и не	1	2
23	с точки зрения	2	2
24	мы имеем дело	4	2
25	на самом деле	1	2
26	подобно тому как	2	2
27	в ответ на	2	2
28	имеем дело с	1	2
29	в начале рассказа	1	2
30	представляет собой некий	1	2
31	в равной степени	1	2
32	при всей своей	1	2
33	а в том	2	2
34	и все же	1	2
35	я в мире	2	2
36	не только не	3	2
37	мысль о том	1	2
38	не может быть	1	2
39	как бы в	1	2
40	как уже говорилось	1	2
41	тогда как в	1	2
42	как субъекта самоопределения	1	2
43	дело здесь не	1	1
44	и того же	3	1
45	раз в том	1	1
46	а между тем	1	1
47	только раскрывают содержание	1	1
48	что иное как	1	1
49	то она определяется	1	1
50	в той или	1	1
51	отделен от своей	1	1
52	всех без исключения	3	1
53	как бы не	1	1
54	своего рода общий	1	1
55	одной из этих	1	1
56	в самом деле	1	1
57	в этом смысле	1	1
58	той же самой	1	1
59	но иного рода	1	1
60	наличии у него	1	1
61	и к себе	1	1
62	если к первому	1	1
63	в таком случае	1	1
64	раскрывают содержание судьбы	1	1
65	в зависимости от	1	1
66	выражает внеличную сторону	1	1
67	ни у кого	1	1
68	внеличную сторону индивида	1	1
69	а с другой	1	1
70	на этот вопрос	1	1
71	и здесь мы	1	1
72	есть на самом	1	1
73	участников коммуникативного события	3	1
74	вынесенное в заглавие	1	1
75	до сих пор	1	1
76	позицию по отношению	1	1
77	так или иначе	1	1
78	одна из наиболее	1	1
79	как раз в	1	1
80	своего рода механизмом	1	1
81	здесь мы имеем	1	1
82	в противоречие с	1	1
83	далеко не всегда	1	1
84	или иначе в	1	1
85	однако и здесь	1	1
86	своей судьбы они	1	1
87	но и внутренне	1	1
88	по своему происхождению	1	1
89	в своем составе	1	1
90	в качестве нарративного	1	1
91	и дело здесь	1	1
92	по природе своей	1	1
93	не в том	1	1
94	в связи с	1	1
95	единственный в тексте	1	1
96	не только к	2	1
97	хранения и передачи	1	1
98	не для того	1	1
99	во всяком случае	2	1
100	собой один из	1	1
101	в тарасе бульбе	3	1
102	в полной мере	1	1
103	сторону индивида и	1	1
104	тогда как сам	1	1
105	индивида и его	1	1
106	здесь не только	1	1
107	есть не что	1	1
108	едва ли не	2	1
109	самого коммуникативного события	3	1
110	не отделен от	1	1
111	как было показано	1	1
112	но с другой	1	1
113	оказывается всего лишь	1	1
114	но они не	1	1
115	тогда как внутренняя	1	1
116	однако что и	1	1
117	и его поступки	1	1
118	так и в	1	1
119	то есть в	1	1
120	от своей судьбы	1	1
121	представляет собой один	1	1
122	в основе своей	1	1
123	если говорить о	1	1
124	имеет в своем	1	1
125	судьбы они едины	1	1
126	по сути дела	1	1
127	с этой стороны	1	1
128	выше уже говорилось	1	1
129	одного и того	3	1
130	тем более что	1	1
131	поступки только раскрывают	1	1
132	судьба выражает внеличную	1	1
133	в большинстве случаев	1	1
134	едины судьба выражает	1	1
135	здесь и сейчас	1	1
136	его поступки только	1	1
137	не что иное	1	1
138	в нарративном дискурсе	1	1
139	для того чтобы	1	1
140	говорящих и слушающих	1	1
141	не мог быть	1	1
142	они едины судьба	1	1
143	но и к	1	1
144	обратим внимание на	1	1
