N	2gram	Losev_Vlad_3	Formalny
1	и в	40	24
2	в его	14	23
3	прежде всего	10	22
4	и не	25	20
5	так и	6	18
6	точки зрения	13	16
7	не может	14	16
8	в этом	16	15
9	в нем	3	14
10	может быть	8	14
11	таким образом	11	13
12	на почве	2	13
13	с точки	6	13
14	в своем	8	11
15	как и	7	11
16	в своей	9	11
17	в их	2	11
18	не менее	9	11
19	должно быть	5	11
20	в ней	5	10
21	то же	4	10
22	вовсе не	13	10
23	настоящее время	3	10
24	и его	10	10
25	и их	1	10
26	а не	8	10
27	в настоящее	3	10
28	в то	7	9
29	в процессе	1	9
30	и потому	10	9
31	все это	1	9
32	и на	6	8
33	как в	1	8
34	и с	9	8
35	лишь в	1	8
36	не в	3	8
37	литературы в	1	8
38	же время	2	8
39	в ее	1	8
40	именно в	3	8
41	то что	28	8
42	в свою	1	8
43	на самом	3	7
44	должна быть	2	7
45	с ее	1	7
46	не только	25	7
47	место в	1	7
48	жизни и	1	7
49	до конца	4	7
50	и от	6	7
51	но и	18	7
52	отношения к	5	6
53	еще не	4	6
54	самом деле	1	6
55	отнюдь не	5	6
56	более или	5	6
57	в целом	2	6
58	все эти	5	6
59	в этой	8	6
60	как бы	3	6
61	или менее	5	6
62	она не	2	6
63	и здесь	6	6
64	до сих	1	6
65	в том	18	6
66	было бы	4	6
67	как это	4	6
68	сих пор	1	6
69	и все	4	6
70	а в	7	6
71	хотя бы	6	5
72	во всех	1	5
73	но в	4	5
74	и свою	1	5
75	в самом	4	5
76	при этом	3	5
77	по себе	6	5
78	не могло	1	5
79	у нас	5	5
80	должны быть	1	5
81	как мы	8	5
82	проблем и	1	5
83	непосредственно в	1	5
84	что бы	3	5
85	в литературе	1	5
86	того что	7	5
87	только на	5	5
88	со стороны	2	5
89	с другой	5	5
90	и др	1	5
91	с его	2	4
92	в истории	5	4
93	независимо от	3	4
94	и к	2	4
95	в которой	2	4
96	учение о	24	4
97	не как	2	4
98	в мире	2	4
99	друг друга	2	4
100	только и	5	4
101	как на	3	4
102	исходить из	1	4
103	оно не	3	4
104	никогда не	11	4
105	если бы	3	4
106	всяком случае	3	4
107	с одной	3	4
108	конечно не	1	4
109	одной стороны	3	4
110	в связи	3	4
111	в частности	1	4
112	стороны и	2	4
113	с этой	2	4
114	быть и	2	4
115	что в	17	4
116	к этой	2	4
117	так же	8	4
118	во всяком	3	4
119	это и	1	3
120	мы не	2	3
121	связи со	1	3
122	бы то	3	3
123	но не	4	3
124	в общем	1	3
125	все же	4	3
126	когда он	1	3
127	и как	7	3
128	и наконец	2	3
129	в себе	9	3
130	человек не	1	3
131	так сказать	1	3
132	он не	8	3
133	перестает быть	1	3
134	оно должно	4	3
135	то ни	3	3
136	на все	1	3
137	его в	2	3
138	в жизни	2	3
139	произведение как	1	3
140	в них	1	3
141	со всей	1	3
142	они не	1	3
143	в отношении	5	3
144	тем самым	2	3
145	но для	3	3
146	не о	2	3
147	в основе	1	3
148	философия жизни	1	3
149	связи с	2	3
150	своей статье	1	3
151	сводится к	3	3
152	отличается от	3	3
153	всего в	1	3
154	к тому	7	3
155	нашей работы	1	3
156	здесь не	3	3
157	ясно что	1	3
158	особенно в	1	3
159	жизнь и	3	3
160	влияние на	1	3
161	бы в	2	3
162	и всякое	1	3
163	один из	1	3
164	и других	1	3
165	для него	8	3
166	не для	1	3
167	и даже	6	3
168	и чем	1	3
169	не было	5	3
170	и непосредственно	1	3
171	в россии	3	3
172	ни на	2	3
173	этого слова	1	3
174	в основном	4	3
175	но это	6	3
176	это последнее	2	3
177	она должна	2	3
178	каждой из	1	3
179	у них	1	3
180	же в	3	3
181	между ними	1	3
182	что он	5	3
183	думать что	1	3
184	же как	3	2
185	чтобы не	1	2
186	и это	6	2
187	тех же	1	2
188	науки о	1	2
189	и позитивизм	1	2
190	в году	10	2
191	его не	1	2
192	вопрос о	4	2
193	всем этим	1	2
194	а только	7	2
195	уже как	1	2
196	нет и	1	2
197	за пределы	3	2
198	во что	2	2
199	с этим	2	2
200	в действительности	1	2
201	от этого	2	2
202	самые эти	1	2
203	он в	1	2
204	в нашем	2	2
205	остановиться на	2	2
206	и если	7	2
207	и вот	1	2
208	и более	2	2
209	но все	3	2
210	подход к	1	2
211	это не	3	2
212	действительности в	1	2
213	всю свою	1	2
214	с начала	1	2
215	в новое	1	2
216	ни в	10	2
217	с тем	7	2
218	мы видели	3	2
219	фигурирует в	1	2
220	жизни но	1	2
221	строгом смысле	1	2
222	нисколько не	3	2
223	не так	3	2
224	войти в	1	2
225	человеческое сознание	1	2
226	на всю	1	2
227	этой работы	1	2
228	раз и	8	2
229	какие бы	1	2
230	виду что	1	2
231	на него	2	2
232	и слишком	3	2
233	только не	1	2
234	следовательно и	1	2
235	ничего не	5	2
236	одна из	1	2
237	в самой	1	2
238	учения о	4	2
239	правда это	1	2
240	и является	1	2
241	во всем	6	2
242	материальной действительности	1	2
243	может и	1	2
244	от того	4	2
245	настоящего времени	1	2
246	системы философии	1	2
247	и заключается	1	2
248	указать на	4	2
249	не есть	10	2
250	всего этого	1	2
251	ни стало	2	2
252	в науке	1	2
253	как с	2	2
254	не с	4	2
255	глубоко и	1	2
256	еще в	5	2
257	она была	4	2
258	произведения как	1	2
