N	2gram	Trubetskoy_1	Russkaja
1	не может	17	22
2	и не	8	19
3	в том	30	17
4	в этом	12	17
5	и в	23	14
6	с другом	9	14
7	друг с	9	14
8	национальной культуры	7	13
9	то что	18	13
10	то же	4	11
11	точки зрения	13	11
12	таким образом	31	11
13	в то	6	10
14	же время	2	10
15	но и	9	10
16	в себе	5	9
17	не только	7	9
18	том что	19	9
19	с точки	8	9
20	может быть	16	9
21	во всяком	2	9
22	того чтобы	8	8
23	прежде всего	3	8
24	как на	4	8
25	самом деле	12	7
26	отнюдь не	2	7
27	и если	6	7
28	и с	5	7
29	в данном	3	7
30	к тому	8	7
31	не будет	5	7
32	стремление к	1	7
33	о том	7	7
34	самого себя	4	7
35	мы должны	4	7
36	к которой	3	6
37	если в	1	6
38	в своем	10	6
39	и к	5	6
40	с тем	2	6
41	в своих	2	6
42	и при	6	6
43	признать что	3	6
44	если бы	8	6
45	все это	11	6
46	и для	6	6
47	для того	8	6
48	что он	7	6
49	всяком случае	2	6
50	для всех	1	6
51	для него	2	6
52	на самом	7	6
53	своего народа	3	6
54	а между	8	5
55	вопрос о	3	5
56	и на	6	5
57	между собой	4	5
58	во имя	3	5
59	во всех	10	5
60	на то	9	5
61	в нем	3	5
62	при этом	9	5
63	он не	3	5
64	он должен	2	5
65	было бы	3	5
66	в своей	1	5
67	никогда не	4	5
68	данного народа	6	5
69	потому что	9	5
70	лишь при	4	5
71	национального характера	2	5
72	между тем	12	5
73	а потому	5	5
74	и только	2	5
75	только в	6	5
76	хотя бы	4	5
77	конечно не	3	5
78	или иной	1	5
79	до сих	8	5
80	себя и	2	5
81	из которых	4	5
82	по существу	6	5
83	национальная культура	1	5
84	сих пор	8	5
85	а в	3	5
86	жизни в	1	5
87	и то	4	4
88	смотреть на	1	4
89	бы то	2	4
90	но не	2	4
91	себе и	1	4
92	все же	13	4
93	более или	7	4
94	не в	8	4
95	в этой	6	4
96	в корне	1	4
97	на земле	3	4
98	то ни	3	4
99	в совершенно	3	4
100	что такой	1	4
101	том случае	4	4
102	его в	5	4
103	как и	9	4
104	которой он	1	4
105	или менее	7	4
106	в их	4	4
107	точку зрения	2	4
108	тогда когда	3	4
109	во всем	3	4
110	а лишь	2	4
111	ли это	1	4
112	от того	3	4
113	не могут	4	4
114	при таких	1	4
115	приводит к	1	4
116	идет речь	8	4
117	в мире	6	4
118	можно было	1	4
119	при том	2	4
120	и т.д	4	4
121	в его	5	4
122	национальную культуру	1	4
123	так как	7	4
124	со стороны	1	4
125	вместе с	6	4
126	что же	2	4
127	как бы	10	4
128	возможно лишь	2	4
129	жизни и	2	4
130	что в	8	4
131	все что	9	4
132	сил и	2	3
133	то в	2	3
134	так чтобы	2	3
135	говорить о	2	3
136	еще не	5	3
137	он сам	1	3
138	самих себя	2	3
139	из этих	8	3
140	что они	2	3
141	в самом	8	3
142	что это	5	3
143	непременно будет	1	3
144	ни одна	1	3
145	главным образом	1	3
146	на том	2	3
147	и по	3	3
148	в другом	2	3
149	лишь в	5	3
150	о которых	6	3
151	несмотря на	6	3
152	должно быть	4	3
153	всех этих	4	3
154	но если	2	3
155	и сейчас	4	3
156	таким же	3	3
157	мы говорили	7	3
158	знаем что	8	3
159	том чтобы	2	3
160	можно ли	2	3
161	одна из	2	3
162	связи с	4	3
163	в сознании	6	3
164	то это	1	3
165	что оно	3	3
166	приходит к	1	3
167	что все	5	3
168	данном случае	3	3
169	может только	1	3
170	собой и	1	3
171	надо признать	1	3
172	для этого	7	3
173	сводится к	2	3
174	может не	3	3
175	но мы	1	3
176	в значительной	1	3
177	национальной самобытности	1	3
178	борьбе с	1	3
179	что и	7	3
180	а следовательно	1	3
181	в лучшем	1	3
182	того что	6	3
183	находят себе	1	3
184	в качестве	1	3
185	с нею	1	3
186	тем чтобы	2	3
187	в виде	4	3
188	из них	5	3
189	в конце	4	3
190	себя от	1	3
191	друг друга	2	3
192	тем что	1	3
193	именно в	5	3
194	собой а	1	3
195	только к	1	3
196	что для	4	3
197	не было	2	3
198	ко всем	3	3
199	и потому	3	3
200	таких условиях	1	3
201	да и	1	3
202	культуры в	10	3
203	этом случае	4	3
204	и будут	1	3
205	при условии	2	3
206	лучшем случае	1	3
207	о котором	7	3
208	конце концов	4	3
209	и как	1	3
210	ибо в	4	3
211	все они	5	3
212	не есть	2	3
213	из этого	6	3
214	случае если	5	3
215	с виду	1	3
216	своей национальной	3	2
217	от этой	1	2
218	говоря о	1	2
219	от своей	2	2
220	должна быть	5	2
221	из всех	5	2
222	в заблуждение	1	2
223	их народ	1	2
224	на себя	1	2
225	но даже	3	2
226	в ней	3	2
227	в таком	4	2
228	культуру в	2	2
229	время в	1	2
230	смотрят на	1	2
231	по отношению	9	2
232	тогда как	6	2
233	существование в	2	2
234	друг от	6	2
235	с этим	11	2
236	последнее время	1	2
237	помнить что	1	2
238	у народов	1	2
239	целый ряд	4	2
240	и наконец	3	2
241	к культуре	14	2
242	но в	4	2
243	это есть	4	2
244	а во-вторых	1	2
245	все эти	19	2
246	другом случае	1	2
247	во многих	1	2
248	и те	2	2
